canonicity_score_rank;canonicity_score_scaled;GND;GND_name;GND_birth;GND_death;GND_occupation;rausschmeißen? (AH);rausschmeißen? (MK);Konsens (JE);;;;;;;;;;;;;;;
2787;5;121601757;Pitschmann, Siegfried;1930.0;2002.0;Schriftsteller + Prosaist + Uhrmacher + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2788;5;102462542;Erhard, Johann Ulrich;1649.0;1718.0;Schriftsteller + Lyriker + Hofdichter + Gymnasiallehrer + Pfarrer + Lutherischer Theologe + Hofrat;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2789;5;118890832;Fercher von Steinwand, Johann;1828.0;1902.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2790;5;121468984;Egard, Paul;1580.0;1655.0;Pfarrer + Gymnasiallehrer + Rektor + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2790;5;10014568X;Grob, Johann;1643.0;1697.0;Schriftsteller + Kaufmann + Musketier + Diplomat;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2792;5;101152159;Hoffmann, Hans;1848.0;1909.0;Schriftsteller + Gymnasiallehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2793;5;118757695;Süskind, Wilhelm E.;1901.0;1970.0;Schriftsteller + Journalist + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2794;5;116076747;Basil, Otto;1901.0;1983.0;Schriftsteller + Kritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2795;5;118758721;Schnell, Robert Wolfgang;1916.0;1986.0;Schriftsteller + Regisseur + Maler + Galerist + Übersetzer + Schauspieler + Drehbuchautor + Sprecher;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2796;5;11862864X;Waldeck, Heinrich Suso;1873.0;1943.0;Schriftsteller + Seelsorger + Verleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2797;5;118725106;Kükelhaus, Hugo;1900.0;1984.0;Schriftsteller + Architekt + Pädagoge + Maler + Grafiker + Bildhauer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2797;5;104263199;Dreyer, Johann Matthias;1717.0;1769.0;Schriftsteller + Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2797;5;1194108008;Meyer, Carsten F.;1876.0;1954.0;Schriftsteller + Übersetzer + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2797;5;102377081;Wetzel, Johann Caspar;1691.0;1755.0;Pfarrer + Archidiakon + Hofprediger + Hymnologe + Kirchenlieddichter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2801;5;129918490;Stolle, Gottlieb;1673.0;1744.0;Schriftsteller + Philosoph + Polyhistor + Hochschullehrer + Gymnasiallehrer + Rektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2802;5;117367893;Schwarz, Sophie;1754.0;1789.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2803;5;117643629;Schlez, Johann Ferdinand;1759.0;1839.0;Pädagoge + Theologe + Kirchenrat + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2803;5;12845153X;Limburger, Martin;1637.0;1692.0;Schriftsteller + Pfarrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2805;5;124718523;Lorber, Johann Christoph;1645.0;1722.0;Jurist + Schriftsteller + Reiseschriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2806;5;124935672;Glaser, Peter;1957.0;;Schriftsteller + Essayist + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2807;5;123210178;Keimann, Christian;1607.0;1662.0;Evangelischer Theologe + Kirchenlieddichter + Schriftsteller + Gymnasiallehrer + Rektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2808;5;118504568;Arx, Cäsar von;1895.0;1949.0;Dramatiker + Schriftsteller + Inspizient + Regisseur + Schriftsteller + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2809;5;115368361;Paulus, Heinrich Eberhard Gottlob;1761.0;1851.0;Evangelischer Theologe + Hochschullehrer + Philosoph + Schriftsteller + Philologe;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2809;5;116001097;Abeken, Bernhard Rudolf;1780.0;1866.0;Philologe + Pädagoge + Literarhistoriker + Pfarrer + Schriftsteller + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2811;5;11935263X;Cramer, Carl Gottlob;1758.0;1817.0;Schriftsteller + Übersetzer + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2812;5;119304856;Wirz, Mario;1956.0;2013.0;Schriftsteller + Schauspieler + Regisseur + Regisseur + Schauspieler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2813;5;118764381;Waser, Maria;1878.0;1939.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2814;5;122644751;Erdheim, Claudia;1945.0;;Schriftstellerin + Fotografin + Hochschullehrerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2815;5;13164923X;Marnau, Alfred;1918.0;1999.0;Schriftsteller + Lyriker + Journalist + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2815;5;100631177;Tancke, Joachim;1557.0;1609.0;Arzt + Schriftsteller + Astronom + Alchemist + Hochschullehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2817;5;1243928719;Tau, Max;1897.0;1976.0;Schriftsteller + Lektor <Verlag> + Verleger + Philosoph;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2818;5;171937864;Uzarski, Adolf;1885.0;1970.0;Schriftsteller + Maler + Grafiker + Schriftsteller + Bühnenbildner;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2818;5;116133600;Petrasch, Josef von;1714.0;1772.0;Schriftsteller + Historiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2820;5;116384697;Brachmann, Louise;1777.0;1822.0;Schriftstellerin + Lyrikerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2821;5;118619772;Stutz, Jakob;1801.0;1877.0;Schriftsteller + Dramatiker + Lehrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2822;5;118826433;Drewermann, Eugen;1940.0;;Theologe + Priester + Schriftsteller + Psychoanalytiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2823;5;104320958;Butschky, Samuel von;1612.0;1678.0;Schriftsteller + Jurist + Verwaltungsbeamter + Buchhändler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2823;5;11907947X;Staegemann, Friedrich August von;1763.0;1840.0;Politiker + Staatsrat + Lyriker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2825;5;118539353;Gilm, Hermann von;1812.0;1864.0;Schriftsteller + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2825;5;136607519;Wawra, Karl;1924.0;2007.0;Schriftsteller + Lyriker + Schauspieler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2827;5;116855304;Grisar, Erich;1898.0;1955.0;Schriftsteller + Bibliothekar + Fotograf;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2828;5;115647058;Schätzing, Frank;1957.0;;Schriftsteller + Sprecher + Werbefachmann + Geschäftsführer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2829;5;118831569;Meschendörfer, Adolf;1877.0;1963.0;Schriftsteller + Rektor + Lehrer + Lehrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2830;5;116418656;Eidlitz, Walther;1892.0;1976.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2831;5;119180049;Cramer, Daniel;1568.0;1637.0;Evangelischer Theologe + Pfarrer + Generalsuperintendent + Hofprediger + Historiker + Lyriker + Gymnasiallehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2832;5;118556630;Jahn, Janheinz;1918.0;1973.0;Schriftsteller + Journalist + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2833;5;119196778;Groner, Auguste;1850.0;1929.0;Schriftstellerin + Lehrerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2833;5;117575410;Müller, Christoph Heinrich;1740.0;1807.0;Pädagoge + Herausgeber + Theologe + Philologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2835;5;117691208;Clausnitzer, Tobias;1619.0;1684.0;Evangelischer Theologe + Kirchenlieddichter + Pfarrer + Militärgeistlicher + Superintendent + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2835;5;118612689;Seewald, Richard;1889.0;1976.0;Schriftsteller + Zeichner + Maler + Karikaturist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2837;5;118629093;Wangenheim, Inge von;1912.0;1993.0;Schriftstellerin + Schauspielerin + Regisseurin + Malerin + Schriftstellerin + Schauspielerin + Regisseurin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2838;5;137741189;Kratter, Franz;1758.0;1830.0;Schriftsteller + Dramatiker + Theaterdirektor + Beamter + Dramatiker + Theaterdirektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2839;5;115794247;Schlüter, Andreas;1958.0;;Schriftsteller + Kinderbuchautor + Jugendbuchautor + Journalist + Redakteur + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2839;5;117321265;Lüth, Erich;1902.0;1989.0;Journalist + Publizist + Schriftsteller + Abgeordneter + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2839;5;118559753;Kanehl, Oskar;1889.0;1929.0;Dramaturg + Schriftsteller + Regisseur + Schauspieler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2842;5;118505033;Auernheimer, Raoul;1876.0;1948.0;Schriftsteller + Theaterkritiker + Journalist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2843;5;116659807;Märcker, Friedrich Adolf;1804.0;1889.0;Philosoph + Klassischer Philologe + Schriftsteller + Lehrer + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2844;5;116578920;Rode, August;1751.0;1837.0;Schriftsteller + Politiker + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2845;5;118980351;Schreyer, Lothar;1886.0;1966.0;Schriftsteller + Dramaturg + Theaterintendant + Maler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2846;5;115351639;Weyh, Florian Felix;1963.0;;Journalist + Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2847;5;104381809;Welskopf-Henrich, Liselotte;1901.0;1979.0;Schriftstellerin + Historikerin + Drehbuchautorin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2848;5;118806440;Weber, Werner;1919.0;2005.0;Literaturwissenschaftler + Journalist + Schriftsteller + Hochschullehrer + Theaterkritiker + Theaterkritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2849;5;1029704988;Schwachhofer, René;1904.0;1970.0;Lehrer + Schriftsteller + Lyriker + Kritiker + Herausgeber;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2850;5;118574698;Lublinski, Samuel;1868.0;1910.0;Schriftsteller + Dramatiker + Buchhändler + Literaturkritiker + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2851;5;118693212;Frey, Alexander M.;1881.0;1957.0;Schriftsteller + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2852;5;118181505;Capus, Alex;1961.0;;Schriftsteller + Journalist + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2853;5;119234084;Mühl, Karl Otto;1923.0;2020.0;Schriftsteller + Dramatiker + Industriekaufmann + Schriftsteller + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2854;5;116683945;Gluchowski, Bruno;1900.0;1985.0;Schriftsteller + Bergmann;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2855;5;118619578;Stuckenschmidt, Hans Heinz;1901.0;1988.0;Musikkritiker + Musikschriftsteller + Musikwissenschaftler + Hochschullehrer + Komponist + Musikkritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2856;5;118754882;Schiebelhuth, Hans;1895.0;1944.0;Schriftsteller + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2857;5;123460166;Körner, Wolfgang;1937.0;2019.0;Schriftsteller + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2858;5;1025902009;Quirl, Justus Samuel;1724.0;1779.0;Theologe + Propst + Prälat + Autor + Satiriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2858;5;121550729;Kohlbrenner, Franz Seraph von;1728.0;1783.0;Schriftsteller + Kartograf + Geograf + Beamter + Publizist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2858;5;12348796X;Schweinitz, David von;1600.0;1667.0;Jurist + Politiker + Laientheologe + Kirchenlieddichter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2861;5;118581953;Meyer-Clason, Curt;1910.0;2012.0;Schriftsteller + Übersetzer + Lektor <Verlag> + Spion + Kaufmann;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2862;5;117416312;Vietta, Egon;1903.0;1959.0;Dramaturg + Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2863;5;118799363;Süverkrüp, Dieter;1934.0;2025.0;Komponist + Liedermacher + Grafiker + Autor + Musiker + Schauspieler + Sänger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2864;5;119440512;König, Barbara;1925.0;2011.0;Übersetzerin + Schriftstellerin + Journalistin + Zeitungswissenschaft;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2865;5;100209874;Korn, Christoph Heinrich;1726.0;1783.0;Jurist + Schriftsteller + Offizier;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2865;5;119369265;Siegemund, Justine;1636.0;1705.0;Hebamme + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2865;5;118973614;Witzleben, Karl August Friedrich von;1773.0;1839.0;Schriftsteller + Offizier + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2868;5;117221414;Jünger, Johann Friedrich;1759.0;1797.0;Schriftsteller + Theaterdichter + Jurist + Schriftsteller + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2869;5;101222548;Stettenheim, Julius;1831.0;1916.0;Schriftsteller + Journalist + Redakteur + Humorist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2869;5;119087286;Overbeck, Christian Adolph;1755.0;1821.0;Jurist + Schriftsteller + Bürgermeister + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2871;5;118798928;Stinde, Julius;1841.0;1905.0;Schriftsteller + Dramatiker + Chemiker + Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2872;5;119094762;Wiemer, Rudolf Otto;1905.0;1998.0;Schriftsteller + Dramatiker + Lyriker + Lehrer + Bibliothekar + Puppenspieler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2872;5;118718983;Grosse, Julius;1828.0;1902.0;Schriftsteller + Redakteur + Theaterkritiker + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2874;5;118559923;Karasek, Horst;1939.0;1995.0;Schriftsteller + Publizist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2874;5;119021714;Schmidt-Barrien, Heinrich;1902.0;1996.0;Schriftsteller + Kaufmann + Dramaturg + Schriftsteller + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2876;5;117289337;Storch, Ludwig;1803.0;1881.0;Schriftsteller + Publizist + Verleger + Drucker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2877;5;123603668;Lambrecht, Christine;1949.0;;Schriftstellerin + Kosmetikerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2878;5;116207469;Blum, Joachim Christian;1739.0;1790.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2878;5;117243310;Justi, Karl Wilhelm;1767.0;1846.0;Evangelischer Theologe + Philosoph + Hochschullehrer + Pfarrer + Superintendent + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2880;5;118611496;Schulz, Wilhelm;1797.0;1860.0;Publizist + Schriftsteller + Arzt + Privatdozent;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2880;5;117144398;Büsching, Johann Gustav Gottlieb;1783.0;1829.0;Kunsthistoriker + Archivar + Archäologe + Schriftsteller + Literarhistoriker + Hochschullehrer + Germanist + Historiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2882;5;118706195;Hofmiller, Josef;1872.0;1933.0;Lehrer + Schriftsteller + Essayist + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2883;5;116689749;Mainzer, Otto;1903.0;1995.0;Rechtsanwalt + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2884;5;116319577;Ebel, Johann Gottfried;1764.0;1830.0;Geograf + Schriftsteller + Arzt + Naturwissenschaftler + Mineraloge;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2885;5;118594559;Pirchan, Emil;1884.0;1957.0;Schriftsteller + Bühnenbildner + Architekt + Maler + Bühnenbildner + Schauspieler + Drehbuchautor + Filmarchitekt + Kostümbildner + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2885;5;132204614;Helbig, Johann Lorenz;1662.0;1721.0;Theologe + Prediger + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2887;5;118743139;Queri, Georg;1879.0;1919.0;Schriftsteller + Mundartschriftsteller + Journalist + Heimatschriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2888;5;136016456;Ossenfelder, Heinrich August;1725.0;1801.0;Schriftsteller + Jurist + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2888;5;118556908;Janker, Josef W.;1922.0;2010.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2890;5;120769743;Viragh, Christina;1953.0;;Schriftstellerin + Übersetzerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2891;5;118741322;Pohl, Gerhart;1902.0;1966.0;Schriftsteller + Schriftsteller + Dramatiker + Drehbuchautor + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2892;5;124996442;Poche, Klaus;1927.0;2007.0;Schriftsteller + Illustrator + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2893;5;11731711X;Streicher, Andreas;1761.0;1833.0;Komponist + Klavierlehrer + Klavier- und Cembalobauer + Schriftsteller + Pianist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2894;5;118618679;Stomps, Victor Otto;1897.0;1970.0;Schriftsteller + Publizist + Verleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2895;5;119193337;Picard, Jacob;1883.0;1967.0;Schriftsteller + Jurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2896;5;118720155;Hammel, Claus;1932.0;1990.0;Schriftsteller + Drehbuchautor + Dramatiker + Theaterkritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2897;5;118965883;Rank, Josef;1816.0;1896.0;Schriftsteller + Journalist + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2897;5;118813439;Kranewitter, Franz;1860.0;1938.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2899;5;118509993;Bernstein, Eduard;1850.0;1932.0;Politiker + Publizist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2900;5;124842399;Loacker, Norbert;1939.0;2024.0;Schriftsteller + Essayist + Gymnasiallehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2900;5;119384744;Wolfensberger, William;1889.0;1918.0;Theologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2902;5;119098911;Malss, Karl;1792.0;1848.0;Schriftsteller + Theaterdirektor + Schauspieler + Dramatiker + Theaterdirektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2903;5;124252362;Artner, Therese von;1772.0;1829.0;Schriftstellerin + Dramatikerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2904;5;116935952;Hofferichter, Theodor;1815.0;1848.0;Theologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2904;5;119299895;Jaeger, Henry;1927.0;2000.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2904;5;116017899;Kesser, Hermann;1880.0;1952.0;Schriftsteller + Essayist + Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2907;5;100800181;Gersdorff, Wilhelmine von;1768.0;1847.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2908;5;118586149;Nachbar, Herbert;1930.0;1980.0;Schriftsteller + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2909;5;123110963;Hensel, Klaus;1954.0;;Schriftsteller + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2910;5;120991586;Çırak, Zehra;1960.0;;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2911;5;117608866;Bode, Wilhelm;1862.0;1922.0;Schriftsteller + Lehrer + Publizist + Verleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2912;5;1089273495;Peyer, Rudolf;1929.0;2017.0;Lehrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2913;5;130375047;Präauer, Teresa;1979.0;;Künstlerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2914;5;118554077;Huber, Ludwig Ferdinand;1764.0;1804.0;Politiker + Schriftsteller + Übersetzer + Schriftsteller + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2915;5;121633039;Steinmüller, Karlheinz;1950.0;;Schriftsteller + Physiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2916;5;115749977;Schießler, Sebastian Willibald;1791.0;1867.0;Schriftsteller + Reichskommissar + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2917;5;104150890;Horn, Uffo;1817.0;1860.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2918;5;119070359;Werlhof, Paul Gottlieb;1699.0;1767.0;Arzt + Schriftsteller + Hofrat;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2919;5;107017156;Podewils, Clemens;1905.0;1978.0;Schriftsteller + Jurist + Auslandskorrespondent + Presseattaché + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2920;5;119145685;Seeliger, Ewald Gerhard;1877.0;1959.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2921;5;118678469;Diez, Heinrich Friedrich von;1751.0;1817.0;Diplomat + Politiker + Orientalist + Schriftsteller + Selbstverleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2921;5;115582673;Thenior, Ralf;1945.0;;Schriftsteller + Lyriker + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2923;5;104358491;Kaul, Friedrich Karl;1906.0;1981.0;Jurist + Hochschullehrer + Schriftsteller + Schauspieler + Drehbuchautor + Jurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2924;5;119151693;Simler, Johann Wilhelm;1605.0;1672.0;Schriftsteller + Pfarrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2925;5;116429879;Reisiger, Hans;1884.0;1968.0;Schriftsteller + Librettist + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2926;5;118646052;Ascher, Saul;1767.0;1822.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2927;5;118689142;Gagern, Friedrich von;1882.0;1947.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2928;5;119204290;Kertész, Imre;1929.0;2016.0;Schriftsteller + Dramatiker + Übersetzer + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2929;5;118795112;Schlenther, Paul;1854.0;1916.0;Schriftsteller + Theaterkritiker + Theaterdirektor + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2930;5;115453156;Roes, Michael;1960.0;;Schriftsteller + Regisseur + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2931;5;118943286;Ehrler, Hans Heinrich;1872.0;1951.0;Schriftsteller + Redakteur + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2931;5;118633716;Hell, Theodor;1775.0;1856.0;Schriftsteller + Dramatiker + Theaterintendant + Jurist + Hofrat + Dramatiker + Theaterdirektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2933;5;116753099;Lauckner, Rolf;1887.0;1954.0;Schriftsteller + Dramatiker + Librettist + Jurist + Redakteur + Drehbuchautor + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2933;5;118989480;Kirchbach, Wolfgang;1857.0;1906.0;Schriftsteller + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2935;5;12048241X;Stephan, Cora;1951.0;;Schriftstellerin + Historikerin + Lehrerin + Redakteurin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2935;5;118752006;Spies, Gerty;1897.0;1997.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2937;5;116589981;Kühner, Otto Heinrich;1921.0;1996.0;Dramaturg + Lektor <Verlag> + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2938;5;11861245X;Scultetus, Andreas;1622.0;1649.0;Schriftsteller + Lyriker + Mönch;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
2939;5;118542389;Grogger, Paula;1892.0;1984.0;Schriftstellerin + Lehrerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
