canonicity_score_rank;canonicity_score_scaled;GND;GND_name;GND_birth;GND_death;GND_occupation;rausschmeißen? (AH);rausschmeißen? (MK);Konsens (JE);;;;;;;;;;;;;;;
4717;3;129742902;Spranger, Günter;1921.0;1992.0;Schriftsteller + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4717;3;116620161;Giesecken, Johann Christian;1759.0;1806.0;Buchhändler + Schriftsteller + Publizist + Übersetzer + Pfarrer + Verleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4717;3;118725599;Kurz, Carl Heinz;1920.0;1993.0;Schriftsteller + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4722;3;117383201;Wilk, Werner;1900.0;1970.0;Schriftsteller + Redakteur + Literaturkritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4723;3;118585606;Muhr, Caroline;1925.0;1978.0;Schriftstellerin + Liedermacherin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4724;3;118973428;Krüger, Ferdinand;1843.0;1915.0;Arzt + Amtsarzt + Schriftsteller + Mundartschriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4725;3;118930397;Reitz, Edgar;1932.0;;Regisseur + Filmregisseur + Kameramann + Drehbuchautor + Filmproduzent + Schauspieler + Filmregisseur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4726;3;130228079;Lienhard, Hermann;1922.0;1999.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4726;3;117357715;Wiegand, Carl Friedrich;1877.0;1942.0;Schriftsteller + Lehrer + Dramatiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4728;3;116127392;Dill, Liesbet;1877.0;1962.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4729;3;1019345594;Geissbühler, Rolf;1941.0;2010.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4729;3;100132936;Fischer, Gottlob Nathanael;1748.0;1800.0;Pädagoge + Schriftsteller + Selbstverleger + Pädagoge;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4729;3;11636050X;Häglsperger, Franz Seraph;1796.0;1877.0;Pfarrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4729;3;118708996;Hassencamp, Oliver;1921.0;1988.0;Kabarettist + Kabarettist + Schriftsteller + Schauspieler + Regisseur + Drehbuchautor + Schauspieler + Schriftsteller + Schauspieler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4729;3;128793457;Lamprecht, Helmut;1925.0;1997.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4734;3;116651423;Heilbut, Iwan;1898.0;1972.0;Schriftsteller + Publizist + Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4734;3;117005215;Zinn, Alexander;1880.0;1941.0;Schriftsteller + Theaterkritiker + Journalist + Drehbuchautor + Dramatiker + Staatsrat + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4736;3;119549298;Hauer, Elisabeth;1928.0;;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4737;3;116881461;Meng, Brigitte;1932.0;1998.0;Schriftstellerin + Dramatikerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4737;3;100318347;Remus, Georg;1561.0;1625.0;Jurist + Hochschullehrer + Lyriker + Philologe + Historiker + Polyhistor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4737;3;1022353799;Koerber, Lenka von;1888.0;1958.0;Publizistin + Journalistin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4737;3;118620975;Taucher, Franz;1909.0;1990.0;Chefredakteur + Lyriker + Romancier + Erzähler + Essayist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4737;3;125523408;Vetsch, Jakob;1879.0;1942.0;Schriftsteller + Dialektologe + Jurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4737;3;139759492;Schrader, Karl Heinrich von;1758.0;1808.0;Journalist + Offizier + Erzähler + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4743;3;129317675;Langer, Rudolf;1923.0;2007.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4744;3;1102939749;Sternheim, Felix;1882.0;1946.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4744;3;11390438X;Mairowitz, David Zane;1943.0;;Schriftsteller + Publizist + Comicautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4744;3;133860221;Reinhardt, Dirk;1963.0;;Journalist + Kinderbuchautor + Jugendbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4744;3;1028639589;Piringer, Jörg;1974.0;;Informatiker + Schriftsteller + Musiker + Künstler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4744;3;102064818X;Pohland, Hansjürgen;1934.0;2014.0;Filmregisseur + Drehbuchautor + Filmproduzent + Regisseur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4749;3;132239493;Hayn, Henriette Louise von;1724.0;1782.0;Schriftstellerin + Kirchenlieddichterin + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4750;3;1011517035;Zumpf, Peter;1944.0;2003.0;Schriftsteller + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4750;3;100429548;Bostel, Nicolaus von;1670.0;1704.0;Schriftsteller + Ratsherr;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4750;3;117253561;Lubliner, Hugo;1846.0;1911.0;Schriftsteller + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4750;3;117270563;Stemplinger, Eduard;1870.0;1964.0;Schriftsteller + Philologe + Gymnasiallehrer + Schulleiter + Oberstudiendirektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4750;3;116441577;Hammer, Julius;1810.0;1862.0;Schriftsteller + Schriftsteller + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4750;3;104672765;Balzli, Ernst;1902.0;1959.0;Schriftsteller + Mundartschriftsteller + Lehrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4750;3;123669138;Rautenkranz, Johann Wenzel;1779.0;1830.0;Jurist + Beamter + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4757;3;118509497;Bergius, C. C.;1910.0;1996.0;Schriftsteller + Flugzeugführer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4758;3;118571133;Lehndorff, Hans von;1910.0;1987.0;Chirurg + Schriftsteller + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4759;3;116514825;Finckenstein, Ottfried, Graf;1901.0;1987.0;Schriftsteller + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4759;3;117066028;Mnioch, Johann Jakob;1765.0;1804.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4761;3;1157614019;Busson, Paul;1873.0;1924.0;Schriftsteller + Journalist + Redakteur + Schriftsteller + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4762;3;117069825;Nüchtern, Hans;1896.0;1962.0;Regisseur + Dramatiker + Schriftsteller + Regisseur + Schriftsteller + Rundfunkintendant;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4763;3;117388920;Vermehren, Johann Bernhard;1774.0;1803.0;Schriftsteller + Evangelischer Theologe + Hochschullehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4763;3;117178519;Weddigen, Otto;1851.0;1940.0;Schriftsteller + Oberlehrer + Literaturwissenschaftler + Theaterwissenschaftler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4763;3;1023860139;Schram, Franz;1765.0;1825.0;Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4766;3;130085014;Runge, Wilhelm;1894.0;1918.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4767;3;1147517223;Höller, Kristin;1996.0;;Schriftstellerin + Jugendbuchautorin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4767;3;1323449647;Robinson, Therese Albertine Luise;1797.0;1870.0;Schriftstellerin + Linguistin + Übersetzerin + Linguistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4767;3;1142181979;Atfah, Lina;1989.0;;Lyrikerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4770;3;11852965X;Kobell, Luise von;1828.0;1901.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4771;3;118532014;Fassbind, Franz;1919.0;2003.0;Schriftsteller + Dramatiker + Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4772;3;118634739;Wolf, Konrad;1925.0;1982.0;Regisseur + Drehbuchautor + Schauspieler + Regisseur + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4773;3;105369934;Dürrenmatt, Ulrich;1849.0;1908.0;Journalist + Politiker + Mundartschriftsteller + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4774;3;131831305;Rehkopf, Carl Wilhelm;1764.0;1814.0;Pfarrer + Diakon + Schriftsteller + Publizist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4774;3;116546905;Kristl, Wilhelm Lukas;1903.0;1985.0;Redakteur + Filmkritiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4774;3;116035188;Kaltenbrunner, Karl Adam;1804.0;1867.0;Schriftsteller + Beamter + Mundartschriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4777;3;11866266X;Betsch, Roland;1888.0;1945.0;Schriftsteller + Dramatiker + Drehbuchautor + Ingenieur + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4777;3;11658405X;Fischer-Colbrie, Arthur;1895.0;1968.0;Schriftsteller + Lyriker + Beamter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4779;3;116246103;Ploennies, Luise von;1803.0;1872.0;Schriftstellerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4780;3;11654340X;Clément, Bertha;1852.0;1930.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4780;3;116589434;Flatter, Richard;1891.0;1960.0;Schriftsteller + Übersetzer + Jurist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4780;3;116309512;Andreas, Fred;1898.0;1980.0;Kriminalschriftsteller + Filmregisseur + Schriftsteller + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4780;3;104162368;Ludaemilia Elisabeth, Schwarzburg-Rudolstadt, Gräfin;1640.0;1672.0;Kirchenlieddichterin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4780;3;115400214;Albinus, Johann Georg;1659.0;1714.0;Jurist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4785;3;118800507;Isolani, Gertrud;1899.0;1988.0;Schriftstellerin + Journalistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4786;3;10121653X;Bethusy-Huc, Valeska;1849.0;1926.0;Schriftstellerin + Erzählerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4787;3;1077379838;Gärtner, Melanie;1981.0;;Autorin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4787;3;1196378738;Hasters, Alice;1989.0;;Journalistin + Moderatorin + Autorin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4787;3;1072168502;Piuk, Petra;1975.0;;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4787;3;134116844;Kositza, Ellen;1973.0;;Publizistin + Autorin + Journalistin + Übersetzerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4787;3;136541526;Reichert, Stefan;1942.0;1990.0;Lyriker + Schriftsteller + Literaturwissenschaftler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4787;3;11907205X;Unterweger, Jack;1950.0;1994.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4787;3;117435325;Wolzogen, Alfred von;1823.0;1883.0;Schriftsteller + Theaterintendant + Regierungsbeamter + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4794;3;11922416X;Schaumberger, Heinrich;1843.0;1874.0;Schriftsteller + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4794;3;115706836;Gramberg, Gerhard Anton Hermann;1772.0;1816.0;Schriftsteller + Jurist + Freimaurer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4794;3;117388335;Schwarzkopf, Nikolaus;1884.0;1962.0;Schriftsteller + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4794;3;118701592;Harich, Walther;1888.0;1931.0;Schriftsteller + Literarhistoriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4794;3;138728232;Dobenecker, Catharina Margarethe;1649.0;1683.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4794;3;1050834321;Klaehr, Carl Gottfried;1773.0;1842.0;Dramatiker + Maler + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4800;3;119089211;Gehlhoff-Claes, Astrid;1928.0;2011.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4801;3;122916603;Bezzel, Chris;1937.0;2015.0;Schriftsteller + Linguist + Germanist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4802;3;11760870X;Boas, Eduard;1815.0;1853.0;Schriftsteller + Literarhistoriker + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4803;3;133127931;Teuschl, Wolfgang;1943.0;1999.0;Schriftsteller + Kabarettist + Übersetzer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4803;3;118927698;Arnold, Johann Georg Daniel;1780.0;1829.0;Schriftsteller + Historiker + Jurist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4803;3;115663339;Quindt, William;1898.0;1969.0;Schriftsteller + Journalist + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4803;3;120683679;Staudacher, Wilhelm;1928.0;1995.0;Schriftsteller + Stadtkämmerer + Mundartschriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4807;3;1055098836;Hirsch, Isaak;1836.0;1899.0;Journalist + Schriftsteller + Kaufmann;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4808;3;118737503;Müller, Johann Heinrich Friedrich;1738.0;1815.0;Schauspieler + Schriftsteller + Herausgeber + Schauspieler + Dramatiker + Theaterdirektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4809;3;100428665;Bonin, Christian Friedrich von;1755.0;1813.0;Soldat + Oberst + Schriftsteller + Übersetzer + Dramatiker + Theaterintendant + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4809;3;116819073;Schneckenburger, Max;1819.0;1849.0;Schriftsteller + Kaufmann + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4809;3;118680072;Dörfler, Anton;1890.0;1981.0;Schriftsteller + Lehrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4809;3;116590246;Kükelhaus, Heinz;1902.0;1946.0;Schriftsteller + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4809;3;117452084;Vries, Berend de;1883.0;1959.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4809;3;104793708;Berthold, Will;1924.0;2000.0;Journalist + Schriftsteller + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4815;3;118517171;Büscher, Josef;1918.0;1983.0;Schriftsteller + Bergmann;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4816;3;116916796;Lenz, Leo;1878.0;1962.0;Schriftsteller + Dramatiker + Librettist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4817;3;123392683;Gruša, Jiří;1938.0;2011.0;Schriftsteller + Übersetzer + Politiker + Botschafter + Diplomat;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4818;3;118807420;Wille, Eliza;1809.0;1893.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4818;3;1042651787;Hofer, Cuno;1886.0;1931.0;Diplomat + Jurist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4818;3;128815809;Kiene, Christoph Friedrich;1655.0;1721.0;Rechtsanwalt + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4818;3;11633889X;Koppel-Ellfeld, Franz;1838.0;1920.0;Theaterintendant + Theaterkritiker + Schriftsteller + Dramaturg + Redakteur + Jurist + Dramatiker + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4818;3;117035041;Linke, Oskar;1854.0;1928.0;Schriftsteller + Redakteur + Übersetzer + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4823;3;116615826;Kuprian, Hermann;1920.0;1989.0;Schriftsteller + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4823;3;127140727;Camenzind, Josef Maria;1904.0;1984.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4825;3;142519456;Kroeger, Theodor;1891.0;1958.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4826;3;120116383;Aman, Elisabeth;1888.0;1966.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4827;3;124954065;David, Kurt;1924.0;1994.0;Schriftsteller + Jugendbuchautor + Kinderbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4828;3;116204133;Blomberg, Wilhelm von;1786.0;1846.0;Schriftsteller + Jurist + Offizier + Major + Dramatiker + Souffleur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4828;3;116810289;Schmitthenner, Hansjörg;1908.0;1993.0;Dramaturg + Schauspieler + Schriftsteller + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4828;3;118541110;Grabenhorst, Georg;1899.0;1997.0;Schriftsteller + Beamter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4828;3;118773259;Zulliger, Hans;1893.0;1965.0;Lehrer + Volksschullehrer + Psychotherapeut + Psychologe + Schriftsteller + Mundartschriftsteller + Pädagoge;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4828;3;106937073;Parth, Wolfgang W.;1910.0;1982.0;Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4833;3;116220198;Drey, Arthur;1890.0;1965.0;Lyriker + Jurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4834;3;118766945;Wentscher, Dora;1883.0;1964.0;Schriftstellerin + Künstlerin + Schauspieler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4834;3;116837144;Schneider-Schelde, Rudolf;1890.0;1956.0;Schriftsteller + Dramatiker + Drehbuchautor + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4834;3;117007374;Zivier, Georg;1897.0;1974.0;Journalist + Schriftsteller + Theaterkritiker + Schriftsteller + Kritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4834;3;119242559;Henzen, Wilhelm;1850.0;1910.0;Schriftsteller + Dramatiker + Librettist + Redakteur + Dramaturg + Komponist + Schriftsteller + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4838;3;127688757;Nigg, Walter;1903.0;1988.0;Theologe + Kirchenhistoriker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4839;3;121476561;Haußmann, Leander;1959.0;;Schauspieler + Musiker + Regisseur + Drehbuchautor + Regisseur + Schauspieler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4840;3;104196092;Starke, Gotthelf Wilhelm Christoph;1762.0;1830.0;Pädagoge + Lehrer + Theologe + Hofprediger + Liederdichter + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4841;3;117350567;Thommen, Elisabeth;1888.0;1960.0;Journalistin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4842;3;119538857;Stolze, Alfred Otto;1889.0;1954.0;Schriftsteller + Archivar;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4843;3;118722026;Kernstock, Ottokar;1848.0;1928.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4844;3;118822934;Tideman, Wilhelm;1889.0;1949.0;Jurist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4844;3;116647469;Girndt, Otto;1835.0;1911.0;Schriftsteller + Dramatiker + Zeitungsredakteur + Librettist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4844;3;117201391;Städele, Christoph;1744.0;1811.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4847;3;116422661;Braun, Reinhold;1879.0;1959.0;Schriftsteller + Freimaurer + Gymnasiallehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4848;3;118843451;Kollisch, Margarete;1893.0;1979.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4848;3;118733028;Merker, Emil;1888.0;1972.0;Schriftsteller + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4850;3;119522667;Pohl, Peter;1940.0;;Kinderbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4851;3;119033348;Seemann, Margarete;1893.0;1949.0;Schriftstellerin + Pädagogin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4852;3;116005327;Achleitner, Arthur;1858.0;1927.0;Schriftsteller + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4853;3;1041281773;Rütt, Ursula;1914.0;;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4853;3;117298573;Lütgen, Kurt;1911.0;1992.0;Schriftsteller + Historiker + Germanist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4853;3;106242695;Lachmann, Volkmar;1921.0;1945.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4856;3;108937372;Cordes, Alexandra;1935.0;1986.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4857;3;119276674;Elgers, Paul;1915.0;1995.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4857;3;119368072;Hotopp, Albert;1886.0;1942.0;Schriftsteller + Lektor <Verlag>;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4857;3;116090650;Keckeis, Gustav;1884.0;1967.0;Verleger + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4860;3;116611731;Evers, Ernst;1844.0;1921.0;Theologe + Pfarrer + Schriftsteller + Pfarrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4861;3;116226544;Bötticher, Hermann von;1887.0;1941.0;Schriftsteller + Dramatiker + Regisseur + Regisseur + Dramatiker + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4861;3;117421650;Traeger, Albert;1830.0;1912.0;Schriftsteller + Politiker + Jurist + Redakteur + Abgeordneter + Lyriker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4861;3;104524872X;Wiedemann, Ernst Fidelis;1928.0;;Schriftsteller + Bäcker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4864;3;116771720;Hesselbacher, Karl;1871.0;1943.0;Pfarrer + Evangelischer Theologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4865;3;116682868;Landsteiner, Karl;1835.0;1909.0;Schriftsteller + Priester + Gymnasiallehrer + Propst + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4865;3;118676962;Corti, Egon Caesar, Conte;1886.0;1953.0;Schriftsteller + Historiker + Biograf;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4865;3;117470171;Sendelbach, Hermann;1894.0;1971.0;Schriftsteller + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4865;3;116654945;Mader, Helmut;1932.0;1977.0;Lyriker + Schriftsteller + Lektor <Verlag> + Übersetzer + Kritiker + Werbetexter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4865;3;117325015;Vaerst, Friedrich Christian Eugen von;1792.0;1855.0;Schriftsteller + Eigentümer + Theaterdirektor + Freiherr;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4870;3;116443413;Renker, Gustav;1889.0;1967.0;Schriftsteller + Journalist + Redakteur + Musiker + Komponist + Dirigent;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4870;3;105739650;Greulich, Emil R.;1909.0;2005.0;Schriftsteller + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4872;3;116023015;Bach, Ernst;1876.0;1929.0;Schauspieler + Regisseur + Schriftsteller + Dramatiker + Regisseur + Schauspieler + Dramatiker + Theaterdirektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4873;3;118662597;Besson, Benno;1922.0;2006.0;Regisseur + Drehbuchautor + Theaterregisseur + Theaterintendant + Schauspieler + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4874;3;11681487X;Brusto, Max;1906.0;1998.0;Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4875;3;10732220X;Rosen, Erwin;1876.0;1923.0;Schriftsteller + Journalist + Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4876;3;117226076;Schibli, Emil;1891.0;1958.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4876;3;120236346;Lentz, Georg;1928.0;2009.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4876;3;134652592;Eidam, Klaus;1926.0;2006.0;Drehbuchautor + Dramaturg + Librettist + Schauspieler + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4879;3;141477482;Kafka, Eduard Michael;1864.0;1893.0;Redakteur + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
