DNB_dataset,title,UB,year,GND_person,person,GND_author,author,sachgruppen
1121212840,"Daphnis und Chloe / Longos ; Übersetzung, Anmerkungen und Nachwort von Otto Schönberger",UB 6911,2016.0,118574213 + 119234564,"Longus (Verfasser) + Schönberger, Otto (Herausgeber, Übersetzer)",118574213,Longus ,880 Griechische Literatur + B Belletristik
1126998907,Contemporary Canadian short stories : Atwood - Findley - MacLeod - Munro - Richler - Valgardson - Wiebe / herausgegeben von Klaus Peter Müller,UB 9261,2016.0,1047610809,"Müller, Klaus Peter (Herausgeber)",,,820 Englische Literatur + B Belletristik
112121309X,Charaktere : Griechisch/Deutsch / Theophrast ; übersetzt und herausgegeben von Dietrich Klose ; mit einem Nachwort von Peter Steinmetz,UB 619,2016.0,118621793 + 1013912276,"Theophrastus (Verfasser) + Klose, Dietrich (Herausgeber, Übersetzer)",118621793,Theophrastus ,150 Psychologie + 100 Philosophie
107981423X,Cena Trimalchionis = Das Gastmahl des Trimalchio : Lateinisch/Deutsch / Petronius Arbiter ; übersetzt und herausgegeben von Karl-Wilhelm Weeber,UB 19385,2016.0,118593293 + 120380560,"Petronius, Arbiter (Verfasser) + Weeber, Karl-Wilhelm (Übersetzer, Herausgeber)",118593293,"Petronius, Arbiter ",870 Lateinische Literatur + B Belletristik
1104394170,Carmen : opéra-comique en quatre actes : Textbuch Französisch/Deutsch / Georges Bizet ; Libretto von Henri Meilhac und Ludovic Halévy nach der Novelle von Prosper Mérimée ; übersetzt und herausgegeben von Henning Mehnert,UB 9648,2016.0,118919652 + 118919660 + 118511440 + 118581104 + 143244248,"Meilhac, Henri (Librettist) + Halévy, Ludovic (Librettist) + Bizet, Georges (Komponist) + Mérimée, Prosper (Begründer des Werks) + Mehnert, Henning (Übersetzer)",,,780 Musik
1113220724,Carmen : Novelle / Prosper Mérimée ; Übersetzung von Wilhelm Geist ; revidiert und mit einem Nachwort von Günter Metken,UB 1602,2016.0,118581104 + 1113222476,"Mérimée, Prosper (Verfasser) + Geist, Wilhelm (Übersetzer)",118581104,"Mérimée, Prosper ",840 Französische Literatur + B Belletristik
1079811400,Carl Maria von Weber - der Freischütz : romantische Oper in drei Aufzügen / Carl Maria von Weber ; Dichtung von Friedrich Kind ; Musik von Carl Maria von Weber ; auf Basis der autographen Quellen neu herausgegeben und mit einem Nachwort versehen von Fabian Kolb,UB 18923,2016.0,118885235 + 1025697855,"Kind, Johann Friedrich (Librettist) + Kolb, Fabian (Herausgeber)",,,780 Musik
1121246265,Candide ou l'optimisme / Voltaire ; herausgegeben von Thomas Baldischwieler,UB 9221,2016.0,118627813 + 131336819,"Voltaire (Verfasser) + Baldischwieler, Thomas (Herausgeber)",118627813,Voltaire ,"440 Französisch, romanische Sprachen allgemein"
1112472495,Buchbinder Wanninger : Sprachclownerien und Grotesken / Karl Valentin ; herausgegeben von Helmut Bachmaier,UB 8941,2016.0,118625896 + 136204279,"Valentin, Karl (Verfasser) + Bachmaier, Helmut (Herausgeber)",118625896,"Valentin, Karl ",830 Deutsche Literatur + B Belletristik
1107804604,"Bertolt Brecht, Der gute Mensch von Sezuan / von Franz-Josef Payrhuber",UB 15375,2016.0,120125633,"Payrhuber, Franz-Josef (Verfasser)",120125633,"Payrhuber, Franz-Josef ",S Schulbücher
1112472932,Autorität und Heiligkeit : Aspekte der Christianisierung des Römischen Reiches / Peter Brown ; aus dem Englischen übersetzt von Diether Eibach,UB 9709,2016.0,123978696,"Brown, Peter (Verfasser)",123978696,"Brown, Peter ","230 Theologie, Christentum + 930 Alte Geschichte, Archäologie"
1099727944,Autobiographische Schriften : Auswahl / Rainer Maria Rilke ; herausgegeben von Annemarie Post-Martens und Gunter Martens,UB 19359,2016.0,118601024 + 12249301X + 136926401,"Rilke, Rainer Maria (Verfasser) + Martens, Gunter (Herausgeber) + Post-Martens, Annemarie (Herausgeber)",118601024,"Rilke, Rainer Maria ",830 Deutsche Literatur
1079811087,Aus den Tagebüchern / Anne Frank ; aus dem Niederländischen übersetzt und kommentiert von Simone Schroth,UB 19365,2016.0,118534734 + 131704745,"Frank, Anne (Verfasser) + Schroth, Simone (Übersetzer)",118534734,"Frank, Anne ",940 Geschichte Europas
112121276X,Aufklärung und Sturm und Drang / herausgegeben von Karl Richter,UB 7891,2016.0,129640263,"Richter, Karl (Herausgeber)",,,830 Deutsche Literatur
1126999245,Ars amatoria = Liebeskunst : Lateinisch/Deutsch / P. Ovidius Naso ; übersetzt und herausgegeben von Michael von Albrecht,UB 357,2016.0,118590995 + 117756873,"Ovidius Naso, Publius (Verfasser) + Albrecht, Michael von (Herausgeber)",118590995,"Ovidius Naso, Publius ",870 Lateinische Literatur + B Belletristik
1088808476,Aphorismen zur Lebensweisheit / Arthur Schopenhauer ; herausgegeben von Arthur Hübscher,UB 5002,2016.0,118610465,"Schopenhauer, Arthur (Verfasser)",118610465,"Schopenhauer, Arthur ",100 Philosophie
1099724473,"An enquiry concerning human understanding : Englisch/Deutsch = Eine Untersuchung über den menschlichen Verstand / David Hume ; herausgegeben und mit einem Nachwort versehen von Falk Wunderlich ; Übersetzung von Herbert Herring, vollständig überarbeitet und ergänzt von Falk Wunderlich",UB 18709,2016.0,118554735 + 130564702 + 1055184880,"Hume, David (Verfasser) + Wunderlich, Falk (Herausgeber) + Herring, Herbert (Übersetzer)",118554735,"Hume, David ",100 Philosophie
1113801786,Amores = Liebesgedichte : Lateinisch/Deutsch / P. Ovidius Naso ; übersetzt und herausgegeben von Michael von Albrecht,UB 1361,2016.0,118590995 + 117756873,"Ovidius Naso, Publius (Verfasser) + Albrecht, Michael von (Herausgeber, Übersetzer)",118590995,"Ovidius Naso, Publius ",870 Lateinische Literatur + B Belletristik
111312962X,Als ich noch der Waldbauernbub war / Peter Rosegger ; Nachwort von Helmuth Himmel,UB 8563,2016.0,118602667,"Rosegger, Peter (Verfasser)",118602667,"Rosegger, Peter ",830 Deutsche Literatur
1125386452,Address unknown / Kressmann Taylor ; mit einenm Vorwort von Charles Douglas Taylor ; herausgegeben von Susanne Lenz,UB 9107,2016.0,,,,,420 Englisch
1099721687,"Livius, Titus: Ab urbe conditaTeil: Liber 29. / übersetzt und herausgegeben von Ursula Blank-Sangmeister",UB 18019,2016.0,108997448,"Blank-Sangmeister, Ursula (Herausgeber)",,,
1100387242,A midsummer night's dream / William Shakespeare ; herausgegeben von Bernhard Reitz,UB 9247,2016.0,118613723,"Shakespeare, William (Verfasser)",118613723,"Shakespeare, William ",820 Englische Literatur + B Belletristik
1099715857,A dissertation on the passions = Eine Dissertation über die Affekte : Englisch/Deutsch / David Hume ; übersetzt und herausgegeben von Frank Brosow,UB 19046,2016.0,118554735 + 143374109,"Hume, David (Verfasser) + Brosow, Frank (Übersetzer)",118554735,"Hume, David ",100 Philosophie + 150 Psychologie
1131727320,Zivilisiert streiten : zur Ethik der politischen Gegnerschaft / Marie-Luisa Frick,UB 19454,2017.0,133308952,"Frick, Marie-Luisa (Verfasser)",133308952,"Frick, Marie-Luisa ",320 Politik
1120518741,Ziviler Ungehorsam : Texte von Thoreau bis Occupy / herausgegeben und eingeleitet von Andreas Braune,UB 19446,2017.0,138988625,"Braune, Andreas (Herausgeber)",,,"300 Sozialwissenschaften, Soziologie, Anthropologie + 320 Politik"
1131727886,Witzbuch,UB 19464,2017.0,,,,,830 Deutsche Literatur + B Belletristik
1162739134,"William Shakespeare, Romeo and Juliet / von Kathleen Ellenrieder",UB 15341,2017.0,1213307031,"Ellenrieder, Kathleen (Verfasser)",1213307031,"Ellenrieder, Kathleen ",820 Englische Literatur + B Belletristik
1131727657,Wer hat Angst vor Gott? : über Religion und Politik im postfaktischen Zeitalter / Michael Kühnlein,UB 19423,2017.0,135761972,"Kühnlein, Michael (Verfasser)",135761972,"Kühnlein, Michael ","200 Religion, Religionsphilosophie + 100 Philosophie + 320 Politik"
1151648043,Was ist ein Gedicht? / Peter von Matt,UB 19444,2017.0,115817905,"Matt, Peter von (Verfasser)",115817905,"Matt, Peter von ","800 Literatur, Rhetorik, Literaturwissenschaft"
1120518032,Was ist ein Gedicht? / Peter von Matt,UB 19444,2017.0,115817905,"Matt, Peter von (Verfasser)",115817905,"Matt, Peter von ","800 Literatur, Rhetorik, Literaturwissenschaft"
113308141X,Was heißt Denken? : Vorlesung Wintersemester 1951/52 / Martin Heidegger ; mit einem Nachwort von Heinrich Hüni,UB 19283,2017.0,118547798,"Heidegger, Martin (Verfasser)",118547798,"Heidegger, Martin ",100 Philosophie
1131724321,Wallensteins Tod / Friedrich Schiller ; Anmerkungen von Kurt Rothmann ; Nachwort von Michael Hofmann,UB 19469,2017.0,118607626 + 1016979274,"Schiller, Friedrich (Verfasser) + Rothmann, Kurt (Verfasser von ergänzendem Text) + Hofmann, Michael (Verfasser eines Nachworts)",118607626,"Schiller, Friedrich ",830 Deutsche Literatur + B Belletristik
1131729722,Wallensteins LagerDie PiccolominiFriedrich Schiller ; Anmerkungen von Kurt Rothmann ; Nachwort von Michael Hofmann,UB 19468,2017.0,118607626 + 1016979274,"Schiller, Friedrich (Verfasser) + Rothmann, Kurt (Verfasser von ergänzendem Text) + Hofmann, Michael (Verfasser eines Nachworts)",118607626,"Schiller, Friedrich ",830 Deutsche Literatur + B Belletristik
1145201881,Wallenstein : ein dramatisches Gedicht / Friedrich Schiller ; Anmerkungen von Kurt Rothmann ; Nachwort von Michael Hofmann,UB ?,2017.0,118607626 + 1016979274,"Schiller, Friedrich (Verfasser) + Rothmann, Kurt (Verfasser von ergänzendem Text) + Hofmann, Michael (Verfasser eines Nachworts)",118607626,"Schiller, Friedrich ",830 Deutsche Literatur + B Belletristik
1120519543,Vor Sonnenaufgang : soziales Drama / Gerhart Hauptmann ; herausgegeben von Peter Langemeyer,UB 19017,2017.0,118546937 + 1053143648,"Hauptmann, Gerhart (Verfasser) + Langemeyer, Peter (Herausgeber)",118546937,"Hauptmann, Gerhart ",830 Deutsche Literatur + B Belletristik
1144304024,Vom Wandern / Henry David Thoreau ; aus dem amerikanischen Englisch übersetzt von Ulrich Bossier,UB 19074,2017.0,118622293 + 124446418,"Thoreau, Henry David (Verfasser) + Bossier, Ulrich (Übersetzer)",118622293,"Thoreau, Henry David ",810 Englische Literatur Amerikas + B Belletristik
1131728912,Vivamus atque amemus! : antike Liebesgedichte Griechisch/Lateinisch/Deutsch / herausgeben und übersetzt von Niklas Holzberg,UB 19491,2017.0,122698614,"Holzberg, Niklas (Übersetzer, Herausgeber)",,,"800 Literatur, Rhetorik, Literaturwissenschaft + B Belletristik"
116031196X,"Vita sancti Martini = Das Leben des heiligen Martin : Lateinisch/Deutsch / Sulpicius Severus ; Übersetzung, Anmerkungen und Nachwort von Gerlinde Huber-Rebenich",UB 18780,2017.0,118757806 + 121115011,"Sulpicius, Severus (Verfasser) + Huber-Rebenich, Gerlinde (Herausgeber, Übersetzer)",118757806,"Sulpicius, Severus ","230 Theologie, Christentum + 940 Geschichte Europas"
1120521076,Verwirrung der Gefühle / Stefan Zweig ; herausgegeben von Elisabeth Erdem und Klemens Renoldner,UB 19288,2017.0,118637479 + 1157037887 + 128757353,"Zweig, Stefan (Verfasser) + Erdem, Elisabeth (Herausgeber) + Renoldner, Klemens (Herausgeber)",118637479,"Zweig, Stefan ",830 Deutsche Literatur + B Belletristik
1171268661,Une femme / Annie Ernaux ; herausgegeben von Wolfgang Ader,UB 9278,2017.0,119012278 + 171945603,"Ernaux, Annie (Verfasser) + Ader, Wolfgang (Herausgeber)",119012278,"Ernaux, Annie ","440 Französisch, romanische Sprachen allgemein"
1139463292,Under milk wood : a play for voices / Dylan Thomas ; herausgegeben von Reinhard Gratzke,UB 9248,2017.0,118757261,"Thomas, Dylan (Verfasser)",118757261,"Thomas, Dylan ",420 Englisch
1131729420,Un fou noir au pays des Blancs : récit autobiographique / Pie Tshibanda ; herausgegeben von Martin Bischof,UB 19932,2017.0,136408257,"Tshibanda Wamuela Bujitu (Verfasser) + Bischof, Martin (Herausgeber)",136408257,Tshibanda Wamuela Bujitu ,"440 Französisch, romanische Sprachen allgemein"
1131723678,Un cuento triste no tan triste / Jorge Bucay ; mit farbigen Illustrationen von Gusti ; hrsg. von Andrea Scheifl,UB 19935,2017.0,129812552 + 114233659,"Bucay, Jorge (Verfasser) + Gusti (Illustrator) + Scheifl, Andrea (Herausgeber)",129812552,"Bucay, Jorge ","460 Spanisch, Portugiesisch"
1120523117,"Umberto Giordano, Andrea Chénier : dramma di ambiente storico in quattro quadri : Textbuch Italienisch/Deutsch = Umberto Giordano, André Chénier : musikalisches Drama mit geschichtlichem Hintergrund in vier Bildern / Libretto von Luigi Illica ; übersetzt und herausgegeben von Henning Mehnert",UB 19427,2017.0,119533219 + 119264935 + 143244248,"Illica, Luigi (Librettist) + Giordano, Umberto (Komponist) + Mehnert, Henning (Übersetzer)",,,"850 Italienische, rumänische, rätoromanische Literatur + B Belletristik"
1133081452,Über die Regierung = (The second treatise of government) / John Locke ; in der Übersetzung von Dorothee Tidow ; mit einem Nachwort herausgegeben von Peter Cornelius Mayer-Tasch,UB 9691,2017.0,118573748,"Locke, John (Verfasser)",118573748,"Locke, John ",320 Politik + 100 Philosophie
1131725220,Über das Vergnügen zu hassen und andere Essays / William Hazlitt,UB 19442,2017.0,118773569 + 122589343,"Hazlitt, William (Verfasser) + Hanowell, Holger (Übersetzer)",118773569,"Hazlitt, William ",880 Griechische Literatur + B Belletristik
1151647101,"Gottfried, von Straßburg: TristanTeil: Band 3., Kommentar, Nachwort und Register",UB 4473,2017.0,,,,,
115164885X,"Gottfried, von Straßburg: TristanTeil: Band 2., Text : Mittelhochdeutsch/Neuhochdeutsch : Verse 9983-19548",UB 4472,2017.0,,,,,
1151647128,"Gottfried, von Straßburg: TristanTeil: Band 1., Text : Mittelhochdeutsch/Neuhochdeutsch : Verse 1 - 9982",UB 4471,2017.0,,,,,
1131727460,Toskana / von Elisabeth Wünsche-Werdehausen,UB 19463,2017.0,131683322,"Wünsche-Werdehausen, Elisabeth (Verfasser)",131683322,"Wünsche-Werdehausen, Elisabeth ",720 Architektur
1131107667,Tosca : melodramma in tre atti : Oper in drei Akten : Textbuch Italienisch/Deutsch / Giacomo Puccini ; Libretto nach Victorien Sardou von Giuseppe Giacosa und Luigi Illica ; Übersetzung von Thomas Flasch ; Nachwort von Henning Mehnert,UB 6799,2017.0,118717251 + 119533219 + 118596942,"Giacosa, Giuseppe (Librettist) + Illica, Luigi (Librettist) + Puccini, Giacomo (Komponist)",,,780 Musik
1131107500,Titus Andronicus : Englisch/Deutsch / William Shakespeare ; übersetzt und herausgegeben von Dieter Wessels,UB 8476,2017.0,118613723 + 137763875,"Shakespeare, William (Verfasser) + Wessels, Dieter (Übersetzer, Herausgeber)",118613723,"Shakespeare, William ",820 Englische Literatur + B Belletristik
1151646342,The loneliness of the long-distance runner / Alan Sillitoe ; herausgegeben von Susanne Lenz,UB 9192,2017.0,118765396 + 1145458939,"Sillitoe, Alan (Verfasser) + Lenz, Susanne (Herausgeber)",118765396,"Sillitoe, Alan ",420 Englisch
112051858X,The gun / Bali Rai,UB 19916,2017.0,124060080 + 122817494,"Rai, Bali (Verfasser) + Röhrig, Johannes W. (Herausgeber)",124060080,"Rai, Bali ","440 Französisch, romanische Sprachen allgemein"
1149858702,The great Gatsby / F. Scott Fitzgerald ; herausgegeben von Susanne Lenz,UB 9242,2017.0,118533592,"Fitzgerald, F. Scott (Verfasser)",118533592,"Fitzgerald, F. Scott ",810 Englische Literatur Amerikas + B Belletristik
1151646458,The daydreamer / Ian McEwan ; herausgegeben von Hans-Christian Oeser,UB 9119,2017.0,119252694 + 120455137,"McEwan, Ian (Verfasser) + Oeser, Hans-Christian (Herausgeber)",119252694,"McEwan, Ian ",420 Englisch
1131728599,Texte zur Theorie des Internets / herausgegeben von Tilman Baumgärtel,UB 19476,2017.0,121899586,"Baumgärtel, Tilman (Herausgeber)",,,"300 Sozialwissenschaften, Soziologie, Anthropologie + 320 Politik + 770 Fotografie, Video, Computerkunst"
1149856890,Texte zur Theorie des Films / herausgegeben von Franz-Josef Albersmeier,UB 9943,2017.0,109474279,"Albersmeier, Franz-Josef (Herausgeber)",,,"791 Öffentliche Darbietungen, Film, Rundfunk"
1156720648,"Texte zur Theorie der Erkenntnis und der Wissenschaft : Lateinisch/Deutsch / Wilhelm von Ockham ; herausgegeben, übersetzt und kommentiert von Ruedi Imbach",UB 8239,2017.0,118633015 + 124033466,"Wilhelm, von Ockham (Verfasser) + Imbach, Ruedi (Herausgeber)",118633015,"Wilhelm, von Ockham ",100 Philosophie
1249101980,"Texte zur Literaturtheorie der Gegenwart / herausgegeben und kommentiert von Dorothee Kimmich, Rolf G. Renner und Bernd Stiegler",UB 18589,2017.0,124680755 + 132885573 + 131495879,"Kimmich, Dorothee (Herausgeber) + Renner, Rolf Günter (Herausgeber) + Stiegler, Bernd (Herausgeber)",,,"800 Literatur, Rhetorik, Literaturwissenschaft"
1120520088,Täuschende Wörter : kleines Lexikon der Volksetymologien / Heike Olschansky,UB 19429,2017.0,1145956351,"Olschansky, Heike (Verfasser)",1145956351,"Olschansky, Heike ",430 Deutsch
1131727339,Storm zum Vergnügen / herausgegeben von Maren Ermisch und Heinrich Detering,UB 19203,2017.0,118618725 + 129411493 + 120309297,"Storm, Theodor (Verfasser) + Ermisch, Maren (Herausgeber) + Detering, Heinrich (Herausgeber)",118618725,"Storm, Theodor ",830 Deutsche Literatur + B Belletristik
1152342312,Spiel im Morgengrauen : Novelle / Arthur Schnitzler ; herausgegeben von Barbara Neymeyr,UB 18428,2017.0,118609807 + 141387521,"Schnitzler, Arthur (Verfasser) + Neymeyr, Barbara (Herausgeber)",118609807,"Schnitzler, Arthur ",830 Deutsche Literatur + B Belletristik
1140944231,"Sophokles, Antigone / von Theodor Pelster",UB 15348,2017.0,128451661,"Pelster, Theodor (Verfasser)",128451661,"Pelster, Theodor ",S Schulbücher
1144304199,Sieben Legenden / Gottfried Keller,UB 6186,2017.0,11856109X,"Keller, Gottfried (Verfasser)",11856109X,"Keller, Gottfried ",830 Deutsche Literatur + B Belletristik
1120521203,"Sieben gegen Theben / Aischylos ; Übersetzung, Anmerkungen und Nachwort von Horst-Dieter Blume",UB 19434,2017.0,118500856 + 12056226X,"Aeschylus (Verfasser) + Blume, Horst-Dieter (Übersetzer, Herausgeber)",118500856,Aeschylus ,880 Griechische Literatur + B Belletristik
113110871X,Schuld und Sühne : Roman / Fjodor Dostojewskij ; übersetzt von Hermann Röhl ; Nachwort von Birgit Harreß,UB 2481,2017.0,118527053 + 116581808,"Dostoevskij, Fëdor Michajlovič (Verfasser) + Röhl, Hermann (Übersetzer)",118527053,"Dostoevskij, Fëdor Michajlovič ",891.8 Slawische Literatur + B Belletristik
1139907301,Schüler gestalten Cover,UB 19516,2017.0,,,,,"740 Grafik, angewandte Kunst"
1120523184,Schriften zur Bildung / Wilhelm von Humboldt ; herausgegeben von Gerhard Lauer,UB 19456,2017.0,118554727 + 132891778,"Humboldt, Wilhelm von (Verfasser) + Lauer, Gerhard (Herausgeber)",118554727,"Humboldt, Wilhelm von ","370 Erziehung, Schul- und Bildungswesen"
113172903X,Schlafes Bruder : Roman / Robert Schneider ; mit einem Nachwort von Rainer Moritz,UB 11120,2017.0,119279487,"Schneider, Robert (Verfasser) + Moritz, Rainer (Verfasser eines Nachworts)",119279487,"Schneider, Robert ",830 Deutsche Literatur + B Belletristik
1149855940,"Scherz, Satire, Ironie und tiefere Bedeutung : ein Lustspiel in drei Aufzügen / Christian Dietrich Grabbe ; Nachwort und Anmerkungen von Alfred Bergmann",UB 397,2017.0,118541102,"Grabbe, Christian Dietrich (Verfasser)",118541102,"Grabbe, Christian Dietrich ",830 Deutsche Literatur + B Belletristik
