DNB_dataset,title,UB,year,GND_person,person,GND_author,author,sachgruppen
930007980,Die Stühle / [übertr. von Jaqueline und Ulrich Seelmann-Eggebert]Der neue Mieter / [Übertr. von Lore Kornell]. 2 Theaterstücke / Eugène Ionesco. Mit e. Nachw. von Marianne Kesting,UB 8656,1992.0,118555707,"Ionesco, Eugène (Verfasser)",118555707,"Ionesco, Eugène ",59 Belletristik
920635482,Die Stadt als Gabentisch : Beobachtungen der aktuellen Städtebauentwicklung ; [Beobachtungen zwischen Manhattan und Berlin-Marzahn] / hrsg. von Hans G. Helms,UB 1418,1992.0,122357620,"Helms, Hans G. (Herausgeber)",,,"44 Umweltschutz, Raumordnung, Landschaftsgestaltung + 45 Architektur"
920438784,Die schwarze Spinne : Erzählung / Jeremias Gotthelf. Mit einem Nachw. von Konrad Nussbächer,UB 6489,1992.0,118540963,"Gotthelf, Jeremias (Verfasser)",118540963,"Gotthelf, Jeremias ",59 Belletristik
930152492,Die Schrecken des Jahres Eintausend : Kritik an einer Legende / José Ortega y Gasset. [Aus dem Span. übers. von Ulrich Kunzmann. Hrsg. und mit einem Kommentar von Steffen Dietzsch],UB 1448,1992.0,118590308,"Ortega y Gasset, José (Verfasser)",118590308,"Ortega y Gasset, José ",63 Geschichte und Historische Hilfswissenschaften + 10 Philosophie
921396368,Die Schmähschrift oder Königin gegen Defoe : erzählt nach den Aufzeichnungen eines gewissen Josiah Creech ; [vom Autor besorgte Übersetzung ; aus dem Englischen] / von Stefan Heym,UB 588,1992.0,118550691,"Heym, Stefan (Verfasser)",118550691,"Heym, Stefan ",59 Belletristik + 52 Englische Sprach- und Literaturwissenschaft + 63 Geschichte und Historische Hilfswissenschaften
930244281,Die Saga von Gisli Sursson / aus dem Altisländ. übertr. und erl. von Franz B. Seewald,UB 9836,1992.0,12547170X,"Seewald, Franz B. (Übersetzer)",,,59 Belletristik
921529554,Die Sache des Sokrates / Ekkehard Martens,UB 8823,1992.0,120534819,"Martens, Ekkehard (Verfasser)",120534819,"Martens, Ekkehard ",10 Philosophie
921128347,Die Regentrude und andere Märchen : mit einem Nachwort / Theodor Storm,UB 7668,1992.0,118618725,"Storm, Theodor (Verfasser)",118618725,"Storm, Theodor ",830 Deutsche Literatur + B Belletristik
930107926,Die Räuber : ein Schauspiel / Friedrich Schiller. Anm. von Christian Grawe,UB 15,1992.0,118607626,"Schiller, Friedrich (Verfasser)",118607626,"Schiller, Friedrich ",59 Belletristik
921198426,"Die Präraffaeliten : Dichtung, Malerei, Ästhetik, Rezeption / hrsg. und übers. von Gisela Hönnighausen",UB 10381,1992.0,,"Hönnighausen, Gisela (Herausgeber)",,,59 Belletristik + 46 Bildende Kunst + 52 Englische Sprach- und Literaturwissenschaft
920441998,Die Pietisterey im Fischbein-Rocke : Komödie / Luise Adelgunde Victorie Gottsched. Hrsg. von Wolfgang Martens,UB 8579,1992.0,118696734 + 118847023,"Gottsched, Luise Adelgunde Victorie (Verfasser) + Martens, Wolfgang (Herausgeber)",118696734,"Gottsched, Luise Adelgunde Victorie ",59 Belletristik
920773478,Die Orestie / Aischylos. Dt. von Emil Staiger. Mit einem Nachw. des Übers.,UB 508,1992.0,118500856 + 118752588,"Aeschylus (Verfasser) + Staiger, Emil (Übersetzer)",118500856,Aeschylus ,59 Belletristik
920600360,Die Nibelungen : ein deutsches Trauerspiel in drei Abteilungen / Friedrich Hebbel,UB 3171,1992.0,118547445,"Hebbel, Friedrich (Verfasser)",118547445,"Hebbel, Friedrich ",59 Belletristik
921104154,Die Moderne - ein unvollendetes Projekt : philosophisch-politische Aufsätze 1977 - 1992 / Jürgen Habermas,UB 1382,1992.0,118544209,"Habermas, Jürgen (Verfasser)",118544209,"Habermas, Jürgen ",01 Wissenschaft und Kultur allgemein + 10 Philosophie + 16 Politik
920439926,Die Leiden des jungen Werther / Johann Wolfgang Goethe. Nachw. von Ernst Beutler,UB 67,1992.0,118540238,"Goethe, Johann Wolfgang von (Verfasser)",118540238,"Goethe, Johann Wolfgang von ",59 Belletristik
920856918,Die Kindermörderin : ein Trauerspiel ; im Anhang: Auszüge aus der Bearbeitung von K. G. Lessing (1777) und der Umarbeitung von H. L. Wagner (1779) sowie Dokumente zur Wirkungsgeschichte / Heinrich Leopold Wagner. Hrsg. von Jörg-Ulrich Fechner,UB 5698,1992.0,11862833X,"Wagner, Heinrich Leopold (Verfasser)",11862833X,"Wagner, Heinrich Leopold ",59 Belletristik
920856519,Die kahle Sängerin : Anti-Stück / Eugène Ionesco. Aus dem Franz. übers. von Serge Stauffer. Nachw. von Hanspeter Plocher,UB 8370,1992.0,118555707,"Ionesco, Eugène (Verfasser)",118555707,"Ionesco, Eugène ",59 Belletristik
920856969,Die Jungfrau von Orleans : eine romantische Tragödie ; mit einem Nachwort / Friedrich Schiller,UB 47,1992.0,118607626,"Schiller, Friedrich (Verfasser)",118607626,"Schiller, Friedrich ",59 Belletristik
920599494,Die Jüdin von Toledo : historisches Trauerspiel in fünf Aufzügen / Franz Grillparzer. Mit einem Nachw. von Wolfgang Paulsen,UB 4394,1992.0,118542192,"Grillparzer, Franz (Verfasser)",118542192,"Grillparzer, Franz ",59 Belletristik
930025989,Die Judenbuche : ein Sittengemälde aus dem gebirgichten Westfalen / Annette von Droste-Hülshoff. Anmerkungen von Walter Huge,UB 1858,1992.0,118527533,"Droste-Hülshoff, Annette von (Verfasser)",118527533,"Droste-Hülshoff, Annette von ",59 Belletristik
930107101,Die Hochzeit des Figaro : komische Oper in vier Aufzügen = Le nozze di figaro / Wolfgang Amadeus Mozart. Ital. Orig.-Text von Lorenzo DaPonte. In neuer dt. Bearb. nach der Überlieferung und dem Urtext von Georg Schünemann und Kurt Soldan. Hrsg. und eingeleitet von Wilhelm Zentner,UB 2655,1992.0,118584596 + 117132926 + 118678841 + 118584596,"Mozart, Wolfgang Amadeus (Verfasser) + Schünemann, Georg (Mitwirkender)",118584596,"Mozart, Wolfgang Amadeus ","49 Theater, Tanz, Film + 59 Belletristik"
920934536,Die göttliche Komödie : Auswahl / Dante Alighieri. Unter Verwendung der Übers. von Hermann Gmelin hrsg. von Heinrich Naumann,UB 9813,1992.0,118523708,"Dante, Alighieri (Verfasser) + Naumann, Heinrich (Herausgeber)",118523708,"Dante, Alighieri ",59 Belletristik
921287577,Die Geschichte von dem kleinen MuckDer Zwerg Nase. Märchen / Wilhelm Hauff. Mit einem Nachw. von Erwin Ackerknecht,UB 7702,1992.0,118546864,"Hauff, Wilhelm (Verfasser)",118546864,"Hauff, Wilhelm ",59 Belletristik
921198477,Die ganze Welt : Geschichten aus der Universal-Bibliothek / hrsg. von Albert Haueis und Stephan Koranyi. Mit einem Geleitw. von von Dietrich Bode,UB 8836,1992.0,116522011,"Haueis, Albert (Herausgeber)",,,59 Belletristik
930143469,Die Friedensfrau : ein Lesebuch / Walter Jens. [Hrsg. von Klaus Pankow],UB 1300,1992.0,118557327 + 11602271X,"Jens, Walter (Verfasser) + Pankow, Klaus (Herausgeber)",118557327,"Jens, Walter ",53 Deutsche Sprach- und Literaturwissenschaft
921332378,Die Frau von dreissig Jahren / Honoré de Balzac. Übers. von Konrad Harrer. Nachw. von Dirk Hoeges,UB 1963,1992.0,118506358,"Balzac, Honoré de (Verfasser) + Harrer, Konrad (Übersetzer)",118506358,"Balzac, Honoré de ",59 Belletristik
930244249,Die Familie Selicke : Drama in drei Aufzügen / Arno Holz und Johannes Schlaf. Mit einem Nachw. von Fritz Martini,UB 8987,1992.0,118553216 + 118607871,"Holz, Arno (Verfasser) + Schlaf, Johannes (Verfasser)",118553216 + 118607871,"Holz, Arno  + Schlaf, Johannes ",59 Belletristik
930260988,"Die Entführung aus dem Serail : Oper in drei Aufzügen ; vollständiges Buch ; im Anhang: Mozart über seine ""Entführung aus dem Serail"" / Wolfgang Amadeus Mozart. Text von Chr. F. Bretzner in der Bearb. von J. G. Stephanie d.J. Eingeleitet und hrsg. von Wilhelm Zentner",UB 2667,1992.0,118584596 + 119545799,"Mozart, Wolfgang Amadeus (Verfasser)",118584596,"Mozart, Wolfgang Amadeus ","49 Theater, Tanz, Film + 48 Musik"
921518439,Die Entdeckung deutscher Mentalität : Essays / Robert Minder. [Hrsg. von Manfred Beyer],UB 1438,1992.0,118734024,"Minder, Robert (Verfasser) + Beyer, Manfred (Herausgeber)",118734024,"Minder, Robert ",53 Deutsche Sprach- und Literaturwissenschaft
920982530,"Die Elixiere des Teufels : nachgelassene Papiere des Bruders Medardus, eines Kapuziners / E. T. A. Hoffmann. Hrsg. von Wolfgang Nehring",UB 192,1992.0,118552465,"Hoffmann, E. T. A. (Verfasser)",118552465,"Hoffmann, E. T. A. ",59 Belletristik
920442005,Die ehrbare Dirne / Jean-Paul Sartre. Aus dem Franz. übertr. von Ettore Cella. Mit einem Nachw. von Charlotte Bennecke,UB 9325,1992.0,11860564X,"Sartre, Jean-Paul (Verfasser)",11860564X,"Sartre, Jean-Paul ",59 Belletristik
920964311,"Die deutsche LiteraturTeil: Bd. 16., Gegenwart / hrsg. von Gerhard R. Kaiser",UB 9661,1992.0,122677153,"Kaiser, Gerhard R. (Herausgeber)",,,
920766625,"Die deutsche LiteraturTeil: Bd. 14., Expressionismus und Dadaismus / hrsg. von Otto F. Best",UB 9653,1992.0,,,,,
920312705,"Die deutsche LiteraturTeil: Bd. 11., Bürgerlicher Realismus / hrsg. von Andreas Huyssen",UB 9641,1992.0,142720607,"Huyssen, Andreas (Herausgeber)",,,
930260708,"Die deutsche LiteraturTeil: Bd. 9., Romantik. - 2. Hrsg. von Hans-Jürgen Schmitt",UB 9633,1992.0,106265156,"Schmitt, Hans-Jürgen (Herausgeber)",,,
930226984,"Die deutsche LiteraturTeil: Bd. 7., Klassik / hrsg. von Gabriele Wirsich-Irwin",UB 9625,1992.0,,"Wirsich-Irwin, Gabriele (Herausgeber)",,,
930275926,Herodotus: Die Bücher der GeschichteTeil: 7/9.,UB 2206,1992.0,,,,,
920609678,Herodotus: Die Bücher der GeschichteTeil: 1 - 4.,UB 2200,1992.0,,,,,
921120176,Die Blumen des Bösen / Charles Baudelaire. Übers. von Monika Fahrenbach-Wachendorff. Nachw. von Hartmut Köhler,UB 5076,1992.0,118507184 + 12372192X,"Baudelaire, Charles (Verfasser) + Fahrenbach-Wachendorff, Monika (Herausgeber)",118507184,"Baudelaire, Charles ",840 Französische Literatur + B Belletristik
920303625,Die Berliner Antigone : Erzählungen und Gedichte / Rolf Hochhuth. Nachw. von Helmut Kreuzer,UB 8346,1992.0,118551736,"Hochhuth, Rolf (Verfasser)",118551736,"Hochhuth, Rolf ",59 Belletristik
921127650,Die arme Lisa : russisch/deutsch / Nikolaj Karamsin. Hrsg. von Martin Schneider. Übers. von Martin und Monika Schneider,UB 7861,1992.0,118640089,"Karamzin, Nikolaj Michajlovič (Verfasser)",118640089,"Karamzin, Nikolaj Michajlovič ",59 Belletristik
930407768,"Die alte Lust, sich aufzubäumen : Lesebuch / Bernd Jentzsch",UB 1452,1992.0,117105198,"Jentzsch, Bernd (Verfasser)",117105198,"Jentzsch, Bernd ",59 Belletristik + 53 Deutsche Sprach- und Literaturwissenschaft
921195133,Dichter-Porträts : Bilder und Daten / [zsgest. von Gunter Grimm ...],UB 8835,1992.0,118183419,"Grimm, Gunter E. (Herausgeber)",,,53 Deutsche Sprach- und Literaturwissenschaft
920827276,[Doktor Faust] D. FaustDie Matrone von Ephesus. Fragmente / Gotthold Ephraim Lessing. Hrsg. von Karl S. Guthke,UB 6719,1992.0,118572121 + 116932562,"Lessing, Gotthold Ephraim (Verfasser) + Guthke, Karl Siegfried (Herausgeber)",118572121,"Lessing, Gotthold Ephraim ",59 Belletristik
930227913,Deutsche Sprachgeschichte : für die Sekundarstufe / hrsg. von Gerhart Wolff,UB 9582,1992.0,,,,,23 Schulbücher
920877605,Deutsche LiteraturTeil: 1991,UB 8408,1992.0,,,,,
943468825,"Deutsche KurzgeschichtenTeil: 2. / Schuljahr 7/8., Für die Sekundarstufe I / hrsg. von Günter Lange",UB 15008,1992.0,,,,,
930227921,"Deutsche KurzgeschichtenTeil: [1]. / Schuljahr 7/8., Für die Sekundarstufe I",UB 9506,1992.0,,,,,
920439209,Deutsche Gegenwartslyrik : eine poetologische Einführung ; für die Sekundarstufe / von Hans-Joachim Willberg,UB 15010,1992.0,,,,,23 Schulbücher
930243684,"Deutsche DichterTeil: Bd. 4., Sturm und Drang, Klassik",UB 8614,1992.0,,,,,
930261321,Deutsche Balladen / hrsg. von Hartmut Laufhütte,UB 8501,1992.0,119493004,"Laufhütte, Hartmut (Herausgeber)",,,830 Deutsche Literatur + B Belletristik
930108078,Deutsche Aphorismen / hrsg. von Gerhard Fieguth,UB 9889,1992.0,109046102,"Fieguth, Gerhard (Herausgeber)",,,01 Wissenschaft und Kultur allgemein + 59 Belletristik + 10 Philosophie
920766919,Detektivgeschichten für Kinder : für die Sekundarstufe I / hrsg. von Peter Hasubek,UB 9556,1992.0,107106094,"Hasubek, Peter (Herausgeber)",,,23 Schulbücher
921461887,Der zerbrochne Krug : ein Lustspiel / Heinrich von Kleist,UB 91,1992.0,118563076,"Kleist, Heinrich von (Verfasser)",118563076,"Kleist, Heinrich von ",59 Belletristik
920780547,Der Zauberkasten : alte und neue Geschichten für Kinder / hrsg. von Heinz-Jürgen Kliewer und Ursula Kliewer,UB 40014,1992.0,120822288,"Kliewer, Heinz-Jürgen (Herausgeber)",,,07 Kinder- und Jugendliteratur
930107993,Der Verschwender : Original-Zaubermärchen in drei Aufzügen / Ferdinand Raimund. Mit einem Nachw. von Wilhelm Zentner,UB 49,1992.0,118597914,"Raimund, Ferdinand (Verfasser)",118597914,"Raimund, Ferdinand ",59 Belletristik
921541783,"Der verbotene Blick : Beobachtungen, Analysen, Kritiken / Siegfried Kracauer. [Hrsg. von Johanna Rosenberg]",UB 1437,1992.0,118565877,"Kracauer, Siegfried (Verfasser) + Rosenberg, Johanna (Herausgeber)",118565877,"Kracauer, Siegfried ","01 Wissenschaft und Kultur allgemein + 49 Theater, Tanz, Film"
930249852,Der Ursprung des Kunstwerkes / Martin Heidegger. Mit einer Einf. von Hans-Georg Gadamer,UB 8446,1992.0,118547798,"Heidegger, Martin (Verfasser)",118547798,"Heidegger, Martin ",10 Philosophie + 01 Wissenschaft und Kultur allgemein
920371566,Der Tod des Iwan Iljitsch : Erzählung / Leo Tolstoi. Übers. von Johannes von Guenther. Nachw. von Konrad Fuhrmann,UB 8980,1992.0,11864291X + 11869894X,"Tolstoj, Lev Nikolaevič (Verfasser) + Guenther, Johannes von (Übersetzer)",11864291X,"Tolstoj, Lev Nikolaevič ",891.8 Slawische Literatur + B Belletristik
930240367,Der Tod des BeamtenDer Dicke und der Dünne [u.a.]. Russisch/deutsch / Anton Tschechow. Hrsg. von Martin Schneider. Übers. von Kay Borowsky und Martin Schneider,UB 5308,1992.0,118638289,"Čechov, Anton Pavlovič (Verfasser) + Schneider, Martin (Herausgeber)",118638289,"Čechov, Anton Pavlovič ",59 Belletristik
930108183,Der Tartuffe oder der Betrüger : Komödie in fünf Aufzügen / Molière. Übers. von Monika Fahrenbach-Wachendorff. Nachw. von Hartmut Köhler,UB 74,1992.0,11858331X + 12372192X,"Molière (Verfasser) + Fahrenbach-Wachendorff, Monika (Übersetzer)",11858331X,Molière ,59 Belletristik
921539363,Der Streit der Fakultäten / Immanuel Kant. [Hrsg. und mit einem Nachw. von Steffen Dietzsch],UB 1049,1992.0,118559796,"Kant, Immanuel (Verfasser)",118559796,"Kant, Immanuel ","10 Philosophie + 22 Erziehung, Bildung, Unterricht"
930270649,Der Spieler : aus den Aufzeichnungen eines jungen Mannes / Fjodor Dostojewskij. Übers. und hrsg. von Elisabeth Markstein,UB 2128,1992.0,118527053 + 136644155,"Dostoevskij, Fëdor Michajlovič (Verfasser) + Markstein, Elisabeth (Herausgeber)",118527053,"Dostoevskij, Fëdor Michajlovič ",59 Belletristik
930243897,Der Schuss von der Kanzel : Novelle / Conrad Ferdinand Meyer,UB 6944,1992.0,118581775,"Meyer, Conrad Ferdinand (Verfasser)",118581775,"Meyer, Conrad Ferdinand ",59 Belletristik
930107861,Der Schimmelreiter : Novelle / Theodor Storm. Mit einem Nachw. von Wolfgang Heybey,UB 6015,1992.0,118618725,"Storm, Theodor (Verfasser)",118618725,"Storm, Theodor ",59 Belletristik
930189132,"König, Ingemar: Der römische StaatTeil: Teil 1., Die Republik",UB 8834,1992.0,,,,,
920749046,Der Richter von Zalamea : Schauspiel in drei Akten / Calderón de la Barca. Neue Nachdichtung von Eugen Gürster,UB 1425,1992.0,118518399,"Calderón de la Barca, Pedro (Verfasser)",118518399,"Calderón de la Barca, Pedro ",59 Belletristik
920444830,Der Revisor : Komödie in 5 Aufzügen / Nikolaj Gogol. Aus dem Russ. übertr. von Johannes von Guenther,UB 837,1992.0,118540424 + 11869894X,"Gogolʹ, Nikolaj Vasilʹevič (Verfasser) + Guenther, Johannes von (Übersetzer)",118540424,"Gogolʹ, Nikolaj Vasilʹevič ",59 Belletristik
920444849,Der Posthalter : die Erzählungen Bjelkins / Alexander Puschkin. Aus dem Russ. übertr. von Johannes von Guenther,UB 7469,1992.0,118641816 + 11869894X,"Puškin, Aleksandr Sergeevič (Verfasser) + Guenther, Johannes von (Übersetzer)",118641816,"Puškin, Aleksandr Sergeevič ",59 Belletristik
920915485,Der Milizionär und die Anderen : Gedichte und Alphabete ; [aus dem Russischen] / Dmitri Prigow. Nachdichtungen von Günter Hirt und Sascha Wonders. [Hrsg. und mit einem Nachw. vers. von Günter Hirt und Sascha Wonders. Mit fünf Graphiken des Autors und einer Installation],UB 1421,1992.0,119381478,"Prigov, Dmitrij Aleksandrovič (Verfasser)",119381478,"Prigov, Dmitrij Aleksandrovič ",59 Belletristik
920599451,Der Menschenfeind : Komödie in 5 Aufzügen / Molière. Dt. von Arthur Luther,UB 394,1992.0,11858331X + 117320943,"Molière (Verfasser) + Luther, Arthur (Übersetzer)",11858331X,Molière ,59 Belletristik
921321368,Der Mensch : ein politisches Tier? ; Essays zur politischen Anthropologie / hrsg. von Otfried Höffe,UB 8825,1992.0,119155052,"Höffe, Otfried (Herausgeber)",,,10 Philosophie + 16 Politik
921104197,Der Mann mit den Messern : Erzählungen ; mit einem autobiographischen Nachwort / Heinrich Böll,UB 8287,1992.0,118512676,"Böll, Heinrich (Verfasser)",118512676,"Böll, Heinrich ",59 Belletristik
921189885,Der gleichgültige Zuschauer : Erzählungen / Richard Weiner. [Aus dem Tschech. von Karl-Heinz Jähn ... Mit einem Nachw. hrsg. von Wolfgang Spitzbardt],UB 1429,1992.0,119168324,"Weiner, Richard (Verfasser) + Spitzbardt, Wolfgang (Herausgeber)",119168324,"Weiner, Richard ",59 Belletristik
920439861,"Der gestiefelte Kater : Kindermärchen in 3 Akten ; mit Zwischenspielen, einem Prologe und Epiloge / Ludwig Tieck. Hrsg. von Helmut Kreuzer",UB 8916,1992.0,12989432X,"Tieck, Ludwig (Verfasser)",12989432X,"Tieck, Ludwig ",830 Deutsche Literatur + B Belletristik
930276043,Der gefesselte Prometheus / Aischylos. Übers. und Nachw. von Walther Kraus,UB 988,1992.0,118500856 + 118715682,"Aeschylus (Verfasser) + Kraus, Walther (Übersetzer)",118500856,Aeschylus ,59 Belletristik
920934552,Der Gallische Krieg / Gaius Iulius Caesar. Übers. und hrsg. von Marieluise Deissmann,UB 1012,1992.0,118518275 + 1059555670,"Caesar, Gaius Iulius (Verfasser) + Deißmann-Merten, Marieluise (Herausgeber)",118518275,"Caesar, Gaius Iulius ",63 Geschichte und Historische Hilfswissenschaften + 21 Militär
920749380,Der Freischütz : romantische Oper in drei Aufzügen ; vollständiges Buch / Carl Maria von Weber. Dichtung von Friedrich Kind. Mit einer Einl. neu hrsg. von Wilhelm Zentner,UB 2530,1992.0,118629662 + 118885235,"Weber, Carl Maria von (Verfasser)",118629662,"Weber, Carl Maria von ","49 Theater, Tanz, Film + 59 Belletristik"
930107276,Der fliegende Holländer : romantische Oper in drei Aufzügen / Richard Wagner. Hrsg. und eingeleitet von Wilhelm Zentner,UB 5635,1992.0,118594117,"Wagner, Richard (Verfasser)",118594117,"Wagner, Richard ","49 Theater, Tanz, Film + 59 Belletristik"
921196482,Der Fall Remarque : im Westen nichts Neues ; eine Dokumentation / hrsg. von Bärbel Schrader,UB 1433,1992.0,1145526578,"Schrader, Bärbel (Herausgeber)",,,"53 Deutsche Sprach- und Literaturwissenschaft + 49 Theater, Tanz, Film"
921435312,Der eingebildete Kranke : Komödie in 3 Aufzügen / Molière. Übers. und Nachw. von Doris Distelmaier-Haas,UB 1177,1992.0,11858331X + 120016842,"Molière (Verfasser) + Distelmaier-Haas, Doris (Übersetzer)",11858331X,Molière ,59 Belletristik
930136780,Der Diener zweier Herren : Komödie / Carlo Goldoni. Nach der dt. Bearb. von Friedrich Ludwig Schröder neu durchges. und mit einem Nachw. von Otto C. A. ZurNedden,UB 463,1992.0,118540505 + 118637428,"Goldoni, Carlo (Verfasser) + Zur Nedden, Otto C. A. (Mitwirkender)",118540505,"Goldoni, Carlo ",59 Belletristik
930136772,Der böse Geist Lumpazivagabundus oder das liederliche Kleeblatt : Zauberposse mit Gesang in drei Akten / Johann Nestroy. Mit einem Nachw. von Wilhelm Zentner,UB 3025,1992.0,118587080,"Nestroy, Johann (Verfasser)",118587080,"Nestroy, Johann ",59 Belletristik
920440401,Der blonde EckbertDer Runenberg [u.a.]. Märchen / Ludwig Tieck. Mit e. Nachw. von Konrad Nussbächer,UB 7732,1992.0,12989432X,"Tieck, Ludwig (Verfasser)",12989432X,"Tieck, Ludwig ",59 Belletristik
930260155,Der Begriff des Geistes / Gilbert Ryle. Aus dem Engl. übers. von Kurt Baier. [Die dt. Übers. wurde von Günther Patzig und Ulrich Steinvorth überarb.],UB 8331,1992.0,118793845,"Ryle, Gilbert (Verfasser)",118793845,"Ryle, Gilbert ",10 Philosophie + 11 Psychologie + 51 Allgemeine und Vergleichende Sprach- und Literaturwissenschaft
921257376,Der Begriff Angst / Søren Kierkegaard. Aus dem Dänischen übers. von Gisela Perlet. Mit einem Nachw. hrsg. von Uta Eichler,UB 8792,1992.0,118562002 + 107945088,"Kierkegaard, Søren (Verfasser) + Perlet, Gisela (Übersetzer)",118562002,"Kierkegaard, Søren ",10 Philosophie + 11 Psychologie + 12 Christliche Religion
920749321,"Der Barbier von Sevilla : komische Oper in zwei Aufzügen ; vollständiges Buch / Gioacchino Rossini. Dichtung nach Beaumarchais von Cesare Sterbini. Übers. der Gesangstexte nach Ignaz Kollmann, der Secco-Rezitative von Otto Neitzel. Eingeleitet, rev. und hrsg. von Wilhelm Zentner",UB 2937,1992.0,118602985 + 118602985 + 131661795,"Rossini, Gioachino (Verfasser)",118602985,"Rossini, Gioachino ","49 Theater, Tanz, Film + 59 Belletristik"
920749062,Der arme Vetter : Drama / Ernst Barlach. Nachw. von Walter Muschg,UB 8218,1992.0,118506617,"Barlach, Ernst (Verfasser)",118506617,"Barlach, Ernst ",59 Belletristik
920859178,Der arme Spielmann : Erzählung / Franz Grillparzer. Nachw. von Helmut Bachmaier,UB 4430,1992.0,118542192,"Grillparzer, Franz (Verfasser)",118542192,"Grillparzer, Franz ",59 Belletristik
930443535,"De re coquinaria : lateinisch/deutsch = Über die Kochkunst / Marcus Gavius Apicius. Hrsg., übers. und kommentiert von Robert Maier",UB 8710,1992.0,119024667 + 137823754,"Apicius (Verfasser) + Maier, Robert (Herausgeber)",119024667,Apicius ,"40 Hauswirtschaft, Kochen, Hotel- und Gaststättengewerbe + 56 Klassische Sprach- und Literaturwissenschaft"
930323963,"De officiis : lateinisch und deutsch = Vom pflichtgemässen Handeln / Marcus Tullius Cicero. Übers., kommentiert und hrsg. von Heinz Gunermann",UB 1889,1992.0,118520814,"Cicero, Marcus Tullius (Verfasser) + Gunermann, Heinz (Herausgeber)",118520814,"Cicero, Marcus Tullius ",10 Philosophie + 56 Klassische Sprach- und Literaturwissenschaft
930276019,De clementia : lateinisch/deutsch = Über die Güte / L. Annaeus Seneca. Übers. und hrsg. von Karl Büchner,UB 8385,1992.0,118613200 + 118664492,"Seneca, Lucius Annaeus, Philosophus (Verfasser) + Büchner, Karl (Herausgeber)",118613200,"Seneca, Lucius Annaeus, Philosophus ",10 Philosophie + 63 Geschichte und Historische Hilfswissenschaften
930405420,De bello Gallico : lateinisch/deutsch = Der gallische Krieg / Gaius Iulius Caesar. Übers. und hrsg. von Marieluise Deissmann,UB 9960,1992.0,118518275 + 1059555670,"Caesar, Gaius Iulius (Verfasser) + Deißmann-Merten, Marieluise (Übersetzer)",118518275,"Caesar, Gaius Iulius ",63 Geschichte und Historische Hilfswissenschaften + 21 Militär
930225236,Das Spiel von Liebe und Zufall : Komödie in drei Akten / Pierre Carlet de Chamblain de Marivaux. Übers. von Gerda Scheffel. Nachw. von Ivan Nagel,UB 8604,1992.0,118577972,"Marivaux, Pierre Carlet de Chamblain de (Verfasser)",118577972,"Marivaux, Pierre Carlet de Chamblain de ",59 Belletristik
930106377,Das Schiff Esperanza : Hörspiel / Fred von Hoerschelmann. Mit einem Nachw. von Heinz Schwitzke,UB 8762,1992.0,122841506,"Hoerschelmann, Fred von (Verfasser)",122841506,"Hoerschelmann, Fred von ",59 Belletristik
921131127,Das Rollwagenbuechlin : Text nach der Ausgabe von Johannes Bolte / Georg Wickram. Nachw. von Elisabeth Endres,UB 1346,1992.0,118632272,"Wickram, Jörg (Verfasser)",118632272,"Wickram, Jörg ",59 Belletristik
920967043,"Das Rheingold : Vorabend zu dem Bühnenfestspiel ""Der Ring des Nibelungen"" ; Wortlaut der Partitur / Richard Wagner. Hrsg. und eingeleitet von Wilhelm Zentner",UB 5641,1992.0,118594117,"Wagner, Richard (Verfasser)",118594117,"Wagner, Richard ","49 Theater, Tanz, Film + 59 Belletristik + 48 Musik"
920778216,Das Nibelungenlied / übers. von Felix Genzmer. Anm. und Nachw. von Bernhard Sowinski,UB 642,1992.0,118716875,"Genzmer, Felix (Übersetzer)",,,59 Belletristik
930108205,Das MarmorbildDas Schloss Dürande. Novellen / Joseph von Eichendorff,UB 2365,1992.0,118529390,"Eichendorff, Joseph von (Verfasser)",118529390,"Eichendorff, Joseph von ",830 Deutsche Literatur + B Belletristik
921564074,Das Majorat : Erzählung / E. T. A. Hoffmann,UB 32,1992.0,118552465,"Hoffmann, E. T. A. (Verfasser)",118552465,"Hoffmann, E. T. A. ",59 Belletristik
930623517,Das Lob der Torheit = Encomium moriae / Erasmus von Rotterdam. Übers. u. hrsg. von Anton J. Gail,UB 1907,1992.0,118530666 + 116338075,"Erasmus, Desiderius (Verfasser) + Gail, Anton J. (Herausgeber)",118530666,"Erasmus, Desiderius ",10 Philosophie + 12 Christliche Religion
920749224,Das Kloster bei Sendomir : Erzählung / Franz Grillparzer. Mit einem Nachw. von Karl Pörnbacher,UB 8761,1992.0,118542192,"Grillparzer, Franz (Verfasser)",118542192,"Grillparzer, Franz ",59 Belletristik
930225562,Das Käthchen von Heilbronn oder die Feuerprobe : ein grosses historisches Ritterschauspiel / Heinrich von Kleist,UB 40,1992.0,118563076 + 121691764,"Kleist, Heinrich von (Verfasser) + Grathoff, Dirk (Mitwirkender)",118563076,"Kleist, Heinrich von ",59 Belletristik
921287623,Das junge Deutschland : Texte und Dokumente / hrsg. von Jost Hermand,UB 8703,1992.0,119335514,"Hermand, Jost (Herausgeber)",,,53 Deutsche Sprach- und Literaturwissenschaft + 59 Belletristik
921268742,Das Gold von Caxamalca : Erzählung / Jakob Wassermann,UB 6900,1992.0,118629387,"Wassermann, Jakob (Verfasser)",118629387,"Wassermann, Jakob ",59 Belletristik
