GND,Reclam_Autor,Reclam_tokens_Summe,Reclam_types_Summe,Reclam_UBs
https://d-nb.info/gnd/11861794X,"Sterne, Laurence ",1.0,1.0,UB 18711
https://d-nb.info/gnd/118753711,"Stevenson, Robert Louis ",6.0,6.0,UB 20009 + UB 6649 + UB 19251 + UB 11121 + UB 19455 + UB 14425
https://d-nb.info/gnd/118618156,"Stifter, Adalbert ",16.0,12.0,UB 9932 + UB 3912 + UB 3911 + UB 18352 + UB 7963 + UB 18505 + UB 3861 + UB 4195 + UB 3911 + UB 3913 + UB 7602 + UB 3861 + UB 3912 + UB 18352 + UB 8990 + UB 14563
https://d-nb.info/gnd/118618725,"Storm, Theodor ",21.0,15.0,UB 6015 + UB 6013 + UB 6007 + UB 6014 + UB 6035 + UB 6144 + UB 6035 + UB 6080 + UB 6014 + UB 7668 + UB 6007 + UB 6013 + UB 6015 + UB 19203 + UB 6144 + UB 14003 + UB 14212 + UB 18867 + UB 14327 + UB 14316 + UB 14339
https://d-nb.info/gnd/11861911X,"Strauss, Richard  + Hofmannsthal, Hugo von ",2.0,1.0,UB 18353 + UB 18353
https://d-nb.info/gnd/118619314,"Strindberg, August ",5.0,4.0,UB 18266 + UB 2489 + UB 18910 + UB 18266 + UB 18915
https://d-nb.info/gnd/118619853,"Sudermann, Hermann ",1.0,1.0,UB 7825
https://d-nb.info/gnd/118620312,"Synge, J. M. ",1.0,1.0,UB 9211
https://d-nb.info/gnd/119022060,"Tabucchi, Antonio ",1.0,1.0,UB 19859
https://d-nb.info/gnd/119247224,"Tamaro, Susanna ",1.0,1.0,UB 19730
https://d-nb.info/gnd/12233275X,"Taylor, Kathrine Kressmann ",1.0,1.0,UB 9107
https://d-nb.info/gnd/118621335,"Terentius Afer, Publius ",1.0,1.0,UB 9848
https://d-nb.info/gnd/118622072,"Thoma, Ludwig ",2.0,2.0,UB 9951 + UB 19685
https://d-nb.info/gnd/118757261,"Thomas, Dylan ",1.0,1.0,UB 7930
https://d-nb.info/gnd/118622293,"Thoreau, Henry David ",2.0,1.0,UB 19074 + UB 19074
https://d-nb.info/gnd/118757407,"Thurber, James ",1.0,1.0,UB 9232
https://d-nb.info/gnd/118757377,"Thüring, von Ringoltingen ",3.0,1.0,UB 1484 + UB 1484 + UB 1484
https://d-nb.info/gnd/11862251X,"Tibullus, Albius ",3.0,1.0,UB 18131 + UB 18131 + UB 18131
https://d-nb.info/gnd/12989432X,"Tieck, Ludwig ",14.0,9.0,UB 8916 + UB 7732 + UB 18240 + UB 18348 + UB 8715 + UB 18240 + UB 18348 + UB 8916 + UB 7732 + UB 7732 + UB 1925 + UB 19629 + UB 14386 + UB 14332
https://d-nb.info/gnd/118623230,"Toller, Ernst ",4.0,2.0,UB 7950 + UB 18687 + UB 18687 + UB 18687
https://d-nb.info/gnd/11864291X,"Tolstoj, Lev Nikolaevič ",5.0,4.0,UB 8980 + UB 19839 + UB 8980 + UB 3373 + UB 2556
https://d-nb.info/gnd/120871114,"Tomasi di Lampedusa, Giuseppe ",1.0,1.0,UB 19799
https://d-nb.info/gnd/118623575,"Trakl, Georg ",3.0,2.0,UB 18132 + UB 8251 + UB 18132
https://d-nb.info/gnd/119362198,"Traxler, Hans ",1.0,1.0,UB 18547
https://d-nb.info/gnd/118624091,"Trollope, Anthony ",1.0,1.0,UB 19250
https://d-nb.info/gnd/11862444X,"Tucholsky, Kurt ",6.0,5.0,UB 18390 + UB 18392 + UB 18389 + UB 18389 + UB 18391 + UB 18806
https://d-nb.info/gnd/120243520,"Tuckermann, Anja ",1.0,1.0,UB 20030
https://d-nb.info/gnd/118624822,"Twain, Mark ",7.0,7.0,UB 18220 + UB 18878 + UB 19493 + UB 19612 + UB 19688 + UB 14211 + UB 14058
https://d-nb.info/gnd/118625063,"Uhland, Ludwig ",2.0,1.0,UB 3021 + UB 3021
https://d-nb.info/gnd/118625306,"Ulrich, von Lichtenstein ",1.0,1.0,UB 18290
https://d-nb.info/gnd/118625896,"Valentin, Karl ",2.0,2.0,UB 8941 + UB 14349
https://d-nb.info/gnd/118803964,"Vargas Llosa, Mario ",2.0,1.0,UB 19759 + UB 19759
https://d-nb.info/gnd/121145344,"Vargas, Fred ",3.0,1.0,UB 9136 + UB 9136 + UB 9136
https://d-nb.info/gnd/122427335,"Vater, Martin ",1.0,1.0,UB 1714
https://d-nb.info/gnd/118626353,"Vega, Lope de ",1.0,1.0,UB 8884
https://d-nb.info/gnd/118767933,"Venantius, Fortunatus ",1.0,1.0,UB 18559
https://d-nb.info/gnd/118626558,"Verga, Giovanni ",1.0,1.0,UB 2014
https://d-nb.info/gnd/118626574,"Vergilius Maro, Publius ",8.0,7.0,UB 18133 + UB 638 + UB 221 + UB 18918 + UB 19827 + UB 18133 + UB 14303 + UB 14393
https://d-nb.info/gnd/118804219,"Verlaine, Paul ",2.0,2.0,UB 20073 + UB 8479
https://d-nb.info/gnd/137532148,"Vigan, Delphine de ",2.0,1.0,UB 19791 + UB 19791
https://d-nb.info/gnd/11862721X,"Vischer, Friedrich Theodor ",1.0,1.0,UB 6208
https://d-nb.info/gnd/118627813,Voltaire ,4.0,3.0,UB 1725 + UB 9221 + UB 9221 + UB 6549
https://d-nb.info/gnd/119201259,"Vázquez Montalbán, Manuel ",1.0,1.0,UB 9141
https://d-nb.info/gnd/118628097,"Wackenroder, Wilhelm Heinrich  + Tieck, Ludwig ",2.0,1.0,UB 18348 + UB 18348
https://d-nb.info/gnd/11862833X,"Wagner, Heinrich Leopold ",3.0,2.0,UB 5698 + UB 5698 + UB 14330
https://d-nb.info/gnd/122240685,"Wallner, Michael ",2.0,2.0,UB 1715 + UB 20025
https://d-nb.info/gnd/118628860,"Walser, Robert ",2.0,1.0,UB 8851 + UB 8851
https://d-nb.info/gnd/118628976,"Walther, von der Vogelweide ",1.0,1.0,UB 19132
https://d-nb.info/gnd/118629387,"Wassermann, Jakob ",2.0,1.0,UB 6900 + UB 6900
https://d-nb.info/gnd/118765779,"Waugh, Evelyn ",1.0,1.0,UB 9233
https://d-nb.info/gnd/118629867,"Wedekind, Frank ",7.0,4.0,UB 7951 + UB 8578 + UB 7951 + UB 8567 + UB 7951 + UB 7951 + UB 14451
https://d-nb.info/gnd/118630369,"Weise, Christian ",1.0,1.0,UB 9327
https://d-nb.info/gnd/118643266,"Wells, H. G. ",3.0,3.0,UB 9176 + UB 19951 + UB 14429
https://d-nb.info/gnd/118631373,"Werfel, Franz ",1.0,1.0,UB 19166
https://d-nb.info/gnd/118631551,"Werner, der Gärtner ",3.0,3.0,UB 9498 + UB 19013 + UB 18978
https://d-nb.info/gnd/118807153,"Whitman, Walt ",1.0,1.0,UB 4891
https://d-nb.info/gnd/118632477,"Wieland, Christoph Martin ",7.0,5.0,UB 95 + UB 18163 + UB 18932 + UB 95 + UB 19004 + UB 9933 + UB 18163
https://d-nb.info/gnd/118632779,"Wilde, Oscar ",18.0,16.0,UB 18059 + UB 1717 + UB 9098 + UB 9114 + UB 8498 + UB 18568 + UB 18803 + UB 4497 + UB 9187 + UB 8498 + UB 8981 + UB 18568 + UB 5008 + UB 9019 + UB 19388 + UB 8641 + UB 11122 + UB 14422
https://d-nb.info/gnd/107711044,"Wilder, Billy  + Diamond, I. A. L. ",1.0,1.0,UB 19753
https://d-nb.info/gnd/118632795,"Wilder, Billy  + Diamond, I. A. L. ",1.0,1.0,UB 19753
https://d-nb.info/gnd/118632817,"Wilder, Thornton ",1.0,1.0,UB 9168
https://d-nb.info/gnd/118633333,"Williams, Tennessee ",3.0,3.0,UB 9240 + UB 9178 + UB 9039
https://d-nb.info/gnd/118634267,"Wittenwiler, Heinrich ",1.0,1.0,UB 8749
https://d-nb.info/gnd/120402769,"Wohlfart, Günter ",1.0,1.0,UB 9647
https://d-nb.info/gnd/118634674,"Wolf, Friedrich ",1.0,1.0,UB 18487
https://d-nb.info/gnd/118634933,"Wolfram, von Eschenbach ",3.0,2.0,UB 18243 + UB 18243 + UB 19462
https://d-nb.info/gnd/118635174,"Woolf, Virginia ",2.0,2.0,UB 9196 + UB 18886
https://d-nb.info/gnd/1073319687,"Wüllenweber, Petra ",1.0,1.0,UB 14401
https://d-nb.info/gnd/119432471,"Yates, Richard ",1.0,1.0,UB 19891
https://d-nb.info/gnd/118520768,Zhuangzi ,1.0,1.0,UB 18256
https://d-nb.info/gnd/122426681,"Zielke, Gerd ",1.0,1.0,UB 1718
https://d-nb.info/gnd/118637223,"Zola, Émile ",1.0,1.0,UB 4928
https://d-nb.info/gnd/118637479,"Zweig, Stefan ",11.0,8.0,UB 18975 + UB 18933 + UB 20277 + UB 19049 + UB 19288 + UB 19556 + UB 19049 + UB 18975 + UB 14020 + UB 14177 + UB 18975
https://d-nb.info/gnd/1061775313,"Çatak, Ilker  + Duncker, Johannes ",1.0,1.0,UB 14440
https://d-nb.info/gnd/1099996430,"Çatak, Ilker  + Duncker, Johannes ",1.0,1.0,UB 14440
https://d-nb.info/gnd/118638289,"Čechov, Anton Pavlovič ",13.0,13.0,UB 18615 + UB 18775 + UB 19797 + UB 18809 + UB 19817 + UB 7690 + UB 4454 + UB 8738 + UB 4264 + UB 5290 + UB 14006 + UB 7740 + UB 14017
https://d-nb.info/gnd/118716158,Ǧalāl-ad-Dīn Rūmī ,1.0,1.0,UB 8911
https://d-nb.info/gnd/118680935,"Ǧibrān, Ǧibrān Ḫalīl ",1.0,1.0,UB 19082
https://d-nb.info/gnd/118544632,Ḥāfiẓ ,2.0,1.0,UB 9420 + UB 9420
