;ID;GND-Nummer;Eintrag;Seiten;Eintragsart;Anzahl_Seiten;Kommentar;Anzahl_Seiten_neu
896;beutin_per0910;118585754;Mühlbach, Luise;284;Autor;1;;1
897;beutin_per0911;118584758;Mühsam, Erich;384, 425, 439,367–369;Autor;5;6.0;6
898;beutin_per0912;118584790;Müller, Adam;8, 214;Autor;2;;2
899;beutin_per0913;135697042;Müller, Christine;566;Autor;1;;1
900;beutin_per0914;118584944;Müller, Heiner;"528, 532, 535 , 539, 543,
548–551, 554 , 559, 561,
563, 568, 571–578, 581 ,
664, 668, 671, 676, 691,
696, 734, 743,522, 524";Autor;25;33.0;33
901;beutin_per0915;119053071;Müller, Herta;730,694, 698;Autor;3;;3
902;beutin_per0916;119095629;Müller, Inge;554 f.;Autor;1;2.0;2
903;beutin_per0917;11858524X;Müller, Wilhelm;252;Autor;1;;1
904;beutin_per0918;118735225;Mundt, Theodor;253, 265;Autor;2;;2
905;beutin_per0919;118585533;Müntzer, Thomas;76–78, 92, 269,66;Autor;5;6.0;6
906;beutin_per0920;118585886;Murner, Thomas;79;Autor;1;;1
907;beutin_per0921;118735365;Musäus;211;Autor;1;;1
908;beutin_per0922;118585894;Muschg, Adolf;679;Autor;1;;1
909;beutin_per0923;118585916;Musil, Robert;362–365, 412, 425, 564,358;Autor;6;8.0;8
910;beutin_per0924;118586149;Nachbar, Herbert;533;Autor;1;;1
911;beutin_per0925;119282437;Nadolny, Sten;726;Autor;1;;1
912;beutin_per0926;119515083;Nagy, Lajos Parti;752;Autor;1;;1
913;beutin_per0927;118785656;Naogeorg, Thomas;95;Autor;1;;1
914;beutin_per0928;120482509;Naters, Elke;730, 755;Autor;2;;2
915;beutin_per0929;11858684X;Negt, Oskar;665;Autor;1;;1
916;beutin_per0930;118586874;Neidhart;21, 37, 46;Autor;3;;3
917;beutin_per0931;118587080;Nestroy, Johann;291;Autor;1;;1
918;beutin_per0932;118738577;Neuber, Caroline Friederike;163;Autor;1;;1
919;beutin_per0933;107318237;Neukrantz, Klaus;667,405, 439;Autor;3;;3
920;beutin_per0934;118587250;Neumann, Alfred;468;Autor;1;;1
921;beutin_per0935;119081172;Neumann, Gert;739,582, 691;Autor;3;;3
922;beutin_per0936;119427265;Neumann, Peter Horst;703;Autor;1;;1
923;beutin_per0937;118734687;Neutsch, Erik;524;Autor;1;;1
924;beutin_per0938;120013479;Nickel, Eckart;755;Autor;1;;1
925;beutin_per0939;118635735;Niclas von Wyle;63;Autor;1;;1
926;beutin_per0940;118587668;Nicolai, Friedrich;157, 165;Autor;2;;2
927;beutin_per0941;118587943;Nietzsche, Friedrich;"307 , 313, 326, 357, 360,
363 , 367 , 375, 503 ,
563, 753,8";Autor;12;;12
928;beutin_per0942;119157322;Noll, Dieter;564,524, 533, 541;Autor;4;;4
929;beutin_per0943;118588583;Nordau, Max;357;Autor;1;;1
930;beutin_per0944;11858877X;Nossack, Hans-Erich;607;Autor;1;;1
931;beutin_per0945;118588850;Notker von Sankt Gallen;15;Autor;1;;1
932;beutin_per0946;13697306X;Notker von Zwiefalten;19;Autor;1;;1
933;beutin_per0947;11883147X;Novak, Helga M.;695, 706,522, 555;Autor;4;;4
934;beutin_per0948;118588893;Novalis;209–211, 223, 237 , 285,7, 188 f., 202, 206;Autor;9;11.0;11
935;beutin_per0949;;Obermeier, Thomas;746;Autor;1;;1
936;beutin_per0950;118736256;Olearius, Adam;140;Autor;1;;1
937;beutin_per0951;115745270;Oleschinski, Brigitte;698,696;Autor;2;;2
938;beutin_per0952;118176900;Oliver, José F.A.;295, 753;Autor;2;;2
939;beutin_per0953;118590111;Opitz, Martin;"108–113, 115–117, 119–121,
123 , 128, 133 , 136, 143,73, 98";Autor;13;19.0;19
940;beutin_per0954;118997661;Ören, Aras;751;Autor;1;;1
941;beutin_per0955;119038706;Örkény, István;752;Autor;1;;1
942;beutin_per0956;119175797;Ortheil, Hanns-Josef;717;Autor;1;;1
943;beutin_per0957;118590359;Orwell, George;492;Autor;1;;1
944;beutin_per0958;118590391;Ossietzky, Carl von;399, 415, 439, 472,394;Autor;5;;5
945;beutin_per0959;115727795;Ostermaier, Albert;707;Autor;1;;1
946;beutin_per0960;141964758;Ostermeier, Thomas;747,746;Autor;2;;2
947;beutin_per0961;118590529;Ostrowski, Nicolai;519;Autor;1;;1
948;beutin_per0962;118186043;Oswald, Georg M.;755;Autor;1;;1
949;beutin_per0963;118590669;Otfried von Weißenburg;17;Autor;1;;1
950;beutin_per0964;118590901;Otto-Peters, L(o)uise;284, 324,279;Autor;3;;3
951;beutin_per0965;118590995;Ovid;5, 15, 24, 64, 130;Autor;5;;5
952;beutin_per0966;119380846;Özakin, Aysel;750;Autor;1;;1
953;beutin_per0967;119406586;Özdamar, Emine Sevgi;751;Autor;1;;1
954;beutin_per0968;115370080;Özdogan, Selim;752;Autor;1;;1
955;beutin_per0969;11859107X;Pabst, Walter;400;Autor;1;;1
956;beutin_per0970;118591150;Paetel;484;Autor;1;;1
957;beutin_per0971;119082268;Palitzsch, Peter;548;Autor;1;;1
958;beutin_per0972;118885340;Papenfuß-Gorek, Bert;582,580;Autor;2;;2
959;beutin_per0974;11859169X;Bombastus von Hohenheim);86;Autor;1;;1
960;beutin_per0975;11891118X;Pastior, Oskar;694;Autor;1;;1
961;beutin_per0976;118592114;Pauli, Johannes;97;Autor;1;;1
962;beutin_per0977;116069597;Pausch, Birgit;656 f.;Autor;1;2.0;2
963;beutin_per0978;123394937;Pazarkaya, Yüksel;751;Autor;1;;1
964;beutin_per0979;120578069;Pehnt, Annette;741;Autor;1;;1
965;beutin_per0980;121449890;Peltzer, Ulrich;731;Autor;1;;1
966;beutin_per0981;118739913;Penzoldt, Ernst;488;Autor;1;;1
967;beutin_per0982;118790358;Peri, Jacopo;136;Autor;1;;1
968;beutin_per0983;118740083;Perutz, Leo;415;Autor;1;;1
969;beutin_per0984;118592912;Pestalozzi, Johann Heinrich;311;Autor;1;;1
970;beutin_per0985;120858223;Peters, Christoph;732;Autor;1;;1
971;beutin_per0986;118762796;Petersen, Jan;471 , 486,451 f., 460;Autor;4;5.0;5
972;beutin_per0987;136018912;Peterson, Sebastian;680;Autor;1;;1
973;beutin_per0988;118593234;Petrarca, Francesco;73, 111, 117,3, 63;Autor;5;;5
974;beutin_per0989;118963414;Peymann, Claus;749,620, 746;Autor;3;;3
975;beutin_per0990;118826948;Pfau, Ludwig;323;Autor;1;;1
976;beutin_per0991;118812645;Pfemfert, Franz;371;Autor;1;;1
977;beutin_per0992;120360543;Pfi tzer, Nikolaus;100;Autor;1;;1
978;beutin_per0993;118593730;Phädrus, Gaius Julius;179;Autor;1;;1
979;beutin_per0994;118594184;Picabia, Francis;387;Autor;1;;1
980;beutin_per0995;118742337;Picard, Max;484;Autor;1;;1
981;beutin_per0996;118594206;Picasso, Pablo;692,512, 667;Autor;3;;3
982;beutin_per0997;118594702;Piccolomini, Enea Silvio;61, 73;Autor;2;;2
983;beutin_per0998;118742647;Pinthus, Kurt;383, 421, 431,371, 377;Autor;5;;5
984;beutin_per0999;118594648;Piscator, Erwin;430 , 443, 615, 619,173, 404 f.;Autor;6;7.0;7
985;beutin_per1000;118594869;Platen, August von;252, 255, 258, 290,192;Autor;5;;5
986;beutin_per1001;122475003;Platthaus, Andreas;715;Autor;1;;1
987;beutin_per1002;118594974;Plautus;61, 63;Autor;2;;2
988;beutin_per1003;130634417;Plavius, Johann;109;Autor;1;;1
989;beutin_per1004;118595024;Plenzdorf, Ulrich;534, 558 , 567 , 574, 671,176, 522;Autor;7;;7
990;beutin_per1005;119137542;Plessen, Elisabeth;222, 646;Autor;2;;2
991;beutin_per1006;118641719;Plivier, Theodor;503,411, 486;Autor;3;;3
992;beutin_per1007;124996442;Poche, Klaus;562;Autor;1;;1
993;beutin_per1008;11859527X;Poe, Edgar Allan;383, 505, 576, 637,226, 282;Autor;6;;6
994;beutin_per1009;118741292;Poggio;61, 63, 73;Autor;3;;3
995;beutin_per1010;115802576;Politycki, Matthias;755;Autor;1;;1
996;beutin_per1011;124472249;Pollesch, René;746;Autor;1;;1
997;beutin_per1012;118741640;Poth, Chlodwig;651;Autor;1;;1
998;beutin_per1013;11859611X;Praetorius, Johann;140;Autor;1;;1
999;beutin_per1014;118834517;Prokop von Templin;139,125;Autor;2;;2
1000;beutin_per1015;118596799;Proust, Marcel;593, 625,528, 547;Autor;4;;4
1001;beutin_per1016;11859687X;Prutz, Robert;271, 281,253 f., 258;Autor;4;5.0;5
1002;beutin_per1017;118742108;Przybyszewski, Stanislaw;367;Autor;1;;1
1003;beutin_per1018;118597353;Quevedo, Francisco de;131, 142;Autor;2;;2
1004;beutin_per1019;118597442;Raabe, Wilhelm;295 , 298, 301, 313, 315,205;Autor;6;;6
1005;beutin_per1020;118597450;Rabelais, François;102, 148;Autor;2;;2
1006;beutin_per1021;118597523;Racine;119, 131, 195, 233;Autor;4;;4
1007;beutin_per1022;118787624;Raddatz, Fritz J.;675, 705;Autor;2;;2
1008;beutin_per1023;118597914;Raimund, Ferdinand;291,255;Autor;2;;2
1009;beutin_per1024;116164891;Ramm, Alexandra;371;Autor;1;;1
1010;beutin_per1025;118956299;Ransmayr, Christoph;717, 726,690;Autor;3;;3
1011;beutin_per1026;107689561;Rasp, Renate;628;Autor;1;;1
1012;beutin_per1027;118641875;Rasputin, Valentin;563;Autor;1;;1
1013;beutin_per1028;118903993;Rathenow, Lutz;521, 582;Autor;2;;2
1014;beutin_per1029;100823548;Raupach, Ernst;237;Autor;1;;1
1015;beutin_per1030;118897594;Rauscher, Wolfgang;139;Autor;1;;1
1016;beutin_per1031;121351998;Ravenhill, Mark;746;Autor;1;;1
1017;beutin_per1032;122788788;Rávic Strubel, Antje;735;Autor;1;;1
1018;beutin_per1033;118598694;Ray, Man;387;Autor;1;;1
1019;beutin_per1034;118819542;Rebhun, Paul;94 f.;Autor;1;2.0;2
1020;beutin_per1035;118598775;Rebmann, Johann Andreas Georg Friedrich;215, 217;Autor;0;;2
1021;beutin_per1037;118598821;Reck-Malleczewen, Friedrich;485;Autor;1;;1
1022;beutin_per1038;118598880;Reding, Josef;633;Autor;1;;1
1023;beutin_per1039;124928048;Regener, Sven;688 f.;Autor;1;2.0;2
1024;beutin_per1040;119483548;Reger, Erik;418, 423, 490;Autor;3;;3
1025;beutin_per1041;118599011;Regler, Gustav;463, 468;Autor;2;;2
1026;beutin_per1042;118599194;Reich-Ranicki, Marcel;626, 711,408;Autor;3;;3
1027;beutin_per1043;118744070;Reimann, Brigitte;564, 567, 572, 677, 678,533, 545;Autor;7;;7
1028;beutin_per1044;118599437;Reinig, Christa;522, 555;Autor;2;;2
1029;beutin_per1045;11859950X;Reinmar;37, 39, 41 f.;Autor;3;4.0;4
1030;beutin_per1046;;Reissmann, Hermann;428;Autor;1;;1
1031;beutin_per1047;118599631;Remarque, Erich Maria;399, 421;Autor;2;;2
1032;beutin_per1048;118599720;Renn, Ludwig;460, 470, 473, 486, 531,420, 439;Autor;7;;7
1033;beutin_per1049;132139901;Rennert, Jürgen;579;Autor;1;;1
1034;beutin_per1050;118195743;Reschke, Karin;656 f.;Autor;1;2.0;2
1035;beutin_per1051;135891388;Reuß, Roland;594;Autor;1;;1
1036;beutin_per1052;118744690;Reuter, Christian;138;Autor;1;;1
1037;beutin_per1053;118744712;Reuter, Gabriele;354;Autor;1;;1
1038;beutin_per1054;118600044;Reventlow, Franziska zu;364, 368;Autor;2;;2
1039;beutin_per1055;118600346;Richardson, Samuel;175;Autor;1;;1
1040;beutin_per1056;118600451;Richter, Hans Werner;486, 489, 492 , 495, 499, 506, 606,387;Autor;8;;8
1041;beutin_per1058;118745093;Richthofen, Frieda von;368;Autor;1;;1
1042;beutin_per1059;118600761;Riefenstahl, Leni;444;Autor;1;;1
1043;beutin_per1060;118600907;Riemer, Johannes;149, 231;Autor;2;;2
1044;beutin_per1061;118601024;Rilke, Rainer Maria;"364 , 368, 377 , 385, 411,
425, 435, 474, 537,358 f.";Autor;10;11.0;11
1045;beutin_per1062;118601032;Rimbaud, Arthur;698,537, 579;Autor;3;;3
1046;beutin_per1063;118601121;Ringelnatz, Joachim;651,538;Autor;2;;2
1047;beutin_per1064;118601172;Rinser, Luise;448, 452, 485;Autor;3;;3
1048;beutin_per1065;118788906;Rinuccini, Ottavio;136;Autor;1;;1
1049;beutin_per1066;118745425;Rist, Johann;110, 119, 141;Autor;3;;3
1050;beutin_per1067;118601563;Robespierre, Maximilien;85, 291;Autor;2;;2
1051;beutin_per1068;124894526;Roche, Charlotte;588;Autor;1;;1
1052;beutin_per1069;11874559X;Rochow, Friedrich Eberhard von;182, 270;Autor;2;;2
1053;beutin_per1070;118601709;Rodenberg, Julius;302;Autor;1;;1
1054;beutin_per1071;115701362;Röggla, Kathrin;731, 740 f.;Autor;2;3.0;3
1055;beutin_per1072;1018480358;Röhler, Joachim;741;Autor;1;;1
1056;beutin_per1074;118602519;Ronsard, Pierre de;117;Autor;1;;1
1057;beutin_per1075;118602667;Rosegger, Peter;296;Autor;1;;1
1058;beutin_per1076;118602691;Rosenberg, Alfred;428, 441,397;Autor;3;;3
1059;beutin_per1077;118602721;Rosenkranz, Johann Karl Friedrich;653;Autor;1;;1
1060;beutin_per1079;118928511;Rosenlöcher, Thomas;701;Autor;1;;1
1061;beutin_per1080;1060236745;Rosmer, Ernst;356;Autor;1;;1
1062;beutin_per1081;124595553;Rosset, François de;141;Autor;1;;1
1063;beutin_per1082;118841750;Roth, Gerhard;726;Autor;1;;1
1064;beutin_per1083;118603140;Roth, Joseph;421;Autor;1;;1
1065;beutin_per1084;120596679;Rothmann, Ralf;737;Autor;1;;1
1066;beutin_per1085;118603426;Rousseau, Jean-Jacques;175, 177, 181 , 419;Autor;4;;4
1067;beutin_per1086;122340469;Rowling, Joanne K.;;Autor;0;;0
1068;beutin_per1087;;Rubin;21;Autor;1;;1
1069;beutin_per1088;118603590;Rubiner, Ludwig;375 , 383, 386, 425, 431 ,370;Autor;6;;6
1070;beutin_per1089;118603817;Rückert, Friedrich;252, 289,192;Autor;3;;3
1071;beutin_per1090;118603736;Rudolf von Ems;24;Autor;1;;1
1072;beutin_per1091;11879146X;Rudolf von Fenis;37;Autor;1;;1
1073;beutin_per1092;118604023;Ruge, Arnold;333, 455,253, 275;Autor;4;;4
1074;beutin_per1093;142549940;Ruge, Eugen;673;Autor;1;;1
1075;beutin_per1094;118603930;Rühm, Gerhard;650,613, 635;Autor;3;;3
1076;beutin_per1095;118603957;Rühmkorf, Peter;601, 643, 674, 720,508 f.;Autor;5;6.0;6
1077;beutin_per1096;118987224;Rumohr, Carl Friedrich von;215;Autor;1;;1
1078;beutin_per1097;11547546X;Runge, Doris;406, 707;Autor;2;;2
1079;beutin_per1098;116707178;Runge, Erika;634;Autor;1;;1
1080;beutin_per1099;124541372;Runkel, Friederike Dorothea Henriette;165;Autor;1;;1
1081;beutin_per1100;119053500;Ruttmann, Walter;424;Autor;1;;1
1082;beutin_per1101;118604449;Saar, Ferdinand von;296;Autor;1;;1
1083;beutin_per1102;118604570;Sacher-Masoch, Leopold;367;Autor;1;;1
1084;beutin_per1103;118604597;Sachs, Hans;82 , 87, 93, 99, 101, 112,66–68, 70, 73;Autor;10;11.0;11
1085;beutin_per1104;118604627;Sachs, Nelly;459, 485, 601;Autor;3;;3
1086;beutin_per1105;118604759;Sade, Donatien Alphonse François de;748;Autor;1;;1
1087;beutin_per1106;11943458X;Saeger, Uwe;568, 574, 681;Autor;3;;3
1088;beutin_per1107;115502548;Sakowski, Helmut;548;Autor;1;;1
1089;beutin_per1108;118605054;Salinger, J. D.;730;Autor;1;;1
1090;beutin_per1109;118605151;Salomon, Ernst von;491;Autor;1;;1
1091;beutin_per1110;104933518;Salomon, Horst;548;Autor;1;;1
1092;beutin_per1111;118840819;Salten, Felix;362 f., 366;Autor;2;3.0;3
1093;beutin_per1112;118641034;Salurn, Herbert von;139;Autor;1;;1
1094;beutin_per1113;118605232;Salzmann, Christian Gotthilf;182;Autor;1;;1
1095;beutin_per1114;128935944;Samson, Horst;750;Autor;1;;1
1096;beutin_per1115;118720996;Samuel Karoch von Lichtenberg;62;Autor;1;;1
1097;beutin_per1116;118794353;Sandburg, Carl;538;Autor;1;;1
1098;beutin_per1117;118605348;Sand, George;284;Autor;1;;1
1099;beutin_per1118;107857995;Sanna, Salvatore A.;750;Autor;1;;1
1100;beutin_per1119;118605526;Sanzara, Rahel;406;Autor;1;;1
1101;beutin_per1120;120867036;Sartorius, Joachim;753;Autor;1;;1
1102;beutin_per1121;11860564X;Sartre, Jean-Paul;608–610,507, 605;Autor;4;5.0;5
1103;beutin_per1122;128785578;Schacht, Ulrich;521;Autor;1;;1
1104;beutin_per1123;119223104;Schädlich, Hans Joachim;522, 561, 658;Autor;3;;3
1105;beutin_per1124;118606190;Schäfer, Oda;501;Autor;1;;1
1106;beutin_per1125;118606433;Schallück, Paul;602;Autor;1;;1
1107;beutin_per1126;115612211;Schami, Rafi k;754;Autor;1;;1
1108;beutin_per1127;118754114;Scharrer, Adam;502,473, 486;Autor;3;;3
1109;beutin_per1128;118606662;Schaukal, Richard von;368;Autor;1;;1
1110;beutin_per1129;118754173;Schaumann, Ruth;373;Autor;1;;1
1111;beutin_per1130;123442400;Schedlinski, Rainer;675,582;Autor;2;;2
1112;beutin_per1131;118606816;Scheerbart, Paul;371;Autor;1;;1
1113;beutin_per1133;118606948;Scheinhardt, Saliha;753;Autor;1;;1
1114;beutin_per1134;118607057;Schelling, Friedrich Wilhelm Joseph;224, 285,206, 213, 217;Autor;5;;5
1115;beutin_per1135;119091372;Schenk, Johannes;649;Autor;1;;1
1116;beutin_per1136;123309867;Scheuermann, Silke;702;Autor;1;;1
1117;beutin_per1137;11860743X;Schickele, René;371, 455;Autor;2;;2
1118;beutin_per1138;132721392;Schielen, Georg;148;Autor;1;;1
1119;beutin_per1140;118607626;Schiller, Friedrich;"158, 162, 166–168, 170 ,
173, 185, 188, 190–202,
206, 208 , 213, 215 , 218,
225, 230 , 235–238, 240,
248, 251, 257, 263, 268 ,
288, 298, 302, 320 , 333,
443, 507, 519, 596, 690,
724, 748,139";Autor;38;52.0;52
1120;beutin_per1141;123624452;Schilling, Florentus;139;Autor;1;;1
1121;beutin_per1142;120386852;Schimmang, Jochen;646;Autor;1;;1
1122;beutin_per1143;121226948;Schirrmacher, Frank;711,674;Autor;2;;2
1123;beutin_per1144;118607871;Schlaf, Johannes;351, 354;Autor;2;;2
1124;beutin_per1145;118818724;Schleef, Einar;744 ,574, 719;Autor;3;;3
1125;beutin_per1146;118607960;Schlegel, August Wilhelm;"7, 188, 197, 205, 207,
209, 213, 217";Autor;8;;8
1126;beutin_per1147;118607987;Schlegel, Friedrich;"188, 204–209, 211, 213,
217, 234, 237, 252, 255,
263, 284 ,7, 161";Autor;14;18.0;18
1127;beutin_per1148;118607049;Schlegel-Schelling, Caroline;213, 283, 285, 572;Autor;4;;4
1128;beutin_per1149;118608045;Schleiermacher, Friedrich;208, 285;Autor;2;;2
1129;beutin_per1150;118937251;Schlesinger, Klaus;541, 561 , 568, 681,521 f.;Autor;5;6.0;6
1130;beutin_per1151;120371715;Schlingensief, Christoph;746;Autor;1;;1
1131;beutin_per1152;115673784;Schlink, Bernhard;717;Autor;1;;1
1132;beutin_per1153;117328871;Schlinkert-Galinsky, Martha;630;Autor;1;;1
1133;beutin_per1154;118608703;Schmidt, Arno;637 ,339, 506;Autor;3;;3
1134;beutin_per1155;12087914X;Schmidt, Ilse;453;Autor;1;;1
1135;beutin_per1156;11875968X;Schmidt, Julian;304, 337 f.;Autor;2;3.0;3
1136;beutin_per1157;120466937;Schmidt, Kathrin;754,706, 727;Autor;3;;3
1137;beutin_per1158;11875856X;Schnabel, Ernst;611 ,505 f.;Autor;2;3.0;3
1138;beutin_per1159;118609475;Schnabel, Johann Gottfried;145, 149;Autor;2;;2
1139;beutin_per1160;118758675;Schneider, Peter;646 , 725,640, 642;Autor;4;;4
1140;beutin_per1161;118609629;Schneider, Reinhold;502;Autor;1;;1
1141;beutin_per1162;119393603;Schneider, Rolf;567, 573,549, 561 f.;Autor;4;5.0;5
1142;beutin_per1163;118609807;Schnitzler, Arthur;362–366;Autor;2;5.0;5
1143;beutin_per1164;118609831;Schnurre, Wolfdietrich;499, 505, 602;Autor;3;;3
1144;beutin_per1165;123263034;Schoch, Julia;684;Autor;1;;1
1145;beutin_per1166;116889217;Schönstedt, Walter;405;Autor;1;;1
1146;beutin_per1167;118610473;Schopenhauer, Johanna;212;Autor;1;;1
1147;beutin_per1168;118610554;Schottelius, Georg;110;Autor;1;;1
1148;beutin_per1169;11565111X;Schramm, Ingo;755;Autor;1;;1
1149;beutin_per1170;118610880;Schröder, Rudolf Alexander;488;Autor;1;;1
1150;beutin_per1171;11936039X;Schrott, Raoul;727 ,690, 695 f.;Autor;3;4.0;4
1151;beutin_per1172;118610953;Schubart, Christian Friedrich Daniel;179, 269;Autor;2;;2
1152;beutin_per1173;129442321;Schubert, Dieter;562;Autor;1;;1
1153;beutin_per1174;118610961;Schubert, Franz;722;Autor;1;;1
1154;beutin_per1175;118610937;Schubert, Gotthilf Heinrich;210, 227;Autor;2;;2
1155;beutin_per1176;120918552;Schubert, Helga;453, 567;Autor;2;;2
1156;beutin_per1177;118611291;Schuler, Alfred;369;Autor;1;;1
1157;beutin_per1178;174085907;Schüller, Hermann;404;Autor;1;;1
1158;beutin_per1179;11861147X;Schulz, Max Walter;547, 564,520;Autor;3;;3
1159;beutin_per1180;120526107;Schulze, Ingo;684, 700;Autor;2;;2
1160;beutin_per1181;118762672;Schupp, Johann Balthasar;86;Autor;1;;1
1161;beutin_per1182;118611720;Schurz, Carl;279;Autor;1;;1
1162;beutin_per1183;11861116X;Schütz, Heinrich;136, 306;Autor;2;;2
1163;beutin_per1184;121073726;Schütz, Helga;541, 567;Autor;2;;2
1164;beutin_per1185;119013517;Schütz, Stefan;574–576,222, 559;Autor;4;5.0;5
1165;beutin_per1186;118762745;Schwab, Gustav;282, 331,205, 252;Autor;4;;4
1166;beutin_per1187;119368994;Schwaiger, Brigitte;646;Autor;1;;1
1167;beutin_per1188;118997718;Schwarzenbach, Annemarie;459;Autor;1;;1
1168;beutin_per1189;118612301;Schwitters, Kurt;387;Autor;1;;1
1169;beutin_per1190;118612409;Scott, Walter;281;Autor;1;;1
1170;beutin_per1191;119069563;Scudéry, Madeleine de;118;Autor;1;;1
1171;beutin_per1192;1070181080;Sealsfi eld, Charles;281;Autor;1;;1
1172;beutin_per1193;119310007;Sebald, W. G.;708 f.;Autor;1;2.0;2
1173;beutin_per1194;117447048;Segebrecht, Wulf;707;Autor;1;;1
1174;beutin_per1195;118612743;Seghers, Anna;"439, 458–460, 471–473,
486, 502 , 518 , 524, 529,
531, 533, 541, 545, 562,190, 397";Autor;17;19.0;19
1175;beutin_per1196;121865002;Seidel, Georg;574;Autor;1;;1
1176;beutin_per1197;118760629;Seidel, Ina;497,447, 450, 488;Autor;4;;4
1177;beutin_per1198;120651106;Seiler, Lutz;701;Autor;1;;1
1178;beutin_per1199;118613200;Seneca;117, 119, 696, 722 f.;Autor;4;5.0;5
1179;beutin_per1200;118764764;Serner, Walter;653,385, 387;Autor;3;;3
1180;beutin_per1201;118613480;Seume, Johann Gottfried;177, 220, 260;Autor;3;;3
1181;beutin_per1202;121887561;Seuren, Günter;627 f.;Autor;1;2.0;2
1182;beutin_per1203;118613510;Seuse, Heinrich;55;Autor;1;;1
1183;beutin_per1204;118613669;Seyppel, Joachim;562;Autor;1;;1
1184;beutin_per1205;118613723;Shakespeare, William;"63, 74, 96, 100 , 111, 118,
130–132, 161, 207 , 233 ,
364, 477, 535, 637, 744,
749,3, 4";Autor;19;20.0;20
1185;beutin_per1206;11879695X;Shelley, Mary;282;Autor;1;;1
1186;beutin_per1207;120270145;Sibylle Ursula von Braunschweg-Wolfenbüttel;145;Autor;1;;1
1187;beutin_per1208;11861391X;Sidney, Sir Philipp;143,118;Autor;2;;2
1188;beutin_per1209;118799363;Sieverkrüpp, Dieter;615;Autor;1;;1
1189;beutin_per1210;118614436;Simmel, Georg;386,375, 377;Autor;3;;3
1190;beutin_per1211;120891158;Singh, Rajvinder;754;Autor;1;;1
1191;beutin_per1212;118615688;Sophokles;549 ,133, 364;Autor;3;;3
1192;beutin_per1213;11861570X;Sorel, Charles;118, 147 f.;Autor;2;3.0;3
1193;beutin_per1214;118798065;Sorge, Johannes;381;Autor;1;;1
1194;beutin_per1215;11912162X;Soyka, Otto;367;Autor;1;;1
1195;beutin_per1216;115640290;Sparschuh, Jens;681 , 717,679;Autor;3;;3
1196;beutin_per1217;11861598X;Spee, Friedrich;107, 124 f.;Autor;2;3.0;3
1197;beutin_per1218;118616080;Spencer, Herbert;346;Autor;1;;1
1198;beutin_per1219;119151839;Sperr, Martin;619;Autor;1;;1
1199;beutin_per1220;118616196;Spielhagen, Friedrich;313,296;Autor;2;;2
1200;beutin_per1221;11879826X;Spies, Johann;101;Autor;1;;1
1201;beutin_per1222;120448289;Spinnen, Burkhard;754;Autor;1;;1
1202;beutin_per1223;118616277;Spitteler, Carl;296;Autor;1;;1
1203;beutin_per1224;119127628;Spreng, Johannes;89;Autor;1;;1
1204;beutin_per1225;118855492;Sprenger, Jacob;107;Autor;1;;1
1205;beutin_per1226;119390388;Stadler, Arnold;431 , 734 ,374 f.;Autor;3;4.0;4
1206;beutin_per1228;118616617;Staël-Holstein, Anne Louise Germaine de;339,213, 234;Autor;3;;3
1207;beutin_per1229;118752758;Stapel, Wilhelm;422 f.;Autor;1;2.0;2
1208;beutin_per1230;118798502;Statius, Publius Papinius;5;Autor;1;;1
1209;beutin_per1231;118617036;Stefan, Verena;643 f., 646;Autor;2;3.0;3
1210;beutin_per1232;119027615;Steffi n, Margarete;475;Autor;1;;1
1211;beutin_per1233;118617133;Stehr, Hermann;445;Autor;1;;1
1212;beutin_per1234;118617222;Stein, Charlotte von;212;Autor;1;;1
1213;beutin_per1235;118617257;Stein, Gertrude;697;Autor;1;;1
1214;beutin_per1236;11861729X;Stein, Peter;748,232, 666, 746;Autor;4;;4
1215;beutin_per1237;119200244;Steiner, George;592;Autor;1;;1
1216;beutin_per1238;118617486;Steinhöwel, Heinrich;63;Autor;1;;1
1217;beutin_per1239;118617648;Stendhal (Henri Beyle);287, 295;Autor;2;;2
1218;beutin_per1240;11861794X;Sterne, Laurence;183;Autor;1;;1
1219;beutin_per1241;118617958;Sternheim, Carl;367, 376;Autor;2;;2
1220;beutin_per1242;118753711;Stevenson, Robert Louis;282;Autor;1;;1
1221;beutin_per1243;118618156;Stifter, Adalbert;252, 255, 288, 296, 316 ,205, 239 f.;Autor;7;8.0;8
1222;beutin_per1244;118010832;Stockfleth, Maria Katharina;146;Autor;1;;1
1223;beutin_per1244.1;10041267X;Stockfleth, Heinrich Arnold;146;Autor;1;;1
1224;beutin_per1245;118798995;Stoker, Bram;282;Autor;1;;1
1225;beutin_per1246;120966425;Stolper, Armin;548, 574;Autor;2;;2
1226;beutin_per1247;120651335;Stolterfoht, Ulf;697;Autor;1;;1
1227;beutin_per1248;118618725;Storm, Theodor;298, 301, 303, 311–313, 322, 330 ,205, 295 f.;Autor;9;11.0;11
1228;beutin_per1249;123775655;Strahl, Rudi;548, 574;Autor;2;;2
1229;beutin_per1250;118618830;Stramm, August;379, 431, 537, 748,371, 374;Autor;6;;6
1230;beutin_per1251;118619047;Strauß, Botho;708, 748 ,593, 665 f.;Autor;4;5.0;5
1231;beutin_per1252;118619055;Strauß, David Friedrich;253, 255;Autor;2;;2
1232;beutin_per1253;11955688X;Streeruwitz, Marlene;754,732;Autor;2;;2
