;ID;GND-Nummer;Eintrag;Seiten;Eintragsart;Anzahl_Seiten;Kommentar;Anzahl_Seiten_neu
1233;beutin_per1254;118619314;Strindberg, August;367, 380, 383, 746,353;Autor;5;;5
1234;beutin_per1255;118619322;Strittmatter, Erwin;533, 543, 564, 570, 713,524;Autor;6;;6
1235;beutin_per1256;118619330;Strittmatter, Eva;579;Autor;1;;1
1236;beutin_per1257;119156040;Strodtmann, Adolf;278;Autor;1;;1
1237;beutin_per1258;118619454;Struck, Karin;643, 646;Autor;2;;2
1238;beutin_per1259;123638275;Struzyk, Brigitte;217, 572;Autor;2;;2
1239;beutin_per1260;120467356;Stuckrad-Barre, Benjamin von;728 f.;Autor;1;2.0;2
1240;beutin_per1261;118619853;Sudermann, Hermann;355;Autor;1;;1
1241;beutin_per1262;118619861;Sue, Eugène;281;Autor;1;;1
1242;beutin_per1263;118885006;Süskind, Patrick;593;Autor;1;;1
1243;beutin_per1264;118620193;Swift, Jonathan;177;Autor;1;;1
1244;beutin_per1265;118620231;Syberberg, Hans Jürgen;655;Autor;1;;1
1245;beutin_per1266;117391085;Sylvanus, Erwin;633;Autor;1;;1
1246;beutin_per1267;104734612;Szepansky, Gerda;452;Autor;1;;1
1247;beutin_per1268;11862038X;Szondi, Peter;601;Autor;1;;1
1248;beutin_per1269;12037627X;Szymanski, Silvia;752,730;Autor;2;;2
1249;beutin_per1270;118620444;Tabori, George;745;Autor;1;;1
1250;beutin_per1271;118620452;Tacitus;15, 64, 239;Autor;3;;3
1251;beutin_per1272;11862055X;Taine, Hippolyte;347;Autor;1;;1
1252;beutin_per1273;118620746;Tannhäuser;21, 92, 210;Autor;3;;3
1253;beutin_per1274;118620916;Tasso, Torquato;111, 118, 196,73, 97;Autor;5;;5
1254;beutin_per1275;11864310X;Tatian;16;Autor;1;;1
1255;beutin_per1276;110360869;Taufiq, Suleman;750;Autor;1;;1
1256;beutin_per1277;120878518;Tawada, Yoko;753 f.;Autor;1;2.0;2
1257;beutin_per1278;122397061;Tellkamp, Uwe;673;Autor;1;;1
1258;beutin_per1279;118621335;Terenz;16, 93;Autor;2;;2
1259;beutin_per1280;11862136X;Tergit, Gabriele;424,409, 418;Autor;3;;3
1260;beutin_per1281;108390578;Tetzner, Gerti;567;Autor;1;;1
1261;beutin_per1282;131472283;Thalheimer, Michael;748;Autor;1;;1
1262;beutin_per1283;122486846;Theobaldy, Jürgen;649,646;Autor;2;;2
1263;beutin_per1284;118757075;Thieß, Frank;487, 502, 507;Autor;3;;3
1264;beutin_per1285;117345563;Thomas, Adrienne;471;Autor;1;;1
1265;beutin_per1286;119190311;Thomas, Johann;146;Autor;1;;1
1266;beutin_per1287;118622129;Thomas von Britanje;31;Autor;1;;1
1267;beutin_per1288;118642766;Thomas von Kempen;61;Autor;1;;1
1268;beutin_per1289;11862220X;Thomasius, Christian;107;Autor;1;;1
1269;beutin_per1290;119170671;Thürk, Harry;531;Autor;1;;1
1270;beutin_per1291;12989432X;Tieck, Ludwig;"204–207, 209–211, 219,
229, 236 , 239, 252, 285,
335,7, 192, 202";Autor;14;17.0;17
1271;beutin_per1292;118973665;Tieck, Sophie;212 f.;Autor;1;2.0;2
1272;beutin_per1293;118839276;Timm, Uwe;646 f., 716;Autor;2;3.0;3
1273;beutin_per1294;118642863;Tirso de Molina;101;Autor;1;;1
1274;beutin_per1295;118623230;Toller, Ernst;425, 473, 507,376, 381, 384;Autor;6;;6
1275;beutin_per1296;11864291X;Tolstoi, Leo;466,295, 347, 412;Autor;4;;4
1276;beutin_per1297;121063135;Totok, William;750;Autor;1;;1
1277;beutin_per1298;118843303;Tragelehn, Bernd K.;578;Autor;1;;1
1278;beutin_per1299;118623575;Trakl, Georg;378, 431 , 571,371, 374, 376;Autor;6;;6
1279;beutin_per1300;119362198;Traxler, Hans;651;Autor;1;;1
1280;beutin_per1301;119545667;Treichel, Hans-Ulrich;735 ,701;Autor;2;;2
1281;beutin_per1302;118623761;Treitschke, Heinrich von;307;Autor;1;;1
1282;beutin_per1303;118642952;Trifonow, Juri;563;Autor;1;;1
1283;beutin_per1304;115367055;Trojanow, Ilija;752, 755;Autor;2;;2
1284;beutin_per1305;107602830;Troll, Thaddäus;650;Autor;1;;1
1285;beutin_per1306;116255897;Troll-Borostyani, Irma von;354;Autor;1;;1
1286;beutin_per1307;119520516;Trolle, Lothar;574;Autor;1;;1
1287;beutin_per1308;10425386X;Tschinag, Galsan;754;Autor;1;;1
1288;beutin_per1309;11862444X;Tucholsky, Kurt;419, 434, 472, 538, 651,260, 394;Autor;7;;7
1289;beutin_per1310;118643010;Turgenjew, Iwan;347;Autor;1;;1
1290;beutin_per1311;12214791X;Tuschick, Jamal;752;Autor;1;;1
1291;beutin_per1312;118624938;Tzara, Tristan;387 f.;Autor;1;2.0;2
1292;beutin_per1313;118625063;Uhland, Ludwig;"249, 252, 258, 270, 290,
303, 320, 323, 331,205, 235";Autor;11;;11
1293;beutin_per1314;118625152;Uhse, Bodo;531,460, 486, 506;Autor;4;;4
1294;beutin_per1315;118763520;Ullmann, Regina;385;Autor;1;;1
1295;beutin_per1316;118625330;Ulrich von Türheim;31;Autor;1;;1
1296;beutin_per1317;118625349;Ulrich von Zazikhofen;24;Autor;1;;1
1297;beutin_per1318;118865153;Unger, Erich;370;Autor;1;;1
1298;beutin_per1319;117293091;Unger, Friederike Helene;201, 212;Autor;2;;2
1299;beutin_per1320;118625527;Unruh, Fritz von;413;Autor;1;;1
1300;beutin_per1321;118803530;Urfé, Honoré d’;145,118, 142 f.;Autor;3;4.0;4
1301;beutin_per1322;118625896;Valentin, Karl;651;Autor;1;;1
1302;beutin_per1323;118626000;Valla, Lorenzo;61, 73;Autor;2;;2
1303;beutin_per1324;115698027;Vanderbeke, Birgit;730;Autor;1;;1
1304;beutin_per1325;118626175;Varnhagen, Rahel von;283,214;Autor;2;;2
1305;beutin_per1326;118607979;Veit-Schlegel, Dorothea;213 , 285;Autor;2;;2
1306;beutin_per1327;13213523X;Velten, Johannes;132;Autor;1;;1
1307;beutin_per1328;118626574;Vergil;5, 15 f., 25, 117;Autor;4;5.0;5
1308;beutin_per1329;118626620;Verne, Jules;281;Autor;1;;1
1309;beutin_per1330;118626728;Vesper, Bernward;646–648;Autor;2;3.0;3
1310;beutin_per1331;118768239;Vesper, Will;445, 647,422 f., 441;Autor;4;5.0;5
1311;beutin_per1332;118804448;Viebig, Clara;354;Autor;1;;1
1312;beutin_per1333;118627066;Villon, François;553;Autor;1;;1
1313;beutin_per1334;11862721X;Vischer, Friedrich Theodor;"232, 302, 312, 325, 333,
337";Autor;6;;6
1314;beutin_per1335;139081925;Visscher, Roemer;117;Autor;1;;1
1315;beutin_per1336;118768913;Vogel, Henriette;219, 657;Autor;2;;2
1316;beutin_per1337;118627910;Voß, Johann Heinrich;179;Autor;1;;1
1317;beutin_per1338;118805819;Vring, Georg von der;501,407;Autor;2;;2
1318;beutin_per1339;118628011;Vulpius, Christiane;722,572;Autor;2;;2
1319;beutin_per1340;118809644;Waalkes, Otto;651;Autor;1;;1
1320;beutin_per1341;118628097;Wackenroder, Heinrich;237,7;Autor;2;;2
1321;beutin_per1342;118770551;Waechter, Friedrich Karl;651;Autor;1;;1
1322;beutin_per1343;120360071;Wagner, Bernd;578;Autor;1;;1
1323;beutin_per1344;11862833X;Wagner, Heinrich Leopold;173;Autor;1;;1
1324;beutin_per1345;122751493;Wagner, Jan;702;Autor;1;;1
1325;beutin_per1346;118594117;Wagner, Richard (Komponist);8, 87, 307, 324, 338, 383;Autor;6;;6
1326;beutin_per1347;122541332;Wagner, Richard (Schriftsteller);750;Autor;1;;1
1327;beutin_per1348;11862850X;Waiblinger, Wilhelm;225;Autor;1;;1
1328;beutin_per1349;118628550;Walahfried Strabo;15;Autor;1;;1
1329;beutin_per1350;173678394;Wald, Carl;343;Autor;1;;1
1330;beutin_per1351;118770950;Walden, Herwath;371;Autor;1;;1
1331;beutin_per1352;118628836;Wallraff, Günter;739,630–633;Autor;3;5.0;5
1332;beutin_per1353;121925463;Walser, Alissa;730;Autor;1;;1
1333;beutin_per1354;118628852;Walser, Martin;"603, 606, 608, 614, 620 ,
625 , 634, 663, 710–712,
720–722, 733,494, 539";Autor;15;17.0;17
1334;beutin_per1355;118628860;Walser, Robert;385;Autor;1;;1
1335;beutin_per1356;118628976;Walther von der Vogelweide;21, 28, 37, 41 , 44, 51;Autor;6;;6
1336;beutin_per1357;119380889;Wander, Fred;541;Autor;1;;1
1337;beutin_per1358;118629050;Wander, Maxie;566 f.;Autor;1;2.0;2
1338;beutin_per1359;11891121X;Waterhouse, Peter;695 f.;Autor;1;2.0;2
1339;beutin_per1360;115730001;Wawerzinek, Peter;733 f.;Autor;1;2.0;2
1340;beutin_per1361;118765787;Weber, Alfred;484;Autor;1;;1
1341;beutin_per1362;124021913;Weber, Anne;722, 740 f.;Autor;2;3.0;3
1342;beutin_per1363;1012809900;Weber, Hasko;746;Autor;1;;1
1343;beutin_per1364;124253679;Weber, Peter;691, 694;Autor;2;;2
1344;beutin_per1365;118629840;Weckherlin, Georg Rodolf;120, 127;Autor;2;;2
1345;beutin_per1366;118085905;Weckmann, André;650;Autor;1;;1
1346;beutin_per1367;118629867;Wedekind, Frank;358 , 366 , 375,292;Autor;4;;4
1347;beutin_per1368;117208612;Weerth, Georg;"275, 277 , 280, 287, 290,
292, 433, 455,261, 269";Autor;10;;10
1348;beutin_per1369;118630040;Weidig, Friedrich Ludwig;267, 270, 455;Autor;3;;3
1349;beutin_per1370;118630091;Weigel, Helene;548,474, 513;Autor;3;;3
1350;beutin_per1371;119074052;Weil, Grete;453;Autor;1;;1
1351;beutin_per1372;118630245;Weinert, Erich;463, 473 , 499, 537,397, 433 f.;Autor;6;7.0;7
1352;beutin_per1373;118766287;Weinheber, Josef;488;Autor;1;;1
1353;beutin_per1374;118766309;Weininger, Otto;366 ,352, 359;Autor;3;;3
1354;beutin_per1375;11863030X;Weinrich, Harald;750 f.;Autor;1;2.0;2
1355;beutin_per1376;118630369;Weise, Christian;137;Autor;1;;1
1356;beutin_per1377;118630377;Weisenborn, Günther;511, 608,507;Autor;3;;3
1357;beutin_per1378;118630423;Weiskopf, Franz Carl;486,467;Autor;2;;2
1358;beutin_per1379;118630458;Weiß, Ernst;384;Autor;1;;1
1359;beutin_per1380;118630539;Weiss, Peter;614, 616–619, 663, 666–668,225, 514, 539;Autor;9;12.0;12
1360;beutin_per1381;118630563;Weiße, Felix Christian;182;Autor;1;;1
1361;beutin_per1382;118630652;Weitling, Wilhelm;276, 455,257;Autor;3;;3
1362;beutin_per1383;118630814;Wellershoff, Dieter;613, 627, 729,509 f.;Autor;4;5.0;5
1363;beutin_per1384;118766619;Wellm, Alfred;546, 567;Autor;2;;2
1364;beutin_per1385;118631373;Werfel, Franz;"379, 387, 411, 413, 415,
431, 723,371, 376";Autor;9;;9
1365;beutin_per1386;118631551;Wernher der Gärtner;35;Autor;1;;1
1366;beutin_per1387;117327190;Westphalen, Christine;212;Autor;1;;1
1367;beutin_per1388;118842277;Westphalen, Joseph von;755;Autor;1;;1
1368;beutin_per1389;118632078;Weyrauch, Wolfgang;496, 498, 499,490;Autor;4;;4
1369;beutin_per1390;118632108;Wezel, Johann Karl;177;Autor;1;;1
1370;beutin_per1391;118632272;Wickram, Jörg;97 f., 101 f.;Autor;2;4.0;4
1371;beutin_per1392;118632299;Wiclif;74;Autor;1;;1
1372;beutin_per1393;104164999;Widman, G.R.;100;Autor;1;;1
1373;beutin_per1394;11904157X;Widmer, Urs;504;Autor;1;;1
1374;beutin_per1395;118632361;Wiechert, Ernst;485, 488, 490, 531,313, 448;Autor;6;;6
1375;beutin_per1396;107706210;Wied, Martina;377;Autor;1;;1
1376;beutin_per1397;118632477;Wieland, Christoph Martin;"155 , 158, 175, 194,
197, 200, 204, 208, 211 ,
218, 236";Autor;11;;11
1377;beutin_per1398;118807226;Wienbarg, Ludolf;265, 271, 287,253;Autor;4;;4
1378;beutin_per1399;118807234;Wiener, Oswald;650;Autor;1;;1
1379;beutin_per1400;118771655;Wiens, Paul;536, 676;Autor;2;;2
1380;beutin_per1401;107955644;Wiesand, Andreas Johannes;598;Autor;1;;1
1381;beutin_per1402;118771760;Wildenbruch, Ernst von;313, 350;Autor;2;;2
1382;beutin_per1403;118632779;Wilde, Oscar;358, 368;Autor;2;;2
1383;beutin_per1404;118632833;Wildermuth, Ottilie;286;Autor;1;;1
1384;beutin_per1405;118632817;Wilder, Thornton;608;Autor;1;;1
1385;beutin_per1406;118621211;Wilhelm Tell;200;Autor;1;;1
1386;beutin_per1407;119375834;Wilkomirski, Binjamin;713;Autor;1;;1
1387;beutin_per1408;11739467X;Willkomm, Ernst;277, 288;Autor;2;;2
1388;beutin_per1409;118769189;Wimpfeling, Jakob;93;Autor;1;;1
1389;beutin_per1410;118633600;Winckelmann, Johann Joachim;223;Autor;1;;1
1390;beutin_per1411;129263478;Winkler, Ron;702;Autor;1;;1
1391;beutin_per1412;119555360;Winsloe, Christa;471,401, 409;Autor;3;;3
1392;beutin_per1413;118633945;Wirnt von Grafenberg;24;Autor;1;;1
1393;beutin_per1414;118634313;Wittgenstein, Ludwig;580, 696,361;Autor;3;;3
1394;beutin_per1415;118634267;Wittenwîler, Heinrich;56,52 f.;Autor;2;3.0;3
1395;beutin_per1416;123320690;Wittstock, Uwe;675;Autor;1;;1
1396;beutin_per1417;107753537;Wohlgemuth, Joachim;533;Autor;1;;1
1397;beutin_per1418;118634607;Wohmann, Gabriele;644;Autor;1;;1
1398;beutin_per1419;118634666;Wolf, Christa;"521 , 524, 533 , 543–547,
555, 561–565, 570–573,
583, 656, 668, 670–677,
713, 720,214, 223";Autor;19;33.0;33
1399;beutin_per1420;118634682;Wolf, Gerhard;572,225, 561;Autor;3;;3
1400;beutin_per1421;118634674;Wolf, Friedrich;486, 507, 513, 545,425, 477;Autor;6;;6
1401;beutin_per1422;118634739;Wolf, Konrad;545;Autor;1;;1
1402;beutin_per1423;118854925;Wolf, Markus;571;Autor;1;;1
1403;beutin_per1424;13165182X;Wolf, Uljana;702;Autor;1;;1
1404;beutin_per1425;11864341X;Wolfenstein, Alfred;384,377;Autor;2;;2
1405;beutin_per1426;118769936;Wolfe, Thomas;505;Autor;1;;1
1406;beutin_per1427;117450022;Wolff, Eugen;345, 366;Autor;2;;2
1407;beutin_per1428;118634828;Wolff, Kurt;372;Autor;1;;1
1408;beutin_per1429;118634852;Wolff, Wilhelm;277, 288;Autor;2;;2
1409;beutin_per1430;118634933;Wolfram von Eschenbach;28 , 31, 34, 46;Autor;4;;4
1410;beutin_per1431;118634976;Wolfskehl, Karl;360, 368;Autor;2;;2
1411;beutin_per1432;118771221;Wollschläger, Hans;653;Autor;1;;1
1412;beutin_per1433;118639285;Wollstonecraft, Mary;284,191;Autor;2;;2
1413;beutin_per1434;122880978;Wolter, Christine;567;Autor;1;;1
1414;beutin_per1435;11889028X;Wolzogen, Ernst von;353;Autor;1;;1
1415;beutin_per1436;118635131;Wondratschek, Wolf;707;Autor;1;;1
1416;beutin_per1437;105404624;Wörishöffer, Sophie;340;Autor;1;;1
1417;beutin_per1438;118763512;Wulfila a;16;Autor;1;;1
1418;beutin_per1439;105051355X;Wünsche, Günter;552;Autor;1;;1
1419;beutin_per1440;123051576;Yanar, Kaya;753;Autor;1;;1
1420;beutin_per1441;118636049;Zadek, Peter;746;Autor;1;;1
1421;beutin_per1442;118636073;Zahl, Peter-Paul;649,633, 646;Autor;3;;3
1422;beutin_per1443;12053715X;Zaimoglu, Feridun;751;Autor;1;;1
1423;beutin_per1444;122537122;Zäunemann, Sidonie Hedwig;212;Autor;1;;1
1424;beutin_per1445;118636278;Zech, Paul;464,383, 431;Autor;3;;3
1425;beutin_per1446;123120802;Zeh, Juli;595, 752;Autor;2;;2
1426;beutin_per1447;118772392;Zeiller, Martin;141;Autor;1;;1
1427;beutin_per1448;118138006;Zelik, Raul;752;Autor;1;;1
1428;beutin_per1449;122762339;Zeplin, Rosemarie;567;Autor;1;;1
1429;beutin_per1450;118636596;Zesen, Philipp von;118, 123, 144,110;Autor;4;;4
1430;beutin_per1451;118772902;Ziegler, Heinrich Anselm von;145;Autor;1;;1
1431;beutin_per1452;118772937;Zimmering, Max;520;Autor;1;;1
1432;beutin_per1453;118637061;Zinner, Hedda;459;Autor;1;;1
1433;beutin_per1454;118637223;Zola, Émile;347–349, 386;Autor;3;4.0;4
1434;beutin_per1455;118637266;Zschokke, Heinrich;311 f.;Autor;1;2.0;2
1435;beutin_per1456;118637304;Zuckmayer, Carl;510 , 608,429, 475;Autor;4;;4
1436;beutin_per1457;118869256;Zur Mühlen, Hermynia;450, 459;Autor;2;;2
1437;beutin_per1458;118637452;Zweig, Arnold;462, 486 , 502, 524, 607,412, 456;Autor;7;;7
1438;beutin_per1459;118637479;Zweig, Stefan;406, 455;Autor;2;;2
1439;beutin_per1460;118637509;Zwerenz, Gerhard;643,628;Autor;2;;2
1440;beutin_per1461;118773305;Zwick, Johannes;85;Autor;1;;1
1441;beutin_per1462;118637533;Zwingli, Ulrich;92,74, 85;Autor;3;;3
