GND,Lovelybooks_Status,Lovelybooks_Autor,Lovelybooks_Stars,Lovelybooks_Bewertungen,Lovelybooks_Bibliotheken,Lovelybooks_Merkzettel,Lovelybooks_aktuell_gelesen,Lovelybooks_gefolgt,GND_Autor
https://d-nb.info/gnd/118748793,page_not_found,,,,,,,,"Solitaire, M."
https://d-nb.info/gnd/117475629,page_not_found,,,,,,,,"Soltau, Dietrich Wilhelm"
https://d-nb.info/gnd/118642464,page_not_found,,,,,,,,"Solženicyn, Aleksandr Isaevič"
https://d-nb.info/gnd/118751433,page_found,Werner Sombart,3.0,1.0,,,,,"Sombart, Werner"
https://d-nb.info/gnd/117213527,page_not_found,,,,,,,,"Sommer, Elise"
https://d-nb.info/gnd/118615483,page_found,Ernst Sommer,,,,,,,"Sommer, Ernst"
https://d-nb.info/gnd/1049617363,page_not_found,,,,,,,,"Sommer, Harald"
https://d-nb.info/gnd/104077816,page_not_found,,,,,,,,"Sommer, Johannes"
https://d-nb.info/gnd/104077808,page_not_found,,,,,,,,"Sommer, Johannes"
https://d-nb.info/gnd/118615505,page_found,Siegfried Sommer,3.8,4.0,,,1.0,,"Sommer, Siegfried"
https://d-nb.info/gnd/117751944,page_not_found,,,,,,,,"Soner, Ernst"
https://d-nb.info/gnd/117507857,page_not_found,,,,,,,,"Sonnenberg, Franz Anton Joseph Ignaz Maria von"
https://d-nb.info/gnd/118615610,page_not_found,,,,,,,,"Sonnenfels, Joseph von"
https://d-nb.info/gnd/119460416,page_not_found,,,,,,,,"Sonnenschein, Hugo"
https://d-nb.info/gnd/118188860,page_not_found,,,,,,,,"Sonner, Franz-Maria"
https://d-nb.info/gnd/118751506,page_found,Susan Sontag,3.9,105.0,187.0,20.0,8.0,5.0,"Sontag, Susan"
https://d-nb.info/gnd/101263503,page_not_found,,,,,,,,"Sophia Eleonora, Braunschweig-Lüneburg, Herzogin"
https://d-nb.info/gnd/119057379,page_not_found,,,,,,,,"Sophie Elisabeth, Braunschweig-Lüneburg, Herzogin"
https://d-nb.info/gnd/118615688,page_found,Sophokles,3.4,821.0,1278.0,22.0,8.0,3.0,Sophocles
https://d-nb.info/gnd/118798065,page_not_found,,,,,,,,"Sorge, Reinhard Johannes"
https://d-nb.info/gnd/123731879,page_found,Corinna Soria,3.0,4.0,12.0,,,,"Soria, Corinna"
https://d-nb.info/gnd/118615769,page_found,Augustin Souchy,5.0,1.0,,,,,"Souchy, Augustin"
https://d-nb.info/gnd/119073218,page_found,Ludwig Soumagne,,,,,,,"Soumagne, Ludwig"
https://d-nb.info/gnd/121067874,page_found,Dietmar Sous,3.6,5.0,,1.0,,,"Sous, Dietmar"
https://d-nb.info/gnd/118822896,page_found,Jura Soyfer,4.0,1.0,,,,,"Soyfer, Jura"
https://d-nb.info/gnd/11912162X,page_not_found,,,,,,,,"Soyka, Otto"
https://d-nb.info/gnd/140917462,page_found,Luc Spada,4.0,8.0,,,,,"Spada, Luc"
https://d-nb.info/gnd/118798170,page_not_found,,,,,,,,"Spalatin, Georg"
https://d-nb.info/gnd/118751719,page_found,Johann Joachim Spalding,,,,,,,"Spalding, Johann Joachim"
https://d-nb.info/gnd/118751735,page_not_found,,,,,,,,"Spangenberg, August Gottlieb"
https://d-nb.info/gnd/119369958,page_not_found,,,,,,,,"Spangenberg, Cyriacus"
https://d-nb.info/gnd/123624878,page_not_found,,,,,,,,"Spangenberg, Johann"
https://d-nb.info/gnd/119066947,page_not_found,,,,,,,,"Spangenberg, Wolfhart"
https://d-nb.info/gnd/118615890,page_not_found,,,,,,,,"Spanheim, Ezechiel"
https://d-nb.info/gnd/117648914,page_not_found,,,,,,,,"Spanheim, Friedrich"
https://d-nb.info/gnd/117480967,page_not_found,,,,,,,,"Spanheim, Friedrich"
https://d-nb.info/gnd/115640290,page_found,Jens Sparschuh,3.5,90.0,137.0,10.0,2.0,2.0,"Sparschuh, Jens"
https://d-nb.info/gnd/117481718,page_found,Karl Spazier,,,,,,,"Spazier, Karl"
https://d-nb.info/gnd/1201244463,page_found,Kerstin Specht,,,,,,,"Specht, Kerstin"
https://d-nb.info/gnd/171037618,page_not_found,,,,,,,,"Specht, Richard"
https://d-nb.info/gnd/117482307,page_found,Diedrich Speckmann,,,,,,,"Speckmann, Diedrich"
https://d-nb.info/gnd/11861598X,page_found,Friedrich von Spee,4.2,6.0,14.0,,,,"Spee, Friedrich von"
https://d-nb.info/gnd/118616005,page_not_found,,,,,,,,"Speer, Daniel"
https://d-nb.info/gnd/117482684,page_not_found,,,,,,,,"Speidel, Ludwig"
https://d-nb.info/gnd/1049207335,page_not_found,,,,,,,,"Spelsberg, Dirk"
https://d-nb.info/gnd/118616099,page_not_found,,,,,,,,"Spener, Philipp Jakob"
https://d-nb.info/gnd/118751867,page_not_found,,,,,,,,"Spengler, Lazarus"
https://d-nb.info/gnd/118616110,page_found,Oswald Spengler,4.4,19.0,42.0,2.0,1.0,,"Spengler, Oswald"
https://d-nb.info/gnd/120038781,page_found,Tilman Spengler,3.6,36.0,55.0,1.0,,,"Spengler, Tilman"
https://d-nb.info/gnd/118751875,page_not_found,,,,,,,,"Speratus, Paulus"
https://d-nb.info/gnd/118616145,page_found,Manès Sperber,4.3,15.0,28.0,1.0,2.0,,"Sperber, Manès"
https://d-nb.info/gnd/118868918,page_found,August Sperl,,,,,,,"Sperl, August"
https://d-nb.info/gnd/119151839,page_found,Martin Sperr,4.5,2.0,,,,,"Sperr, Martin"
https://d-nb.info/gnd/1089429967,page_found,Monika Sperr,4.0,2.0,,,,,"Sperr, Monika"
https://d-nb.info/gnd/13239359X,page_found,Wilhelm Speyer,4.3,7.0,12.0,,,,"Speyer, Wilhelm"
https://d-nb.info/gnd/128380500,page_not_found,,,,,,,,"Spiegel, Jakob"
https://d-nb.info/gnd/118751980,page_found,Hilde Spiel,4.3,8.0,13.0,,,1.0,"Spiel, Hilde"
https://d-nb.info/gnd/118616196,page_found,Friedrich Spielhagen,4.0,1.0,,,,,"Spielhagen, Friedrich"
https://d-nb.info/gnd/117490067,page_found,Heinrich Spiero,,,,,,,"Spiero, Heinrich"
https://d-nb.info/gnd/118752006,page_not_found,,,,,,,,"Spies, Gerty"
https://d-nb.info/gnd/118961446,page_not_found,,,,,,,,"Spiess, Christian Heinrich"
https://d-nb.info/gnd/119164043,page_found,Karl Spindler,,,,,,,"Spindler, Karl"
https://d-nb.info/gnd/121221229,page_found,Jerry Spinelli,4.2,100.0,142.0,8.0,2.0,,"Spinelli, Jerry"
https://d-nb.info/gnd/120448289,page_found,Burkhard Spinnen,3.5,75.0,117.0,16.0,2.0,,"Spinnen, Burkhard"
https://d-nb.info/gnd/116997710,page_not_found,,,,,,,,"Spira, Mela"
https://d-nb.info/gnd/118890875,page_not_found,,,,,,,,"Spitta, Karl Johann Philipp"
https://d-nb.info/gnd/118616277,page_found,Carl Spitteler,4.0,1.0,,1.0,,,"Spitteler, Carl"
https://d-nb.info/gnd/102032600X,page_not_found,,,,,,,,"Spitzel, Gottlieb"
https://d-nb.info/gnd/119145162,page_found,Daniel Spitzer,,,,,,,"Spitzer, Daniel"
https://d-nb.info/gnd/17427484X,page_found,Alexander Spoerl,2.9,13.0,35.0,1.0,,,"Spoerl, Alexander"
https://d-nb.info/gnd/117484970,page_found,Heinrich Spoerl,4.2,146.0,239.0,3.0,3.0,,"Spoerl, Heinrich"
https://d-nb.info/gnd/118752197,page_found,Daniel Spoerri,,,,,,,"Spoerri, Daniel"
https://d-nb.info/gnd/118895680,page_found,Jürgen Spohn,1.0,1.0,,,,,"Spohn, Jürgen"
https://d-nb.info/gnd/136532845,page_found,Kirsten Spott,5.0,2.0,,,1.0,,"Spott, Kirsten"
https://d-nb.info/gnd/118616390,page_found,Eduard Spranger,,,,,,,"Spranger, Eduard"
https://d-nb.info/gnd/129742902,page_found,Günter Spranger,3.5,2.0,,,,,"Spranger, Günter"
https://d-nb.info/gnd/121297004,page_not_found,,,,,,,,"Spreng, Johann Jacob"
https://d-nb.info/gnd/119127628,page_not_found,,,,,,,,"Spreng, Johannes"
https://d-nb.info/gnd/118798316,page_not_found,,,,,,,,"Sprickmann, Anton Matthias"
https://d-nb.info/gnd/120085712,page_not_found,,,,,,,,"Springenschmid, Ingo"
https://d-nb.info/gnd/118841068,page_found,Karl Springenschmid,3.7,3.0,,,,,"Springenschmid, Karl"
https://d-nb.info/gnd/117479373,page_found,Anton Springer,,,,,,,"Springer, Anton"
https://d-nb.info/gnd/104221399,page_not_found,,,,,,,,"Springer, Balthasar"
https://d-nb.info/gnd/1013974565,page_found,Michael Springer,,,,,,,"Springer, Michael"
https://d-nb.info/gnd/142441007,page_not_found,,,,,,,,"Springer, Robert"
https://d-nb.info/gnd/118752340,page_found,Franz Spunda,2.7,3.0,11.0,1.0,,,"Spunda, Franz"
https://d-nb.info/gnd/118616455,page_found,Johanna Spyri,4.2,308.0,430.0,15.0,4.0,2.0,"Spyri, Johanna"
https://d-nb.info/gnd/119137062,page_found,Gerold Späth,4.7,22.0,11.0,,,1.0,"Späth, Gerold"
https://d-nb.info/gnd/121675777,page_not_found,,,,,,,,"Stabius, Johannes"
https://d-nb.info/gnd/117193828,page_not_found,,,,,,,,"Stach, Ilse von"
https://d-nb.info/gnd/110626095,page_found,Reiner Stach,4.7,43.0,67.0,12.0,5.0,,"Stach, Reiner"
https://d-nb.info/gnd/11861651X,page_found,Traugott von Stackelberg,,,,,,,"Stackelberg, Traugott von"
https://d-nb.info/gnd/107721708,page_found,Martin Stade,4.0,1.0,,,,,"Stade, Martin"
https://d-nb.info/gnd/118798367,page_found,Hans Staden,3.3,3.0,,,,,"Staden, Hans"
https://d-nb.info/gnd/117195421,page_not_found,,,,,,,,"Stadion, Emerich von"
https://d-nb.info/gnd/119390388,page_found,Arnold Stadler,3.7,114.0,139.0,22.0,2.0,2.0,"Stadler, Arnold"
https://d-nb.info/gnd/118616587,page_found,Ernst Stadler,4.5,4.0,,1.0,,,"Stadler, Ernst"
https://d-nb.info/gnd/11907947X,page_not_found,,,,,,,,"Staegemann, Friedrich August von"
https://d-nb.info/gnd/134600630,page_not_found,,,,,,,,"Staffell, Tim"
https://d-nb.info/gnd/118616641,page_not_found,,,,,,,,"Stahl, Friedrich Julius"
https://d-nb.info/gnd/118752561,page_not_found,,,,,,,,"Stahl, Georg Ernst"
https://d-nb.info/gnd/118798383,page_not_found,,,,,,,,"Stahl, Hermann"
https://d-nb.info/gnd/11875257X,page_found,Adolf Stahr,,,,,,,"Stahr, Adolf"
https://d-nb.info/gnd/118752588,page_found,Emil Staiger,4.5,13.0,36.0,3.0,1.0,,"Staiger, Emil"
https://d-nb.info/gnd/109460154,page_found,Heinz Stalder,,,,,,,"Stalder, Heinz"
https://d-nb.info/gnd/107515970,page_found,Reinhart Stalmann,4.5,2.0,,,,,"Stalmann, Reinhart"
https://d-nb.info/gnd/117206881,page_not_found,,,,,,,,"Stamford, Heinrich Wilhelm von"
https://d-nb.info/gnd/1204580014,page_not_found,,,,,,,,"Stamm, Carl"
https://d-nb.info/gnd/120821044,page_found,Peter Stamm,3.7,1200.0,1262.0,119.0,27.0,29.0,"Stamm, Peter"
https://d-nb.info/gnd/132082179,page_found,Saša Stanišić,4.1,793.0,1115.0,190.0,43.0,19.0,"Stanišić, Saša"
https://d-nb.info/gnd/118616803,page_not_found,,,,,,,,"Stapfer, Philipp Albert"
https://d-nb.info/gnd/138500371,page_not_found,,,,,,,,"Stapfer, Wilhelm"
https://d-nb.info/gnd/118798472,page_not_found,,,,,,,,"Staphylus, Friedrich"
https://d-nb.info/gnd/124685838,page_found,Johannes Staricius,,,,,,,"Staricius, Johannes"
https://d-nb.info/gnd/104196092,page_found,Gotthelf Wilhelm Christoph Starke,,,,,,,"Starke, Gotthelf Wilhelm Christoph"
https://d-nb.info/gnd/119436299,page_not_found,,,,,,,,"Staub, Herta"
https://d-nb.info/gnd/141991569,page_not_found,,,,,,,,"Staudacher, Michael"
https://d-nb.info/gnd/120683679,page_found,Wilhelm Staudacher,,,,,,,"Staudacher, Wilhelm"
https://d-nb.info/gnd/116299541,page_not_found,,,,,,,,"Stauf von der March, Ottokar"
https://d-nb.info/gnd/1052704662,page_not_found,,,,,,,,"Stauffer, Robert R."
https://d-nb.info/gnd/118752898,page_not_found,,,,,,,,"Staupitz, Johann von"
https://d-nb.info/gnd/122548248,page_found,Michael Stavarič,4.3,118.0,149.0,26.0,5.0,1.0,"Stavarič, Michael"
https://d-nb.info/gnd/118752901,page_found,Fritz Stavenhagen,,,,,,,"Stavenhagen, Fritz"
https://d-nb.info/gnd/133742695,page_found,Max Stebich,5.0,2.0,,,,,"Stebich, Max"
https://d-nb.info/gnd/117225290,page_not_found,,,,,,,,"Steegemann, Paul"
https://d-nb.info/gnd/118617036,page_found,Verena Stefan,3.9,11.0,24.0,4.0,,1.0,"Stefan, Verena"
https://d-nb.info/gnd/1046658042,page_not_found,,,,,,,,"Steffan, Albertus"
https://d-nb.info/gnd/118617060,page_found,Albert Steffen,3.0,1.0,,,,,"Steffen, Albert"
https://d-nb.info/gnd/118617087,page_found,Günter Steffens,5.0,1.0,,,,,"Steffens, Günter"
https://d-nb.info/gnd/118617109,page_not_found,,,,,,,,"Steffens, Henrik"
https://d-nb.info/gnd/117226807,page_not_found,,,,,,,,"Steffens, Johann Heinrich"
https://d-nb.info/gnd/118856170,page_found,Hermann Stegemann,4.0,1.0,,,,,"Stegemann, Hermann"
https://d-nb.info/gnd/128381817,page_not_found,,,,,,,,"Stegmann, Joachim"
https://d-nb.info/gnd/103752473X,page_not_found,,,,,,,,"Stegmann, Josua"
https://d-nb.info/gnd/107521695,page_found,Heinz Steguweit,5.0,2.0,,,,,"Steguweit, Heinz"
https://d-nb.info/gnd/118617133,page_found,Hermann Stehr,,,,,,,"Stehr, Hermann"
https://d-nb.info/gnd/118913840,page_not_found,,,,,,,,"Steigentesch, August von"
https://d-nb.info/gnd/119359421,page_found,Bruno Steiger,,,,,,,"Steiger, Bruno"
https://d-nb.info/gnd/1062756851,page_found,Dominik Steiger,,,,,,,"Steiger, Dominik"
https://d-nb.info/gnd/122220501,page_found,Otto Steiger,,,,,,,"Steiger, Otto"
https://d-nb.info/gnd/1047216825,page_found,Flavio Steimann,3.8,5.0,,,1.0,,"Steimann, Flavio"
https://d-nb.info/gnd/120570874,page_found,Benjamin Stein,4.2,91.0,132.0,,8.0,1.0,"Stein, Benjamin"
https://d-nb.info/gnd/118617222,page_found,Charlotte von Stein,,,,,,,"Stein, Charlotte von"
https://d-nb.info/gnd/118798588,page_not_found,,,,,,,,"Stein, Karl Heinrich von"
https://d-nb.info/gnd/118617273,page_not_found,,,,,,,,"Stein, Karl vom und zum"
https://d-nb.info/gnd/118617281,page_not_found,,,,,,,,"Stein, Lorenz von"
https://d-nb.info/gnd/129592358,page_found,Peter Steinbach,4.5,11.0,25.0,4.0,,,"Steinbach, Peter"
https://d-nb.info/gnd/118753126,page_not_found,,,,,,,,"Steinbach, Wendelin"
https://d-nb.info/gnd/117245976,page_not_found,,,,,,,,"Steinbart, Gotthilf Samuel"
https://d-nb.info/gnd/124941796,page_not_found,,,,,,,,"Steinbeck, Christoph Gottlieb"
https://d-nb.info/gnd/118617338,page_found,John Steinbeck,4.2,1465.0,1705.0,200.0,40.0,25.0,"Steinbeck, John"
https://d-nb.info/gnd/128637811,page_not_found,,,,,,,,"Steinberg, Carl"
https://d-nb.info/gnd/136577539,page_not_found,,,,,,,,"Steinberg, Salomon D."
https://d-nb.info/gnd/118818244,page_found,Werner Steinberg,3.7,3.0,10.0,,2.0,,"Steinberg, Werner"
https://d-nb.info/gnd/102121982,page_not_found,,,,,,,,"Steinbrüchel, Johann Jacob"
https://d-nb.info/gnd/118753177,page_found,Gisela Steineckert,4.1,15.0,22.0,,3.0,,"Steineckert, Gisela"
https://d-nb.info/gnd/117252077,page_found,Wolfram von den Steinen,3.0,1.0,,,,,"Steinen, Wolfram von den"
https://d-nb.info/gnd/118897497,page_found,Franz Baermann Steiner,,,,,,,"Steiner, Franz Baermann"
https://d-nb.info/gnd/119200244,page_found,George Steiner,3.9,22.0,55.0,6.0,4.0,,"Steiner, George"
https://d-nb.info/gnd/119228408,page_found,Jörg Steiner,4.0,20.0,28.0,5.0,,1.0,"Steiner, Jörg"
https://d-nb.info/gnd/118617443,page_found,Rudolf Steiner,4.7,124.0,56.0,6.0,2.0,3.0,"Steiner, Rudolf"
https://d-nb.info/gnd/12077822X,page_found,Heinrich Steinfest,3.9,699.0,707.0,105.0,20.0,15.0,"Steinfest, Heinrich"
https://d-nb.info/gnd/118753290,page_not_found,,,,,,,,"Steinheim, Salomon Ludwig"
https://d-nb.info/gnd/123961157,page_found,Ludwig Steinherr,4.0,3.0,,,,,"Steinherr, Ludwig"
https://d-nb.info/gnd/118150693,page_found,Andreas Steinhöfel,4.2,2724.0,2989.0,256.0,45.0,55.0,"Steinhöfel, Andreas"
https://d-nb.info/gnd/118617486,page_not_found,,,,,,,,"Steinhöwel, Heinrich"
https://d-nb.info/gnd/109034848,page_not_found,,,,,,,,"Steinke, Udo"
https://d-nb.info/gnd/121007456,page_not_found,,,,,,,,"Steinmann, Hans-Jürgen"
https://d-nb.info/gnd/1089918437,page_not_found,,,,,,,,Steinmar
https://d-nb.info/gnd/121632970,page_found,Angela Steinmüller,4.1,20.0,37.0,,2.0,1.0,"Steinmüller, Angela"
https://d-nb.info/gnd/121633039,page_found,Karlheinz Steinmüller,4.5,2.0,,,,1.0,"Steinmüller, Karlheinz"
https://d-nb.info/gnd/100562507,page_not_found,,,,,,,,"Steinsberg, Karl Franz Guolfinger von"
https://d-nb.info/gnd/115007121,page_found,Steinunn Sigurdardóttir,3.8,105.0,151.0,22.0,4.0,1.0,Steinunn Sigurðardóttir
https://d-nb.info/gnd/119106795,page_not_found,,,,,,,,"Steinwachs, Ginka"
https://d-nb.info/gnd/118753444,page_not_found,,,,,,,,"Stelzhamer, Franz"
https://d-nb.info/gnd/119316064,page_found,Robert Adolf Stemmle,3.0,1.0,,,,,"Stemmle, Robert Adolf"
https://d-nb.info/gnd/117270563,page_not_found,,,,,,,,"Stemplinger, Eduard"
https://d-nb.info/gnd/11861763X,page_not_found,,,,,,,,"Stenbock-Fermor, Alexander"
https://d-nb.info/gnd/118617648,page_found,Stendhal,4.0,184.0,385.0,50.0,15.0,8.0,Stendhal
https://d-nb.info/gnd/118617672,page_not_found,,,,,,,,"Stengel, Georg"
https://d-nb.info/gnd/119123878,page_not_found,,,,,,,,"Stengel, Stephan von"
https://d-nb.info/gnd/118617737,page_found,Niels Stensen,,,,,,,"Stensen, Niels"
https://d-nb.info/gnd/12048241X,page_found,Cora Stephan,4.3,210.0,251.0,20.0,4.0,2.0,"Stephan, Cora"
https://d-nb.info/gnd/117272698,page_found,Hanna Stephan,4.3,7.0,,,,,"Stephan, Hanna"
https://d-nb.info/gnd/104104376,page_not_found,,,,,,,,"Stephan, von Dorpat"
https://d-nb.info/gnd/118617788,page_not_found,,,,,,,,"Stephan, von Landskron"
https://d-nb.info/gnd/120667940,page_found,Claus Stephani,4.1,8.0,15.0,,1.0,,"Stephani, Claus"
https://d-nb.info/gnd/118753533,page_not_found,,,,,,,,"Stephani, Clemens"
https://d-nb.info/gnd/119545799,page_not_found,,,,,,,,"Stephanie, Gottlieb"
https://d-nb.info/gnd/121927377,page_found,Beat Sterchi,4.1,9.0,20.0,,2.0,,"Sterchi, Beat"
https://d-nb.info/gnd/110700805,page_found,Adolf Stern,,,,,,,"Stern, Adolf"
https://d-nb.info/gnd/1243891831,page_found,Carola Stern,4.0,67.0,110.0,5.0,1.0,,"Stern, Carola"
https://d-nb.info/gnd/121516245,page_not_found,,,,,,,,"Stern, Gerson"
https://d-nb.info/gnd/119559439,page_found,Horst Stern,4.0,21.0,44.0,,3.0,,"Stern, Horst"
https://d-nb.info/gnd/107530147,page_not_found,,,,,,,,"Stern, Josef Luitpold"
https://d-nb.info/gnd/120958422,page_found,Ludwig Sternaux,4.3,7.0,,1.0,,,"Sternaux, Ludwig"
https://d-nb.info/gnd/119087626,page_found,Leo Sternberg,4.0,1.0,,,,,"Sternberg, Leo"
https://d-nb.info/gnd/118617931,page_found,Dolf Sternberger,4.5,4.0,,1.0,,1.0,"Sternberger, Dolf"
https://d-nb.info/gnd/11861794X,page_found,Laurence Sterne,4.0,60.0,163.0,18.0,8.0,3.0,"Sterne, Laurence"
https://d-nb.info/gnd/118617958,page_found,Carl Sternheim,3.1,14.0,21.0,1.0,,,"Sternheim, Carl"
https://d-nb.info/gnd/118753665,page_not_found,,,,,,,,"Stetten, Paul von, der Jüngere"
https://d-nb.info/gnd/101222548,page_found,Julius Stettenheim,3.0,1.0,,,,,"Stettenheim, Julius"
https://d-nb.info/gnd/118977113,page_not_found,,,,,,,,"Steub, Ludwig"
https://d-nb.info/gnd/139733817,page_not_found,,,,,,,,"Steube, Johann Kaspar"
https://d-nb.info/gnd/118753681,page_found,Fritz Steuben,4.0,20.0,16.0,,,,"Steuben, Fritz"
https://d-nb.info/gnd/118753711,page_found,Robert Louis Stevenson,4.0,1880.0,2742.0,218.0,47.0,9.0,"Stevenson, Robert Louis"
https://d-nb.info/gnd/119035936,page_not_found,,,,,,,,"Stibill, Rudolf"
https://d-nb.info/gnd/119268108,page_not_found,,,,,,,,"Stiblin, Caspar"
https://d-nb.info/gnd/122156021,page_not_found,,,,,,,,"Stiborius, Andreas"
https://d-nb.info/gnd/118755269,page_found,Emanuel Stickelberger,,,,,,,"Stickelberger, Emanuel"
https://d-nb.info/gnd/130573035,page_not_found,,,,,,,,"Stieff, Christian"
https://d-nb.info/gnd/100792553,page_not_found,,,,,,,,"Stieglitz, Christian Ludwig"
https://d-nb.info/gnd/119396289,page_not_found,,,,,,,,"Stieglitz, Heinrich Wilhelm August"
https://d-nb.info/gnd/118618113,page_found,Karl Stieler,4.0,1.0,,,,,"Stieler, Karl"
https://d-nb.info/gnd/118618121,page_not_found,,,,,,,,"Stieler, Kaspar von"
https://d-nb.info/gnd/1055444084,page_not_found,,,,,,,,"Stieröxel, István"
https://d-nb.info/gnd/118755323,page_not_found,,,,,,,,"Stifel, Michael"
https://d-nb.info/gnd/118618156,page_found,Adalbert Stifter,3.6,236.0,389.0,16.0,13.0,4.0,"Stifter, Adalbert"
https://d-nb.info/gnd/104318864,page_not_found,,,,,,,,"Stigel, Johann"
https://d-nb.info/gnd/107732904,page_found,Klaus Stiller,3.3,3.0,,,,,"Stiller, Klaus"
https://d-nb.info/gnd/139943501,page_not_found,,,,,,,,"Stilling, Heinrich"
https://d-nb.info/gnd/118755366,page_not_found,,,,,,,,"Stimmer, Tobias"
https://d-nb.info/gnd/118798928,page_found,Julius Stinde,4.0,1.0,,1.0,,,"Stinde, Julius"
https://d-nb.info/gnd/118618261,page_found,Max Stirner,3.8,9.0,25.0,1.0,3.0,,"Stirner, Max"
https://d-nb.info/gnd/10041267X,page_not_found,,,,,,,,"Stockfleth, Heinrich Arnold"
https://d-nb.info/gnd/118010832,page_not_found,,,,,,,,"Stockfleth, Katharina Maria"
https://d-nb.info/gnd/117261637,page_not_found,,,,,,,,"Stockhausen, Johann Christoph"
https://d-nb.info/gnd/118618342,page_found,Juliana von Stockhausen,,,,,,,"Stockhausen, Juliana von"
https://d-nb.info/gnd/124681255,page_not_found,,,,,,,,"Stockmann, Ernst"
https://d-nb.info/gnd/117264520,page_found,Francisca Stoecklin,5.0,1.0,,,,,"Stoecklin, Francisca"
https://d-nb.info/gnd/118798987,page_found,Otto Stoessl,4.0,1.0,,,,,"Stoessl, Otto"
https://d-nb.info/gnd/119101270,page_not_found,,,,,,,,"Stolberg-Stolberg, Agnes zu"
https://d-nb.info/gnd/118755544,page_not_found,,,,,,,,"Stolberg-Stolberg, Christian zu"
https://d-nb.info/gnd/118755552,page_not_found,,,,,,,,"Stolberg-Stolberg, Friedrich Leopold zu"
https://d-nb.info/gnd/117267813,page_not_found,,,,,,,,"Stolberg-Stolberg, Katharina zu"
https://d-nb.info/gnd/1021175439,page_found,Heinrich Alexander Stoll,3.5,13.0,16.0,,1.0,,"Stoll, Heinrich Alexander"
https://d-nb.info/gnd/104196238,page_not_found,,,,,,,,"Stoll, Johann Ludwig"
https://d-nb.info/gnd/117286877,page_not_found,,,,,,,,"Stolle, Ferdinand"
https://d-nb.info/gnd/129918490,page_not_found,,,,,,,,"Stolle, Gottlieb"
https://d-nb.info/gnd/118799002,page_not_found,,,,,,,,"Stolle, der Alte"
https://d-nb.info/gnd/120966425,page_found,Armin Stolper,,,,,,,"Stolper, Armin"
https://d-nb.info/gnd/120651335,page_found,Ulf Stolterfoht,4.5,4.0,,1.0,,,"Stolterfoht, Ulf"
https://d-nb.info/gnd/116002468,page_not_found,,,,,,,,"Stolterfoth, Adelheid von"
https://d-nb.info/gnd/11861861X,page_not_found,,,,,,,,"Stoltze, Adolf"
https://d-nb.info/gnd/118618628,page_found,Friedrich Stoltze,,,,,1.0,,"Stoltze, Friedrich"
https://d-nb.info/gnd/124724175,page_not_found,,,,,,,,"Stoltzius von Stoltzenberg, Daniel"
https://d-nb.info/gnd/118618644,page_not_found,,,,,,,,"Stolz, Alban"
https://d-nb.info/gnd/119538857,page_not_found,,,,,,,,"Stolze, Alfred Otto"
https://d-nb.info/gnd/118618679,page_found,Victor Otto Stomps,,,,,,,"Stomps, Victor Otto"
https://d-nb.info/gnd/118618695,page_found,Tom Stoppard,3.9,50.0,72.0,2.0,1.0,,"Stoppard, Tom"
https://d-nb.info/gnd/117289000,page_not_found,,,,,,,,"Stoppe, Daniel"
https://d-nb.info/gnd/117289337,page_not_found,,,,,,,,"Storch, Ludwig"
https://d-nb.info/gnd/118618725,page_found,Theodor Storm,3.5,1498.0,2178.0,69.0,31.0,10.0,"Storm, Theodor"
https://d-nb.info/gnd/131729039,page_found,Claudia Storz,3.0,1.0,,,,,"Storz, Claudia"
https://d-nb.info/gnd/1243891858,page_found,Gerhard Storz,,,,,,,"Storz, Gerhard"
https://d-nb.info/gnd/120847868,page_found,Oliver Storz,4.1,26.0,45.0,6.0,,,"Storz, Oliver"
https://d-nb.info/gnd/119116553,page_not_found,,,,,,,,"Stosch, Friedrich Wilhelm von"
https://d-nb.info/gnd/11730493X,page_not_found,,,,,,,,"Stowasser, Josef M."
https://d-nb.info/gnd/119543583,page_not_found,,,,,,,,"Stoy, Johann Sigmund"
https://d-nb.info/gnd/118618814,page_not_found,,,,,,,,"Strachwitz, Moritz von"
https://d-nb.info/gnd/123775655,page_found,Rudi Strahl,3.4,5.0,13.0,,,,"Strahl, Rudi"
https://d-nb.info/gnd/118618830,page_found,August Stramm,4.5,6.0,,,,,"Stramm, August"
https://d-nb.info/gnd/118618865,page_not_found,,,,,,,,"Stranitzky, Joseph Anton"
https://d-nb.info/gnd/118816594,page_not_found,,,,,,,,"Strasser, Charlot"
https://d-nb.info/gnd/117309087,page_found,Rudolf Stratz,3.0,1.0,,,,,"Stratz, Rudolf"
https://d-nb.info/gnd/119200309,page_found,Hanne Straube,,,,,,,"Straube, Hanne"
https://d-nb.info/gnd/118755846,page_found,Emil Strauss,3.8,6.0,11.0,1.0,,,"Strauss, Emil"
https://d-nb.info/gnd/11861911X,page_found,Richard Strauss,3.2,5.0,10.0,,2.0,,"Strauss, Richard"
https://d-nb.info/gnd/118630954,page_not_found,,,,,,,,"Strauß und Torney, Lulu von"
https://d-nb.info/gnd/118755897,page_not_found,,,,,,,,"Strauß und Torney, Victor von"
https://d-nb.info/gnd/118619047,page_found,Botho Strauß,3.6,133.0,222.0,18.0,4.0,1.0,"Strauß, Botho"
https://d-nb.info/gnd/118619055,page_found,David Friedrich Strauß,,,,1.0,,,"Strauß, David Friedrich"
