GND,SchulLeselisten_Autor,SchulLeselisten_Baden-Württemberg,SchulLeselisten_Sachsen-Anhalt,SchulLeselisten_Hessen,SchulLeselisten_Hamburg,SchulLeselisten_Niedersachsen,SchulLeselisten_Rheinland-Pfalz,SchulLeselisten_Bayern,SchulLeselisten_Sachsen,SchulLeselisten_Saarland,SchulLeselisten_Mecklenburg-Vorpommern,SchulLeselisten_Bremen,SchulLeselisten_Brandenburg,SchulLeselisten_Nordrhein-Westfalen,SchulLeselisten_Summe
https://d-nb.info/gnd/118612301,Schwitters,0.0027100271002710027,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.006678281068524971
https://d-nb.info/gnd/119223104,Schädlich,0.0027100271002710027,0.0,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004502141795611505
https://d-nb.info/gnd/123295432,Schäuble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0125
https://d-nb.info/gnd/119013517,Schütz,0.0,0.0,0.003436426116838488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003436426116838488
https://d-nb.info/gnd/132080362,Scott,0.0,0.002652519893899204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002652519893899204
https://d-nb.info/gnd/119310007,Sebald,0.0027100271002710027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027100271002710027
https://d-nb.info/gnd/131400029,Seethaler,0.0,0.0,0.0,0.0,0.0035842293906810036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035842293906810036
https://d-nb.info/gnd/118612743,Seghers,0.0027100271002710027,0.005305039787798408,0.006872852233676976,0.0,0.0035842293906810036,0.006622516556291391,0.007936507936507936,0.0,0.0,0.0125,0.0,0.0,0.0,0.045531173005226716
https://d-nb.info/gnd/120651106,Seiler,0.0,0.0,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017921146953405018
https://d-nb.info/gnd/118613170,Semprún,0.0,0.0,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017921146953405018
https://d-nb.info/gnd/118613480,Seume,0.0,0.0,0.003436426116838488,0.0,0.0017921146953405018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005228540812178989
https://d-nb.info/gnd/118613723,Shakespeare,0.005420054200542005,0.010610079575596816,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0125,0.03333333333333333,0.0,0.0,0.07349137408621634
https://d-nb.info/gnd/118642375,Shaw,0.0027100271002710027,0.002652519893899204,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.016990453970914393
https://d-nb.info/gnd/118569643,She,0.0027100271002710027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027100271002710027
https://d-nb.info/gnd/11879695X,Shelley,0.0027100271002710027,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.006678281068524971
https://d-nb.info/gnd/118765396,Sillitoe,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968
