,GND,searchphrase,BDSL_hits_2000_all
5207,118715771,Michail Krausnick,10.0
5208,118715895,Georg Kreisler,29.0
5209,118715917,Max Kretzer,9.0
5210,11871595X,Ernst Kreuder,20.0
5211,118716158,Ǧalāl-ad-Dīn Rūmī,8.0
5212,118716328,Francisco García Pavón,0.0
5213,118716573,John Gay,11.0
5214,118716735,Aulus Gellius,0.0
5215,118716778,Otto H. von Gemmingen,5.0
5216,118716824,Jaspar von Gennep,0.0
5217,11871709X,Wigand Gerstenberg,0.0
5218,118717146,Johann Matthias Gesner,0.0
5219,118717758,Johann Wilhelm Ludwig Gleim,117.0
5220,11871788X,Karl Goedeke,23.0
5221,11871791X,Cornelia Goethe,19.0
5222,118717936,Emil Gött,2.0
5223,118718215,René Goscinny,0.0
5224,118718282,August Siegfried von Goue,2.0
5225,118718355,Friedrich David Gräter,1.0
5226,118718622,Georg Greflinger,15.0
5227,118718983,Julius Grosse,2.0
5228,118719033,Anastasius Grün,28.0
5229,118719130,Spirensis Gualterus,0.0
5230,118719254,Carl Guesmer,0.0
5231,118719475,Ludwig Gumplowicz,1.0
5232,118719491,Hanns von Gumppenberg,4.0
5233,118719793,Viktor Hadwiger,4.0
5234,118719823,Ludwig Hätzer,0.0
5235,118719831,Clara Hätzler,15.0
5236,11871984X,Ludwig Häusser,1.0
5237,118720074,Friedrich Halm,9.0
5238,118720155,Claus Hammel,1.0
5239,118720309,Eberhard Werner Happel,36.0
5240,118720392,Jakob Haringer,6.0
5241,11872052X,Julius Hart,13.0
5242,118720708,Uwe Kant,4.0
5243,118720767,Der Kanzler,8.0
5244,118720805,Gottfried Kapp,2.0
5245,118720856,König  England Karl I.,1.0
5246,118720961,Erzbischof  Mainz Karl Theodor,5.0
5247,118720996,Samuel Karoch von Lichtenberg,2.0
5248,118721399,Wolfgang Kayser,7.0
5249,118721402,Friedrich Kayssler,1.0
5250,118722026,Ottokar Kernstock,1.0
5251,118722077,Johannes Kessler,0.0
5252,118722123,Irmgard Keun,232.0
5253,118722158,Hermann Keyserling,26.0
5254,118722735,Jochen Gerz,1.0
5255,118723073,Adolf Kussmaul,0.0
5256,118723081,Anton Kippenberg,42.0
5257,118723138,Bodo Kirchhoff,71.0
5258,118723286,Dietrich Kittner,2.0
5259,118723324,Johann Klaj,44.0
5260,118723499,Ewald Christian von Kleist,33.0
5261,11872357X,Susanna Katharina von Klettenberg,5.0
5262,118723863,Christian Knorr von Rosenroth,88.0
5263,118724010,Joseph Anton Koch,0.0
5264,11872410X,Theodor Koch-Grünberg,2.0
5265,118724282,Gottfried Kölwel,7.0
5266,118724428,Adam Krieger,0.0
5267,11872472X,Herman Anders Krüger,0.0
5268,118724762,James Krüss,31.0
5269,118724789,Friedrich Adolf Krummacher,1.0
5270,118724835,Hinrich Kruse,4.0
5271,118724940,Hermann Werner Kubsch,0.0
5272,118724959,Christian Kuchimaister,0.0
5273,118725092,Hermann Kükelhaus,0.0
5274,118725106,Hugo Kükelhaus,1.0
5275,11872522X,Quirinus Kuhlmann,11.0
5276,118725289,Konrad Kujau,0.0
5277,11872536X,Johannes Kunckel,2.0
5278,118725564,Alfred Kurella,11.0
5279,118725599,Carl Heinz Kurz,0.0
5280,118725602,Joseph Felix von Kurz,7.0
5281,11872567X,Manfred Kyber,3.0
5282,118725939,Madame de Lafayette,1.0
5283,118725947,August Heinrich Julius Lafontaine,27.0
5284,118725971,Paul de Lagarde,3.0
5285,118726005,Selma Lagerlöf,6.0
5286,118726102,Julien Offray de La Mettrie,8.0
5287,118726285,Karl Heinrich von Lang,0.0
5288,118726323,Siegfried Lang,8.0
5289,11872634X,Julius Langbehn,10.0
5290,118726374,Hartmut Lange,79.0
5291,118726420,Albert Langen,8.0
5292,118726617,Ernst von Lasaulx,0.0
5293,118726692,Friedrich Christian Laukhard,27.0
5294,118726714,Johann Lauremberg,3.0
5295,118726765,von Schnüffis Laurentius,5.0
5296,118726870,Wolfgang Lazius,1.0
5297,118727265,Johann Leisentritt,2.0
5298,118727559,Rudolf Leonhard,20.0
5299,118727699,Carl Richard Lepsius,1.0
5300,11872780X,Theodor Lessing,61.0
5301,118727869,Heinrich Leuthold,2.0
5302,118728024,Friedrich von der Leyen,1.0
5303,118728245,Rochus von Liliencron,1.0
5304,118728326,Johannes Limnäus,0.0
5305,118728350,Jakov Lind,29.0
5306,118728601,Wolf Littmann,0.0
5307,118728733,Graf von  Otto Heinrich Loeben,4.0
5308,118728784,Wilhelm Löhe,0.0
5309,118728814,Oskar Loerke,42.0
5310,118728830,Valentin Ernst Löscher,2.0
5311,11872889X,Friedrich von Logau,42.0
5312,118729101,Loriot,46.0
5313,11872911X,Hieronymus Lorm,5.0
5314,118729195,Petrus Lotichius,7.0
5315,118729306,Ernst Lubitsch,1.0
5316,118729578,Karl Lueger,4.0
5317,118729624,Therese von Lützow,7.0
5318,118729977,Marshall McLuhan,7.0
5319,118730312,Rudolf Majut,0.0
5320,118730436,Louis Malle,0.0
5321,118730606,Mandeville John,3.0
5322,118730703,Georges Manolescu,6.0
5323,118730789,Sándor Márai,9.0
5324,118730800,Pilgram Marbeck,0.0
5325,118731092,E. Marlitt,54.0
5326,118731319,von Cochem Martin,8.0
5327,118731378,Fritz Martini,4.0
5328,118731696,Johannes Mathesius,2.0
5329,118731785,Hisako Matsubara,1.0
5330,118731866,Leo Matthias,1.0
5331,118731890,Friedrich von Matthisson,23.0
5332,118732048,Georg Maurer,8.0
5333,118732323,Hansjörg Mayer,0.0
5334,118732382,Rosa Mayreder,16.0
5335,118732404,Friederike Mayröcker,331.0
5336,118732439,von Hackeborn Mechthild,12.0
5337,118732579,Ludwig Meidner,16.0
5338,118732641,Julius Meier-Graefe,8.0
5339,118732692,Wilhelm Meinhold,16.0
5340,118732773,Meister des Bartholomäusaltars,0.0
5341,118733028,Emil Merker,2.0
5342,118733230,Karl Hartwig Gregor von Meusebach,4.0
5343,118733281,Eduard Meyer,4.0
5344,118733389,Heinrich Meyer,61.0
5345,11873377X,Adam Mickiewicz,50.0
5346,118734423,Arthur Moeller van den Bruck,9.0
5347,118734466,Horst Mönnich,2.0
5348,118734598,Ferenc Molnár,4.0
5349,118734601,Walter von Molo,17.0
5350,118734687,Erik Neutsch,13.0
5351,118734776,Ernst Elias Niebergall,14.0
5352,118734784,Carsten Niebuhr,4.0
5353,118734865,Friedrich Immanuel Niethammer,10.0
5354,118735225,Theodor Mundt,20.0
5355,118735241,Mia Munier-Wroblewska,3.0
5356,118735365,Johann Karl August Musäus,31.0
5357,118735411,Conradus Mutianus Rufus,4.0
5358,118735543,Hermann Nitsch,10.0
5359,11873556X,Gandavensis Nivardus,3.0
5360,118735780,Jacob Hermann Obereit,6.0
5361,118735969,Kenzaburō Ōe,4.0
5362,118736256,Adam Olearius,19.0
5363,118736396,Johannes Oporinus,1.0
5364,118736450,Heinrich Albert Oppermann,31.0
5365,118736728,Jorge de Montemayor,0.0
5366,118737074,Friedrich Carl von Moser,3.0
5367,118737104,Johann Jacob Moser,5.0
5368,118737147,Johann Lorenz von Mosheim,8.0
5369,118737163,Johann Most,1.0
5370,118737325,Hans Mühlestein,1.0
5371,118737503,Johann Heinrich Friedrich Müller,6.0
5372,118737627,Wolfgang Müller von Königswinter,3.0
5373,118737732,Fritz Müller-Partenkirchen,0.0
5374,118737740,Hans Müller-Schlösser,0.0
5375,118737775,Adolph Müllner,8.0
5376,118737805,Josef Nadler,24.0
5377,118737929,V. S. Naipaul,4.0
5378,118737988,Johan Narhamer,1.0
5379,118738011,Eckart von Naso,0.0
5380,118738178,Friedrich Naumann,2.0
5381,118738267,Otto Nebel,9.0
5382,118738577,Friederike Caroline Neuber,11.0
5383,118738607,Wilhelm Ehrenfried Neugebauer,0.0
5384,118738763,von Botenlauben Otto,3.0
5385,11873881X,Karl Otto,79.0
5386,118738836,von Steiermark Ottokar,17.0
5387,118739050,Johann Philipp Palm,0.0
5388,118739131,Oskar Panizza,75.0
5389,118739166,Rudolf Pannwitz,49.0
5390,118739581,Christian Franz Paullini,0.0
5391,118739786,Rudolf Pechel,4.0
5392,118739867,Conrad Pellicanus,1.0
5393,118739883,Albrecht Penck,0.0
5394,118739913,Ernst Penzoldt,10.0
5395,118740008,Charles Perrault,35.0
5396,118740083,Leo Perutz,157.0
5397,118740636,Will-Erich Peuckert,11.0
5398,118740644,Thomas Peuntner,5.0
5399,118740652,Konrad Peutinger,26.0
5400,118740709,Gottlieb Konrad Pfeffel,26.0
5401,118740776,Franz Pfeiffer,4.0
5402,118740792,Ida Pfeiffer,26.0
5403,118740806,Johannes Pfeiffer,0.0
5404,118741071,Helmuth Plessner,50.0
5405,118741160,Benno Pludra,7.0
5406,118741292,Gian Francesco Poggio Bracciolini,7.0
5407,118741322,Gerhart Pohl,14.0
5408,118741632,Christian Heinrich Postel,1.0
5409,118741640,Chlodwig Poth,2.0
5410,118741713,Michael Praetorius,0.0
5411,11874190X,J. B. Priestley,1.0
5412,118742019,Peter Prosch,5.0
5413,118742108,Stanisław Przybyszewski,30.0
5414,118742337,Max Picard,8.0
5415,118742353,Adolf Pichler,4.0
5416,118742361,Caroline Pichler,23.0
5417,118742418,Giovanni Pico della Mirandola,6.0
5418,118742507,Ludwig Pietsch,7.0
5419,118742647,Kurt Pinthus,15.0
5420,118742892,Jakob Püterich von Reichertshausen,2.0
5421,11874304X,János László Pyrker,8.0
5422,118743112,Johann Andreas Quenstedt,0.0
5423,118743139,Georg Queri,10.0
5424,11874318X,Ludwig Quidde,2.0
5425,118743368,Gottlieb Wilhelm Rabener,21.0
5426,118743627,Elisa von der Recke,53.0
5427,118743759,Edwin Redslob,0.0
5428,11874383X,Jakob Regnart,2.0
5429,118743864,Franz Rehbein,0.0
5430,11874402X,Benno Reifenberg,4.0
5431,118744070,Brigitte Reimann,87.0
5432,118744089,Hans Reimann,3.0
5433,118744119,Reimmichl,3.0
5434,118744143,Eduard Reinacher,4.0
5435,118744224,Karl Friedrich Reinhard,2.0
5436,118744275,Karl Reinhardt,0.0
5437,118744364,Gregor Reisch,1.0
5438,118744453,Ludwig Rellstab,8.0
5439,118744658,Johannes Reuchlin,121.0
5440,118744690,Christian Reuter,30.0
5441,118744712,Gabriele Reuter,42.0
5442,118745085,Ferdinand von Richthofen,3.0
5443,118745093,Frieda von Richthofen Lawrence,0.0
5444,118745220,Rienzo Cola,5.0
5445,118745247,Adam Ries,4.0
5446,118745263,Gabriel Riesser,0.0
5447,11874528X,Ernst Rietschel,0.0
5448,118745425,Johann Rist,88.0
5449,11874545X,Gerhard Ritter,0.0
5450,118745468,Johann Wilhelm Ritter,22.0
5451,118745492,Tadeusz Rittner,12.0
5452,11874559X,Friedrich Eberhard von Rochow,9.0
5453,11874562X,Alexander Roda Roda,13.0
5454,118746057,Richard Billinger,19.0
5455,118746278,Marie Eugenie Delle Grazie,15.0
5456,118746375,Jeannie Ebner,3.0
5457,118746502,Heinz Friedrich,57.0
5458,118746693,Jutta Heinrich,3.0
5459,118746901,Mirko Jelusich,3.0
5460,118747010,Marie-Thérèse Kerschbaumer,28.0
5461,118747436,Erika Mann,134.0
5462,118747509,Ernst Meister,111.0
5463,118747525,Menander,7.0
5464,118747622,Joachim Münsinger von Frundeck,0.0
5465,118747681,Cornelius Nepos,0.0
5466,118747703,Ḥayim Nol,15.0
5467,118747827,Leonie Ossowski,14.0
5468,11874805X,Walter Rheiner,5.0
5469,118748165,Johann Caspar Schade,0.0
5470,118748173,Wolfgang Schadewaldt,8.0
5471,118748246,Willi Schäferdiek,0.0
5472,118748270,Albrecht Schaeffer,6.0
5473,118748386,Jakob Schaffner,5.0
5474,118748416,Joseph Schaitberger,0.0
5475,118748440,Johannes Sleidanus,1.0
5476,118748556,Patti Smith,3.0
5477,118748785,Karl Wilhelm Ferdinand Solger,19.0
5478,118748793,M. Solitaire,7.0
5479,118748912,Erwin Herbert Rainalter,2.0
5480,118749250,Karl von Raumer,3.0
5481,118749323,Ulrich Rauscher,0.0
5482,118749358,Leonhard Rauwolf,1.0
5483,118749544,Georg Rollenhagen,20.0
5484,118749870,Ferdinand Rosner,1.0
5485,118749935,Eugen Roth,7.0
5486,118750356,Merswin Rulman,9.0
5487,118750526,Max Rychner,8.0
5488,118750607,Gustav Sack,5.0
5489,118750712,Françoise Sagan,1.0
5490,118750747,Hans Sahl,67.0
5491,11875078X,George Saiko,29.0
5492,118750844,Johannes Salat,1.0
5493,118750852,Jakob Salat,0.0
5494,118751069,Johannes Sambucus,0.0
5495,118751409,Bartholomäus Sastrow,0.0
5496,118751433,Werner Sombart,4.0
5497,118751506,Susan Sontag,22.0
5498,118751719,Johann Joachim Spalding,55.0
5499,118751735,August Gottlieb Spangenberg,0.0
5500,118751867,Lazarus Spengler,3.0
5501,118751875,Paulus Speratus,0.0
5502,118751980,Hilde Spiel,59.0
5503,118752006,Gerty Spies,4.0
5504,118752197,Daniel Spoerri,4.0
5505,118752340,Franz Spunda,16.0
5506,118752561,Georg Ernst Stahl,2.0
5507,11875257X,Adolf Stahr,10.0
5508,118752588,Emil Staiger,58.0
5509,118752758,Wilhelm Stapel,5.0
5510,118752898,Johann von Staupitz,2.0
5511,118752901,Fritz Stavenhagen,4.0
5512,118753126,Wendelin Steinbach,0.0
5513,118753177,Gisela Steineckert,1.0
5514,118753290,Salomon Ludwig Steinheim,4.0
5515,118753444,Franz Stelzhamer,24.0
5516,118753533,Clemens Stephani,1.0
5517,118753665,der Jüngere  Paul von Stetten,0.0
5518,118753681,Fritz Steuben,2.0
5519,118753711,Robert Louis Stevenson,10.0
5520,118753932,Rudolf Tarnow,3.0
5521,118754076,Edzard Schaper,20.0
5522,118754114,Adam Scharrer,6.0
5523,118754149,Kaspar Schatzgeyer,0.0
5524,118754173,Ruth Schaumann,11.0
5525,118754211,Hartmann Schedel,34.0
5526,118754262,Karl Scheffler,3.0
5527,118754319,Johann Adolph Scheibe,0.0
5528,118754351,Philipp Scheidemann,0.0
5529,118754386,Caspar Scheidt,2.0
5530,118754408,Johann Hermann Schein,0.0
5531,118754599,Max von Schenkendorf,3.0
5532,118754734,Sebastian Schertlin von Burtenbach,0.0
5533,118754823,Erich Scheurmann,1.0
5534,118754866,Gottlieb Schick,2.0
5535,118754882,Hans Schiebelhuth,5.0
5536,118755005,der Ältere  Diebold Schilling,1.0
5537,118755145,Heinrich Schirmbeck,47.0
5538,118755269,Emanuel Stickelberger,1.0
5539,118755323,Michael Stifel,1.0
5540,118755366,Tobias Stimmer,2.0
5541,118755455,Helene Stöcker,3.0
5542,118755501,Klaus Störtebeker,4.0
5543,118755544,Christian zu Stolberg-Stolberg,3.0
5544,118755552,Friedrich Leopold zu Stolberg-Stolberg,49.0
5545,118755846,Emil Strauss,7.0
5546,118755897,Victor von Strauß und Torney,2.0
5547,118755978,Thomas Strittmatter,5.0
5548,118756044,Friedrich Armand Strubberg,8.0
5549,118756141,Johann Wilhelm von Stubenberg,5.0
5550,118756249,Otto von Taube,11.0
5551,11875629X,Rudolf von Tavel,0.0
5552,118756532,Johann Nicolaus Tetens,2.0
5553,118756540,Lisa Tetzner,23.0
5554,118756702,Albert Vigoleis Thelen,95.0
5555,118757075,Frank Thiess,23.0
5556,118757083,Merseburgensis Thietmarus,23.0
5557,118757199,August Tholuck,2.0
5558,118757261,Dylan Thomas,6.0
5559,118757377,von Ringoltingen Thüring,117.0
5560,118757407,James Thurber,0.0
5561,118757555,Johannes Stumpf,0.0
5562,118757601,Julius Sturm,1.0
5563,118757695,Wilhelm E. Süskind,5.0
5564,118757725,von Trimberg Süßkind,9.0
5565,118757733,Joseph Süß-Oppenheimer,12.0
5566,118757997,Carl Gottlieb Svarez,0.0
5567,118758144,Gerhard Szczesny,1.0
5568,118758160,Bertha Zuckerkandl,15.0
5569,118758292,Clemens Timpler,0.0
5570,118758403,Volker von Törne,1.0
5571,11875856X,Ernst Schnabel,10.0
5572,118758675,Peter Schneider,109.0
5573,118758721,Robert Wolfgang Schnell,3.0
5574,118758926,Karl Schönherr,11.0
5575,118759035,Hans Scholz,25.0
5576,118759108,Greta Schoon,0.0
5577,118759302,August Schleicher,3.0
5578,118759523,Christoph von Schmid,18.0
5579,11875968X,Julian Schmidt,12.0
5580,118759965,Benjamin Schmolck,3.0
5581,118760041,Georg Schweinfurth,1.0
5582,11876005X,Hans von Schweinichen,1.0
5583,118760092,Johann Baptist von Schweitzer,0.0
5584,118760130,Lazarus von Schwendi,0.0
5585,118760289,Abraham Scultetus,2.0
5586,118760343,Veit Ludwig von Seckendorff,2.0
5587,118760602,Heinrich Wolfgang Seidel,1.0
5588,118760629,Ina Seidel,25.0
5589,118760653,Louise Caroline Sophie Seidler,6.0
5590,11876070X,Johannes Tralow,0.0
5591,118760998,Margarethe von Trotta,10.0
5592,118761331,Valentin Ickelsamer,4.0
5593,118761609,Max Raphael,2.0
5594,118761897,Werner Schröder,30.0
5595,118761927,Rolf Schroers,7.0
5596,118762109,Levin Schücking,26.0
5597,118762176,Wilhelm von Schütz,1.0
5598,118762230,Heinrich von Schullern,1.0
5599,11876229X,Franz Albert Schultz,0.0
5600,118762648,Johann Gottlieb Schummel,6.0
5601,118762672,Johann Balthasar Schupp,7.0
5602,118762710,Wilhelm Schussen,2.0
5603,118762745,Gustav Schwab,22.0
5604,118762796,Jan Petersen,5.0
5605,118762974,Sibylle Schwarz,47.0
5606,118763407,Jakob von Uexküll,7.0
5607,118763504,Kaspar Ulenberg,0.0
5608,118763512,Ulfilas,6.0
5609,118763520,Regina Ullmann,15.0
5610,11876358X,von Etzenbach Ulrich,37.0
5611,118763601,von Winterstetten Ulrich,5.0
5612,118763687,Hermann Ungar,28.0
5613,118763733,Alexander von Ungern-Sternberg,5.0
5614,118763768,Friedrich Franz von Unruh,8.0
5615,118763784,Siegfried Unseld,67.0
5616,118763830,Johanne Charlotte Unzer,7.0
5617,118763903,Samuel Urlsperger,0.0
5618,118763938,Johannes Urzidil,109.0
5619,118764071,Johann Weikhard von Valvasor,1.0
5620,118764195,Otto F. Walter,44.0
5621,11876425X,Oskar Walzel,26.0
5622,118764381,Maria Waser,2.0
5623,11876442X,Jakob van Hoddis,33.0
5624,118764470,Johann Salomo Semler,19.0
5625,118764535,Ramón José Sender,1.0
5626,118764764,Walter Serner,23.0
5627,118765191,Friedrich Sieburg,22.0
5628,118765396,Alan Sillitoe,0.0
5629,118765701,Viktor Borisovič Šklovskij,17.0
5630,118765779,Evelyn Waugh,3.0
5631,118765787,Alfred Weber,5.0
5632,118765809,Beda Weber,0.0
5633,118765833,Friedrich Wilhelm Weber,8.0
5634,11876604X,Peter Wehle,0.0
5635,11876621X,F. W. Bernstein,170.0
5636,118766287,Josef Weinheber,39.0
5637,118766309,Otto Weininger,43.0
5638,118766333,Anna Elisabet Weirauch,1.0
5639,118766384,Adam Weishaupt,3.0
5640,118766422,Emil Rudolf Weiss,0.0
5641,118766481,Christian Hermann Weisse,1.0
5642,118766619,Alfred Wellm,10.0
5643,118766694,Renate Welsh,31.0
5644,118766783,Justinian von Welz,0.0
5645,118766945,Dora Wentscher,0.0
5646,118766961,Friedrich-Wilhelm Wentzlaff-Eggebert,0.0
5647,118767038,Diederich von dem Werder,4.0
5648,118767089,Abraham Gottlob Werner,1.0
5649,118767208,Friedrich Ludwig Zacharias Werner,34.0
5650,118767267,Mathilde Wesendonck,16.0
5651,118767542,Friedrich Gottlob Wetzel,1.0
5652,118767933,Fortunatus Venantius,0.0
5653,118768115,Isa Vermehren,0.0
5654,118768166,Wilhelm Vershofen,2.0
5655,118768239,Will Vesper,9.0
5656,118768395,Berthold Viertel,37.0
5657,118768913,Henriette Vogel,17.0
5658,118768972,Johann Nepomuk Vogl,0.0
5659,118769049,Helene Voigt-Diederichs,5.0
5660,118769189,Jakob Wimpfeling,9.0
5661,118769197,Konrad Wimpina,0.0
5662,118769278,Margarete Windthorst,0.0
5663,118769502,Otto Wirz,1.0
5664,118769596,Karl Witte,13.0
5665,118769901,Ror Wolf,68.0
5666,118769936,Thomas Wolfe,2.0
5667,118770004,Julius Wolff,1.0
5668,118770411,Karl Vossler,6.0
5669,118770489,Christian August Vulpius,35.0
5670,118770551,Friedrich Karl Waechter,10.0
5671,11877090X,Max Waldau,3.0
5672,118770950,Herwarth Walden,38.0
5673,118771221,Hans Wollschläger,72.0
5674,118771272,Karoline von Wolzogen,34.0
5675,118771396,Johannes Wüsten,3.0
5676,118771531,Malcolm X,84.0
5677,118771655,Paul Wiens,1.0
5678,11877171X,Ulrich von Wilamowitz-Moellendorff,12.0
5679,118771760,Ernst von Wildenbruch,6.0
5680,118771876,Richard Wilhelm,41.0
5681,118772023,Otto Willmann,0.0
5682,11877221X,Herbert Zand,8.0
5683,118772295,Ulrich Zasius,0.0
5684,118772392,Martin Zeiller,5.0
5685,11877252X,Werner Zemp,0.0
5686,118772821,Jochen Ziem,2.0
5687,118772864,Kurt Ziesel,4.0
5688,118772902,Heinrich Anselm von Ziegler und Kliphausen,33.0
5689,118772910,Heinrich Zillich,19.0
5690,118772937,Max Zimmering,2.0
5691,11877297X,Wilhelm Zimmermann,2.0
5692,118773100,Otto Zoff,0.0
5693,118773186,Fritz Zorn,9.0
5694,118773259,Hans Zulliger,0.0
5695,118773275,Leopold Zunz,9.0
5696,118773283,Otto Zur Linde,3.0
5697,118773305,Johannes Zwick,0.0
5698,118773313,Theodor Zwinger,1.0
5699,118773348,Moritz Hartmann,12.0
5700,118773356,Juan Eugenio Hartzenbusch,0.0
5701,118773569,William Hazlitt,1.0
5702,118773593,Jakob Christoph Heer,1.0
5703,118773607,Arnold H. L. Heeren,3.0
5704,118773666,Moritz Heimann,7.0
5705,118773747,Heinrich Laufenberg,13.0
5706,118773755,von Rugge Heinrich,2.0
5707,118773860,Karl Helm,105.0
5708,118773917,Ernst Wilhelm Hengstenberg,0.0
5709,118774107,von Fritzlar Hermann,7.0
5710,11877414X,Johann Timotheus Hermes,5.0
5711,118774182,José Hernández,3.0
5712,11877428X,Franz Herwig,2.0
5713,118774549,Georg Hirth,1.0
5714,118774735,Wolf Helmhardt von Hohberg,7.0
5715,118774808,Matthäus Holtzwart,3.0
5716,118774840,Carl Ferdinand Hommel,0.0
5717,118774883,Robert Hooke,3.0
5718,118775251,von Langenstein Hugo,10.0
5719,118775510,Meister Ingold,1.0
5720,118775782,Johann Georg Jacobi,35.0
5721,118775960,Johannes Janssen,1.0
5722,118776118,Oskar Jellinek,4.0
5723,118776150,Karl Wilhelm Jerusalem,2.0
5724,118776592,Mascha Kaléko,83.0
5725,118776665,Johann Arnold Kanne,2.0
5726,118777211,Hans Wilhelm Kirchhof,4.0
5727,118777505,Karl Ludwig von Knebel,18.0
5728,118777564,Matthias Knutzen,0.0
5729,118777661,Johann Ulrich von König,3.0
5730,118777688,Maria Aurora von Königsmarck,18.0
5731,118777734,Georg Kolbe,4.0
5732,118777831,Johann Ferdinand Koreff,1.0
5733,118777920,Richard Kralik,2.0
5734,118778056,Julia Kristeva,22.0
5735,118778153,Richard von Kühlmann,0.0
5736,11877820X,Franz Kugler,16.0
5737,118778277,Hermann Kurz,110.0
5738,118778560,Peter Martin Lampel,4.0
5739,118778862,Joseph von Laßberg,27.0
5740,118779095,Edward Lear,0.0
5741,118779338,Erwin Leiser,0.0
5742,118779893,Magnus Gottfried Lichtwer,8.0
5743,11877994X,Friedrich Lienhard,11.0
5744,118780034,Paul Lindau,6.0
5745,118780166,Ernst Lissauer,7.0
5746,118780247,Jakob Locher,21.0
5747,11878076X,von Eyb Ludwig,11.0
5748,118780778,Emil Ludwig,63.0
5749,118781154,James Macpherson,49.0
5750,118781936,Filippo Tommaso Marinetti,20.0
5751,118782010,der Marner Konrad,8.0
5752,118782223,Erzbischof  Gnesen Martin,1.0
5753,118782444,Jacob Masen,10.0
5754,118782509,Edgar Lee Masters,0.0
5755,118782797,Angelika Mechtel,2.0
5756,118783181,Johann Burkhard Mencke,2.0
5757,118783270,Anton Raphael Mengs,2.0
5758,118783483,Wenzel Messenhauser,1.0
5759,118783602,Alfred Richard Meyer,3.0
5760,118783610,Joseph Meyer,5.0
5761,118783688,Melchior Meyr,0.0
5762,118783742,Hans Günter Michelsen,0.0
5763,118784013,Johann Martin Miller,13.0
5764,118784412,Balduin Möllhausen,14.0
5765,118784420,von Heilsbronn Mönch,1.0
5766,118784501,Ulrich Molitoris,5.0
5767,118784919,Daniel Georg Morhof,8.0
5768,118785060,Hans Albrecht Moser,2.0
5769,118785117,Herrmann Mostar,0.0
5770,118785273,Börries von Münchhausen,17.0
5771,118785281,Hugo Münsterberg,0.0
5772,11878546X,Reinhold Conrad Muschler,0.0
5773,118785478,Andreas Musculus,2.0
5774,118785656,Thomas Naogeorgus,9.0
5775,118785990,Benjamin Neukirch,20.0
5776,118786105,Heinrich Niclaes,0.0
5777,118786199,August Hermann Niemeyer,3.0
5778,118786423,Eduard Norden,0.0
5779,118787373,Arnold Ott,11.0
5780,118787381,Otte,105.0
5781,118787500,Arthur Thomas Quiller-Couch,0.0
5782,118787624,Fritz J. Raddatz,40.0
5783,118787691,Frisingensis Rahewinus,5.0
5784,118787888,Rudolf Erich Raspe,24.0
5785,118787969,Rudolf von Raumer,2.0
5786,118788167,Hans Rehberg,2.0
5787,118788213,von Durne Reinbot,13.0
5788,118788272,Theodor von Reinkingk,0.0
5789,118788760,Joseph Richter,3.0
5790,118788795,Friedrich Just. Riedel,3.0
5791,118788906,Ottavio Rinuccini,0.0
5792,11878952X,Friedrich Panzer,3.0
5793,118789902,Hermann Paul,162.0
5794,118790358,Jacopo Peri,0.0
5795,118790471,Friedrich Christoph Perthes,0.0
5796,118790668,Abt  Königsaal  von Zittau Petrus,1.0
5797,118790684,Georg von Peuerbach,1.0
5798,118790781,August Ludwig von Rochau,2.0
5799,118790803,Christiane Rochefort,0.0
5800,118790846,Gianni Rodari,0.0
5801,118790951,Erwin Rohde,0.0
5802,118791028,Gabriel Rollenhagen,4.0
5803,118791109,Jesaias Rompler von Löwenhalt,4.0
5804,118791176,Hans Rosenplüt,37.0
5805,118791273,Johann Christoph Rost,2.0
5806,118791281,Edmond Rostand,0.0
5807,11879146X,von Fenis-Neuenburg Rudolf,5.0
5808,118791508,Josef Ruederer,6.0
5809,118791516,Jacob Ruf,22.0
5810,118791834,der Bruder Philipp,23.0
5811,118792849,Josef Ponten,7.0
5812,118793284,Rudolf Presber,1.0
5813,118793713,Johann Friedrich Wilhelm Pustkuchen,1.0
5814,118794353,Carl Sandburg,0.0
5815,118794396,Joachim von Sandrart,5.0
5816,118794558,Moritz Gottlieb Saphir,6.0
5817,118794701,Ferdinand Sauter,4.0
5818,118794809,Julius Caesar Scaliger,13.0
5819,118794868,Wilhelm Schäfer,28.0
5820,118794949,Christoph Scheiner,0.0
5821,118794957,Johannes Scherr,6.0
5822,118795007,Hans Schiltberger,8.0
5823,118795066,Arno Schirokauer,2.0
5824,118795112,Paul Schlenther,4.0
5825,118795120,Johann August Schlettwein,1.0
5826,118795147,Kurd von Schlözer,1.0
5827,118795155,Friedrich Christoph Schlosser,1.0
5828,118795163,Johann Georg Schlosser,10.0
5829,11879518X,Wolfgang Schmeltzl,6.0
5830,118795201,Karl Schmid,85.0
5831,118795279,Christian Schneller,0.0
5832,118795317,Emil von Schönaich-Carolath,0.0
5833,118795651,Johann Joachim Schwabe,2.0
5834,118795724,Friedrich Heinrich Christian Schwarz,1.0
5835,118795759,Johann von Schwarzenberg,5.0
5836,118795791,Jakob Schwieger,1.0
5837,118796461,Martin Beradt,12.0
5838,118796607,Paulus Böhmer,25.0
5839,11879695X,Mary Shelley,36.0
5840,118797166,Herzog  Bayern-München Siegmund,0.0
5841,11879728X,Josias Simmler,0.0
5842,118797379,William von Simpson,0.0
