heading_1;heading_2;heading_3;author_name;title;type;GND
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Jochen Missfeld;Gespiegelter Himmel;;124948286
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Günter Grass;Im Krebsgang;;118541579
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Günter Grass;Beim Häuten der Zwiebel;;118541579
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Michael lentz;Muttersterben;;118936123
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Marlene Streeruwitz;Partygirl;;11955688X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Hans-Ulrich Treichel;Der irdische Autor;;119545667
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Autoren;Daniel Kehlmann;Die Vermessung der Welt;;115812431
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Textsammlungen;Axel Kutsch;Zacken im Gemüt. Deutschsprachige Lyrik der 90er Jahre;ANTH;122693205
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Textsammlungen;Michael Braun/Hans Thill;Das verlorene Alphabet. Deutschsprachige Lyrik der neunziger Jahre;ANTH;128881526 + 122489438
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Milleniumswende. Literatur seit 1989;Textsammlungen;Björn Kuhligk/Jan Wagner;Lyrik von JETZT. 74 Stimmen mit einem Vorwort von Gerhard Falkner;ANTH;123540771 + 122751493
