heading_1;heading_2;heading_3;author_name;title;type;GND
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Conrad Ferdinand Meyer;Jürg Jenatsch;;118581775
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Conrad Ferdinand Meyer;Die Versuchung des Pescara;;118581775
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Eugenie Marlitt;Im Hause des Kommerzienrates;;118731092
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Ludwig Anzengruber;Das vierte Gebot;;11850357X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Theodor Fontane;Vor dem Sturm;;118534262
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Theodor Fontane;Schach von Wuthenow;;118534262
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Theodor Fontane;Unterm Burnbaum;;118534262
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Theodor Fontane;Cécile;;118534262
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Theodor Fontane;Irrungen, Wirrungen;;118534262
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Theodor Fontane;Frau Jenny Treibel oder Wo sich Herz zu Herzen find’t;;118534262
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Theodor Fontane;Meine Kinderjahre;;118534262
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Theodor Fontane;Effi Briest;;118534262
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Theodor Fontane;Der Stechlin;;118534262
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Theodor Fontane;Briefe an Georg Friedländer;;118534262
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Marie von Ebner-Eschenbach;Das Gemeindekind;;118528661
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Gerhart Hauptmann;Bahnwärter Thiel;;118546937
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Gerhart Hauptmann;Vor Sonnenaufgang;;118546937
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Gerhart Hauptmann;Die Weber;;118546937
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Gerhart Hauptmann;Der Biberpelz;;118546937
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Gerhart Hauptmann;Der rote Hahn;;118546937
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Max Kretzer;Meister Timpe;;118715917
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Hermann Conradi;Adam Mensch;;118669923
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Arno Holz/Johannes Schlaf;Papa Hamlet;;118553216 + 118607871
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Arno Holz/Johannes Schlaf;Die Familie Selicke;;118553216 + 118607871
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Hermann Sudermann;Die Ehre;;118619853
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Frank Wedekind;Frühlings Erwachen;;118629867
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Frank Wedekind;Der Erdgeist;;118629867
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Frank Wedekind;Die Büchse der Pandora;;118629867
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Max Halbe;Jugend;;118545043
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Autoren;Arno Holz;Phantasus;;118553216
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Albert Meier;Meistererzählungen der deutschen Romantik;ANTH;122112644
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Joachim Horn;Deutsche Erzählungen des 19. Jahrhunderts. Von Kleist bis Hauptmann;ANTH;137795998
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Franz Loquai;Aller Zauber dieser Welt. Die schönsten Kunstmärchen der deutschen Romantik;ANTH;121814130
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Katja Behrens;Frauenbriefe der Romantik;ANTH;121286363
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Jost Schillemeit;Gedichte 1800–1830;ANTH;129380776
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Wolfgang Frühwald;Gedichte der Romantik;ANTH;115683070
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Ralph-Rainer Wuthenow;Gedichte 1830–1900;ANTH;119207761
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Günther Mahal;Lyrik der Gründerzeit;ANTH;116679530
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Klaus Peter;Die politische Romantik in Deutschland;ANTH;1231289600
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Jost Hermand;Das Junge Deutschland;ANTH;119335514
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Jost Hermand;Der deutsche Vormärz;ANTH;119335514
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Gerhard Plumpe;Theorie des bürgerlichen Realismus;ANTH;144054655
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Theo Meyer;Theorie des Naturalismus;ANTH;130643300
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Jürgen Schutte;Lyrik des Naturalismus;ANTH;131638807
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Gerhard Schulz;Prosa des Naturalismus;ANTH;11723690X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Hartmut Steinecke;Romanpoetik in Deutschland. Von Hegel bis Fontane;ANTH;12074242X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Karl Konrad Polheim;Theorie und Kritik der deutschen Novelle von Wieland bis Musil;ANTH;118828509
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Neunzehntes Jahrhundert. Biedermeier, Junges Deutschland, Realismus, Naturalismus;Textsammlungen;Hans Bender;Klassiker des Feuilletons;ANTH;118508849
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 1;Textsammlungen zum gesamten 20. Jahrhundert;Gisela Lindemann;Gedichte 1900–1960;ANTH;117015954
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 1;Textsammlungen zum gesamten 20. Jahrhundert;Ingrid Kreuzer/Helmut Kreuzer;Deutsche Gedichte zwischen 1918 und 1933;ANTH;105065951 + 118832816
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 1;Textsammlungen zum gesamten 20. Jahrhundert;Harald Hartung;Jahrhundertgedächtnis;ANTH;123486513
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 1;Textsammlungen zum gesamten 20. Jahrhundert;;Spectaculum. Moderne Theaterstücke;ANTH;
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Hugo von Hofmannsthal;Der Tor und der Tod;;118552759
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Hugo von Hofmannsthal;Ein Brief;;118552759
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Hugo von Hofmannsthal;Der Schwierige;;118552759
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Hugo von Hofmannsthal;Der Unbestechliche;;118552759
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Stefan George;Der Teppich des Lebens;;11853856X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Stefan George;Der Siebente Ring;;11853856X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Thomas Mann;Buddenbrooks;;118577166
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Thomas Mann;Tonio Kröger;;118577166
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Thomas Mann;Königliche Hoheit;;118577166
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Thomas Mann;Der Tod in Venedig;;118577166
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Thomas Mann;Der Zauberberg;;118577166
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Thomas Mann;Joseph und seine Brüder;;118577166
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Thomas Mann;Lotte in Weimar;;118577166
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Thomas Mann;Doktor Faustus;;118577166
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Thomas Mann;Bekenntnisse des Hochstaplers Felix Krull;;118577166
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Arthur Schnitzler;Lieutenant Gustl;;118609807
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Arthur Schnitzler;Reigen;;118609807
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Arthur Schnitzler;Fräulein Else;;118609807
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Arthur Schnitzler;Traumnovelle;;118609807
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Heinrich Mann;Professor Unrat oder Das Ende eines Tyrannen;;118577131
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Heinrich Mann;Geist und Tat;;118577131
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Heinrich Mann;Der Untertan;;118577131
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Heinrich Mann;Die Jugend des Königs Henri Quatre. – Die Vollendung des Königs Henri Quatre;;118577131
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Heinrich Mann;Ein Zeitalter wird besichtigt;;118577131
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Rainer Maria Rilke;Das Stunden-Buch;;118601024
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Rainer Maria Rilke;Die Aufzeichnungen des Malte Laurids Brigge;;118601024
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Rainer Maria Rilke;Duineser Elegien;;118601024
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Rainer Maria Rilke;Die Sonette an Oprheus;;118601024
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Robert Musil;Die Verwirrungen des Zöglings Törleß;;118585916
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Robert Musil;Der Mann ohne Eigenschaften;;118585916
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Ludwig Thoma;Moral;;118622072
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Ludwig Thoma;Magdalena;;118622072
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Robert Walser;Der Gehülfe;;118628860
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Robert Walser;Jakob von Gunten;;118628860
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Else Lasker-Schüler;Die Wupper;;118569880
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Georg Heym;Der ewige Tag;;118550683
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Carl Sternheim;Die Hose;;118617958
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Carl Sternheim;Die Kassette;;118617958
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Carl Sternheim;Bürger Schippel;;118617958
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Gottfried Benn;Morgue;;118509047
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Gottfried Benn;Statische Gedichte;;118509047
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Gottfried Benn;Probleme der Lyrik;;118509047
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Carl Einstein;Bebuquin oder Die Dilettanten des Wunders;;118529587
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Alfred Döblin;Die Ermordung einer Butterblume;;118526200
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Alfred Döblin;Berlin Alexanderplatz;;118526200
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Alfred Döblin;Hamlet oder Die lange Nacht nimmt ein Ende;;118526200
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Walter Hasenclever;Der Sohn;;118546619
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Georg Kaiser;Die Bürger von Calais;;118559427
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Georg Kaiser;Gas I/II;;118559427
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Gustav Meyrink;Der Golem;;118582046
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Franz Kafka;Die Verwandlung;;118559230
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Franz Kafka;Das Urteil;;118559230
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Franz Kafka;In der Strafkolonie;;118559230
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Franz Kafka;Der Proceß;;118559230
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Franz Kafka;Das Schloß;;118559230
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Frank Leonhard;Der Mensch ist gut;;118534793
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Hermann Hesse;Demian. Die Geschichte einer Jugend von Emil Sinclair;;11855042X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Hermann Hesse;Siddharta;;11855042X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Hermann Hesse;Der Steppenwolf;;11855042X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Hermann Hesse;Das Glasperlenspiel;;11855042X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Karl Kraus;Die letzten Tage der Menschheit;;118566288
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Kurt Pinthus;Menschheitsdämmerung;ANTH;118742647
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Ernst Toller;Masse Mensch;;118623230
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Ernst Toller;Hoppla, wir leben!;;118623230
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Ernst Toller;Eine Jugend in Deutschland;;118623230
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Autoren;Arnolt Bronnen;Vatermord;;118515691
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Textsammlungen;Fritz Martini;Prosa des Expressionismus;ANTH;118731378
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Textsammlungen;Marcel Reich-Ranicki;Anbruch der Gegenwart. Deutsche Geschichten 1900–1918;ANTH;118599194
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Jahrhundertwende, Expressionismus;Textsammlungen;Karl Riha;113 DADA-Gedichte;ANTH;11927745X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Ernst Jünger;In Stahlgewittern;;118558587
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Ernst Jünger;Auf den Marmorklippen;;118558587
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Ernst Ballach;Die Sündflut;;12745828X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Egon Erwin Kirsch;Der rasende Reporter;;118562533
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Lion Feuchtwanger;Jud Süß;;118532715
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Lion Feuchtwanger;Erfolg;;118532715
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Carl Zuckmayer;Der fröhliche Weinberg;;118637304
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Carl Zuckmayer;Der Hauptmann von Köpenick;;118637304
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Carl Zuckmayer;Des Teufels General;;118637304
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;B. Traven;Das Totenschiff;;118623672
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Jakob Wassermann;Der Aufruhr um den Junker Ernst;;118629387
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Jakob Wassermann;Der Fall Maurizius;;118629387
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Bertolt Brecht;Hauspostille;;118514768
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Bertolt Brecht;Die Dreigroschenoper;;118514768
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Bertolt Brecht;Herr Puntila und sein Knecht;;118514768
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Bertolt Brecht;Matti;;118514768
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Bertolt Brecht;Mutter Courage und ihre Kinder;;118514768
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Bertolt Brecht;Der gute Mensch von Sezuan;;118514768
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Bertolt Brecht;Buckower Elegien;;118514768
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Bertolt Brecht;Leben des Galilei;;118514768
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Bertolt Brecht;Flüchtlingsgespräche;;118514768
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Oskar Maria Graf;Wir sind Gefangene;;118541358
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Joseph Roth;Juden auf Wanderschaft;;118603140
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Joseph Roth;Hiob;;118603140
